geoid,tract_name,borough,B25003_E001,B25003_M001,B25003_E002,B25003_M002,B25003_E003,B25003_M003
1400000US36047019900,"Census Tract 199, Kings County, New York",Brooklyn,2401,315,314,119,2087,315
1400000US36047020000,"Census Tract 200, Kings County, New York",Brooklyn,666,123,331,79,335,115
1400000US36047020100,"Census Tract 201, Kings County, New York",Brooklyn,1914,241,559,145,1355,214
1400000US36047020200,"Census Tract 202, Kings County, New York",Brooklyn,630,90,465,69,165,62
1400000US36047020300,"Census Tract 203, Kings County, New York",Brooklyn,963,69,304,80,659,101
1400000US36047020400,"Census Tract 204, Kings County, New York",Brooklyn,704,110,563,114,141,71
1400000US36047020500,"Census Tract 205, Kings County, New York",Brooklyn,1586,184,783,191,803,137
1400000US36047020600,"Census Tract 206, Kings County, New York",Brooklyn,799,132,527,119,272,104
1400000US36047020700,"Census Tract 207, Kings County, New York",Brooklyn,2343,260,934,201,1409,203
1400000US36047020800,"Census Tract 208, Kings County, New York",Brooklyn,1079,382,526,356,553,138
1400000US36047021000,"Census Tract 210, Kings County, New York",Brooklyn,1121,216,487,182,634,167
1400000US36047021100,"Census Tract 211, Kings County, New York",Brooklyn,1137,152,141,61,996,163
1400000US36047021200,"Census Tract 212, Kings County, New York",Brooklyn,1214,227,287,136,927,219
1400000US36047021300,"Census Tract 213, Kings County, New York",Brooklyn,2041,285,191,67,1850,289
1400000US36047021400,"Census Tract 214, Kings County, New York",Brooklyn,528,98,152,66,376,87
1400000US36047021500,"Census Tract 215, Kings County, New York",Brooklyn,2771,327,821,214,1950,324
1400000US36047021600,"Census Tract 216, Kings County, New York",Brooklyn,976,143,272,86,704,145
1400000US36047021700,"Census Tract 217, Kings County, New York",Brooklyn,1937,196,279,114,1658,190
1400000US36047021800,"Census Tract 218, Kings County, New York",Brooklyn,813,148,171,99,642,150
1400000US36047021900,"Census Tract 219, Kings County, New York",Brooklyn,1943,185,300,153,1643,172
1400000US36047022000,"Census Tract 220, Kings County, New York",Brooklyn,1295,241,266,110,1029,264
1400000US36047022100,"Census Tract 221, Kings County, New York",Brooklyn,1680,228,329,220,1351,146
1400000US36047022200,"Census Tract 222, Kings County, New York",Brooklyn,1099,191,241,129,858,199
1400000US36047022400,"Census Tract 224, Kings County, New York",Brooklyn,1201,234,475,218,726,146
1400000US36047022600,"Census Tract 226, Kings County, New York",Brooklyn,543,111,236,95,307,79
1400000US36047022700,"Census Tract 227, Kings County, New York",Brooklyn,2167,256,330,137,1837,278
1400000US36047022800,"Census Tract 228, Kings County, New York",Brooklyn,763,131,332,138,431,99
1400000US36047022900,"Census Tract 229, Kings County, New York",Brooklyn,1679,225,330,109,1349,236
1400000US36047023000,"Census Tract 230, Kings County, New York",Brooklyn,1024,189,235,142,789,193
1400000US36047023100,"Census Tract 231, Kings County, New York",Brooklyn,1773,211,521,127,1252,230
1400000US36047023200,"Census Tract 232, Kings County, New York",Brooklyn,1418,183,466,158,952,181
1400000US36047023300,"Census Tract 233, Kings County, New York",Brooklyn,2211,239,473,170,1738,289
1400000US36047023400,"Census Tract 234, Kings County, New York",Brooklyn,1431,195,268,117,1163,191
1400000US36047023500,"Census Tract 235, Kings County, New York",Brooklyn,1557,157,377,129,1180,192
1400000US36047023600,"Census Tract 236, Kings County, New York",Brooklyn,1491,128,173,82,1318,160
1400000US36047023800,"Census Tract 238, Kings County, New York",Brooklyn,1194,157,177,68,1017,165
1400000US36047024000,"Census Tract 240, Kings County, New York",Brooklyn,1420,214,210,80,1210,232
1400000US36047024100,"Census Tract 241, Kings County, New York",Brooklyn,1158,155,115,58,1043,172
1400000US36047024200,"Census Tract 242, Kings County, New York",Brooklyn,737,90,298,79,439,86
1400000US36047024300,"Census Tract 243, Kings County, New York",Brooklyn,1934,251,714,206,1220,239
1400000US36047024400,"Census Tract 244, Kings County, New York",Brooklyn,996,217,324,112,672,201
1400000US36047024500,"Census Tract 245, Kings County, New York",Brooklyn,1977,195,619,137,1358,203
1400000US36047024600,"Census Tract 246, Kings County, New York",Brooklyn,836,92,460,111,376,98
1400000US36047024700,"Census Tract 247, Kings County, New York",Brooklyn,1382,278,135,82,1247,287
1400000US36047024800,"Census Tract 248, Kings County, New York",Brooklyn,779,99,359,85,420,112
1400000US36047024900,"Census Tract 249, Kings County, New York",Brooklyn,1966,237,125,64,1841,239
1400000US36047025000,"Census Tract 250, Kings County, New York",Brooklyn,466,99,222,64,244,95
1400000US36047025100,"Census Tract 251, Kings County, New York",Brooklyn,1763,225,251,199,1512,235
1400000US36047025200,"Census Tract 252, Kings County, New York",Brooklyn,1654,300,423,144,1231,269
1400000US36047025300,"Census Tract 253, Kings County, New York",Brooklyn,1482,138,474,153,1008,162
1400000US36047025400,"Census Tract 254, Kings County, New York",Brooklyn,1175,332,432,213,743,275
1400000US36047025500,"Census Tract 255, Kings County, New York",Brooklyn,2092,390,31,41,2061,396
1400000US36047025600,"Census Tract 256, Kings County, New York",Brooklyn,1095,400,332,80,763,397
1400000US36047025700,"Census Tract 257, Kings County, New York",Brooklyn,946,122,132,84,814,131
1400000US36047025800,"Census Tract 258, Kings County, New York",Brooklyn,1312,162,161,71,1151,185
1400000US36047025901,"Census Tract 259.01, Kings County, New York",Brooklyn,832,136,108,60,724,137
1400000US36047025902,"Census Tract 259.02, Kings County, New York",Brooklyn,1448,373,132,83,1316,382
1400000US36047026000,"Census Tract 260, Kings County, New York",Brooklyn,1000,136,373,99,627,145
1400000US36047026100,"Census Tract 261, Kings County, New York",Brooklyn,2457,223,57,48,2400,224
1400000US36047026200,"Census Tract 262, Kings County, New York",Brooklyn,784,104,416,90,368,86
1400000US36047026300,"Census Tract 263, Kings County, New York",Brooklyn,939,149,288,88,651,157
1400000US36047026400,"Census Tract 264, Kings County, New York",Brooklyn,1534,289,415,259,1119,133
1400000US36047026500,"Census Tract 265, Kings County, New York",Brooklyn,1977,278,383,165,1594,322
1400000US36047026600,"Census Tract 266, Kings County, New York",Brooklyn,1148,130,280,104,868,149
1400000US36047026700,"Census Tract 267, Kings County, New York",Brooklyn,1765,212,500,164,1265,239
1400000US36047026800,"Census Tract 268, Kings County, New York",Brooklyn,1520,282,529,195,991,248
1400000US36047026900,"Census Tract 269, Kings County, New York",Brooklyn,1302,153,306,151,996,169
1400000US36047027000,"Census Tract 270, Kings County, New York",Brooklyn,876,109,246,64,630,115
1400000US36047027100,"Census Tract 271, Kings County, New York",Brooklyn,1610,169,198,102,1412,188
1400000US36047027200,"Census Tract 272, Kings County, New York",Brooklyn,1430,224,476,237,954,115
1400000US36047027300,"Census Tract 273, Kings County, New York",Brooklyn,1420,174,565,166,855,150
1400000US36047027400,"Census Tract 274, Kings County, New York",Brooklyn,988,115,389,150,599,144
1400000US36047027500,"Census Tract 275, Kings County, New York",Brooklyn,1791,194,760,181,1031,183
1400000US36047027600,"Census Tract 276, Kings County, New York",Brooklyn,1294,297,338,135,956,297
1400000US36047027700,"Census Tract 277, Kings County, New York",Brooklyn,1660,175,242,116,1418,195
1400000US36047027800,"Census Tract 278, Kings County, New York",Brooklyn,1130,158,308,138,822,117
1400000US36047027900,"Census Tract 279, Kings County, New York",Brooklyn,1692,189,634,156,1058,184
1400000US36047028000,"Census Tract 280, Kings County, New York",Brooklyn,595,107,299,70,296,92
1400000US36047028100,"Census Tract 281, Kings County, New York",Brooklyn,1879,165,106,50,1773,173
1400000US36047028200,"Census Tract 282, Kings County, New York",Brooklyn,1190,249,466,200,724,180
1400000US36047028300,"Census Tract 283, Kings County, New York",Brooklyn,1584,241,230,181,1354,145
1400000US36047028400,"Census Tract 284, Kings County, New York",Brooklyn,1445,230,190,66,1255,233
1400000US36047028501,"Census Tract 285.01, Kings County, New York",Brooklyn,321,97,6,9,315,96
1400000US36047028502,"Census Tract 285.02, Kings County, New York",Brooklyn,1187,167,0,14,1187,167
1400000US36047028600,"Census Tract 286, Kings County, New York",Brooklyn,1748,192,150,99,1598,213
1400000US36047028700,"Census Tract 287, Kings County, New York",Brooklyn,1304,194,199,112,1105,185
1400000US36047028800,"Census Tract 288, Kings County, New York",Brooklyn,1123,190,349,164,774,108
1400000US36047028900,"Census Tract 289, Kings County, New York",Brooklyn,1601,275,220,105,1381,286
1400000US36047029000,"Census Tract 290, Kings County, New York",Brooklyn,1531,190,322,90,1209,201
1400000US36047029100,"Census Tract 291, Kings County, New York",Brooklyn,1451,150,449,180,1002,205
1400000US36047029200,"Census Tract 292, Kings County, New York",Brooklyn,1014,111,311,93,703,144
1400000US36047029300,"Census Tract 293, Kings County, New York",Brooklyn,1326,162,292,113,1034,194
1400000US36047029400,"Census Tract 294, Kings County, New York",Brooklyn,603,155,184,102,419,129
1400000US36047029500,"Census Tract 295, Kings County, New York",Brooklyn,1886,273,754,188,1132,320
1400000US36047029600,"Census Tract 296, Kings County, New York",Brooklyn,1989,256,517,172,1472,331
1400000US36047029700,"Census Tract 297, Kings County, New York",Brooklyn,1705,187,615,143,1090,202
1400000US36047029800,"Census Tract 298, Kings County, New York",Brooklyn,1110,126,295,93,815,127
1400000US36047029900,"Census Tract 299, Kings County, New York",Brooklyn,1247,233,292,91,955,247
1400000US36047030000,"Census Tract 300, Kings County, New York",Brooklyn,1354,168,343,133,1011,191
1400000US36047030100,"Census Tract 301, Kings County, New York",Brooklyn,1106,233,347,128,759,231
1400000US36047030200,"Census Tract 302, Kings County, New York",Brooklyn,1323,176,577,113,746,182
1400000US36047030300,"Census Tract 303, Kings County, New York",Brooklyn,2198,218,403,130,1795,263
1400000US36047030400,"Census Tract 304, Kings County, New York",Brooklyn,1505,166,703,147,802,170
1400000US36047030500,"Census Tract 305, Kings County, New York",Brooklyn,3332,228,403,191,2929,282
1400000US36047030600,"Census Tract 306, Kings County, New York",Brooklyn,672,100,440,106,232,74
1400000US36047030700,"Census Tract 307, Kings County, New York",Brooklyn,2861,473,497,429,2364,375
1400000US36047030800,"Census Tract 308, Kings County, New York",Brooklyn,710,121,478,120,232,85
1400000US36047030900,"Census Tract 309, Kings County, New York",Brooklyn,933,142,136,61,797,151
1400000US36047031100,"Census Tract 311, Kings County, New York",Brooklyn,1325,176,370,135,955,201
1400000US36047031300,"Census Tract 313, Kings County, New York",Brooklyn,2277,456,328,158,1949,454
1400000US36047031401,"Census Tract 314.01, Kings County, New York",Brooklyn,1842,170,964,205,878,227
1400000US36047031402,"Census Tract 314.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047031500,"Census Tract 315, Kings County, New York",Brooklyn,2481,245,173,100,2308,269
1400000US36047031701,"Census Tract 317.01, Kings County, New York",Brooklyn,1701,256,257,125,1444,288
1400000US36047031702,"Census Tract 317.02, Kings County, New York",Brooklyn,1553,210,428,180,1125,184
1400000US36047031900,"Census Tract 319, Kings County, New York",Brooklyn,1308,178,342,209,966,162
1400000US36047032100,"Census Tract 321, Kings County, New York",Brooklyn,2188,272,347,214,1841,361
1400000US36047032300,"Census Tract 323, Kings County, New York",Brooklyn,1695,222,355,172,1340,159
1400000US36047032500,"Census Tract 325, Kings County, New York",Brooklyn,2715,301,114,73,2601,300
1400000US36047032600,"Census Tract 326, Kings County, New York",Brooklyn,3091,599,673,470,2418,356
1400000US36047032700,"Census Tract 327, Kings County, New York",Brooklyn,1420,151,286,121,1134,181
1400000US36047032800,"Census Tract 328, Kings County, New York",Brooklyn,1122,193,417,98,705,194
1400000US36047032900,"Census Tract 329, Kings County, New York",Brooklyn,2121,298,583,310,1538,261
1400000US36047033000,"Census Tract 330, Kings County, New York",Brooklyn,1944,208,86,56,1858,217
1400000US36047033100,"Census Tract 331, Kings County, New York",Brooklyn,1743,276,312,121,1431,289
1400000US36047033300,"Census Tract 333, Kings County, New York",Brooklyn,1366,156,495,156,871,191
1400000US36047033500,"Census Tract 335, Kings County, New York",Brooklyn,954,149,501,97,453,141
1400000US36047033600,"Census Tract 336, Kings County, New York",Brooklyn,1592,184,838,176,754,185
1400000US36047033701,"Census Tract 337.01, Kings County, New York",Brooklyn,945,186,195,77,750,183
1400000US36047033702,"Census Tract 337.02, Kings County, New York",Brooklyn,575,68,204,60,371,84
1400000US36047033900,"Census Tract 339, Kings County, New York",Brooklyn,2041,226,629,231,1412,232
1400000US36047034000,"Census Tract 340, Kings County, New York",Brooklyn,679,104,0,14,679,104
1400000US36047034100,"Census Tract 341, Kings County, New York",Brooklyn,1174,214,103,68,1071,199
1400000US36047034200,"Census Tract 342, Kings County, New York",Brooklyn,2927,273,141,186,2786,214
1400000US36047034300,"Census Tract 343, Kings County, New York",Brooklyn,1892,252,211,115,1681,260
1400000US36047034500,"Census Tract 345, Kings County, New York",Brooklyn,1097,189,315,129,782,187
1400000US36047034700,"Census Tract 347, Kings County, New York",Brooklyn,1860,248,409,158,1451,302
1400000US36047034800,"Census Tract 348, Kings County, New York",Brooklyn,938,149,72,47,866,157
1400000US36047034901,"Census Tract 349.01, Kings County, New York",Brooklyn,817,197,21,31,796,203
1400000US36047034902,"Census Tract 349.02, Kings County, New York",Brooklyn,1669,337,74,74,1595,325
1400000US36047035000,"Census Tract 350, Kings County, New York",Brooklyn,1611,228,449,194,1162,171
1400000US36047035101,"Census Tract 351.01, Kings County, New York",Brooklyn,762,139,6,14,756,138
1400000US36047035102,"Census Tract 351.02, Kings County, New York",Brooklyn,1047,133,106,93,941,92
1400000US36047035200,"Census Tract 352, Kings County, New York",Brooklyn,821,183,4,6,817,183
1400000US36047035301,"Census Tract 353.01, Kings County, New York",Brooklyn,1116,177,0,14,1116,177
1400000US36047035302,"Census Tract 353.02, Kings County, New York",Brooklyn,1014,132,276,78,738,134
1400000US36047035400,"Census Tract 354, Kings County, New York",Brooklyn,2856,304,1404,367,1452,274
1400000US36047035500,"Census Tract 355, Kings County, New York",Brooklyn,2068,224,179,136,1889,260
1400000US36047035601,"Census Tract 356.01, Kings County, New York",Brooklyn,1397,175,408,126,989,197
1400000US36047035602,"Census Tract 356.02, Kings County, New York",Brooklyn,3207,282,1301,290,1906,235
1400000US36047035701,"Census Tract 357.01, Kings County, New York",Brooklyn,1105,176,29,32,1076,181
1400000US36047035702,"Census Tract 357.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047035900,"Census Tract 359, Kings County, New York",Brooklyn,2462,267,319,222,2143,250
1400000US36047036001,"Census Tract 360.01, Kings County, New York",Brooklyn,1786,137,262,76,1524,156
1400000US36047036002,"Census Tract 360.02, Kings County, New York",Brooklyn,2203,249,149,104,2054,273
1400000US36047036100,"Census Tract 361, Kings County, New York",Brooklyn,1268,155,111,103,1157,128
1400000US36047036200,"Census Tract 362, Kings County, New York",Brooklyn,1353,271,281,118,1072,275
1400000US36047036300,"Census Tract 363, Kings County, New York",Brooklyn,2105,257,443,167,1662,275
1400000US36047036400,"Census Tract 364, Kings County, New York",Brooklyn,955,192,354,140,601,162
1400000US36047036501,"Census Tract 365.01, Kings County, New York",Brooklyn,1378,137,131,111,1247,114
1400000US36047036502,"Census Tract 365.02, Kings County, New York",Brooklyn,745,134,80,36,665,124
1400000US36047036600,"Census Tract 366, Kings County, New York",Brooklyn,1388,106,315,103,1073,124
1400000US36047036700,"Census Tract 367, Kings County, New York",Brooklyn,705,163,224,107,481,160
1400000US36047036900,"Census Tract 369, Kings County, New York",Brooklyn,2455,313,398,186,2057,337
1400000US36047037000,"Census Tract 370, Kings County, New York",Brooklyn,1479,181,860,185,619,138
1400000US36047037100,"Census Tract 371, Kings County, New York",Brooklyn,1728,186,533,150,1195,220
1400000US36047037300,"Census Tract 373, Kings County, New York",Brooklyn,2012,299,448,128,1564,320
1400000US36047037401,"Census Tract 374.01, Kings County, New York",Brooklyn,1819,214,609,184,1210,194
1400000US36047037402,"Census Tract 374.02, Kings County, New York",Brooklyn,2276,154,452,194,1824,218
1400000US36047037500,"Census Tract 375, Kings County, New York",Brooklyn,1560,184,242,136,1318,198
1400000US36047037700,"Census Tract 377, Kings County, New York",Brooklyn,1912,231,698,169,1214,279
1400000US36047037900,"Census Tract 379, Kings County, New York",Brooklyn,1584,168,443,151,1141,222
1400000US36047038100,"Census Tract 381, Kings County, New York",Brooklyn,2458,271,420,175,2038,323
1400000US36047038200,"Census Tract 382, Kings County, New York",Brooklyn,1985,254,163,124,1822,270
1400000US36047038300,"Census Tract 383, Kings County, New York",Brooklyn,2158,251,758,271,1400,210
1400000US36047038500,"Census Tract 385, Kings County, New York",Brooklyn,1571,273,481,226,1090,259
1400000US36047038600,"Census Tract 386, Kings County, New York",Brooklyn,1086,206,424,106,662,206
1400000US36047038700,"Census Tract 387, Kings County, New York",Brooklyn,2093,407,983,478,1110,231
1400000US36047038800,"Census Tract 388, Kings County, New York",Brooklyn,1530,286,627,256,903,203
1400000US36047038900,"Census Tract 389, Kings County, New York",Brooklyn,1472,233,376,187,1096,195
1400000US36047039000,"Census Tract 390, Kings County, New York",Brooklyn,770,111,469,113,301,87
1400000US36047039100,"Census Tract 391, Kings County, New York",Brooklyn,2539,294,51,50,2488,293
1400000US36047039200,"Census Tract 392, Kings County, New York",Brooklyn,1082,221,351,106,731,211
1400000US36047039300,"Census Tract 393, Kings County, New York",Brooklyn,1643,165,264,129,1379,167
1400000US36047039400,"Census Tract 394, Kings County, New York",Brooklyn,702,110,271,78,431,102
1400000US36047039500,"Census Tract 395, Kings County, New York",Brooklyn,1959,347,370,163,1589,332
1400000US36047039600,"Census Tract 396, Kings County, New York",Brooklyn,675,104,353,103,322,112
1400000US36047039700,"Census Tract 397, Kings County, New York",Brooklyn,1598,160,107,61,1491,166
1400000US36047039800,"Census Tract 398, Kings County, New York",Brooklyn,809,182,538,170,271,84
1400000US36047039900,"Census Tract 399, Kings County, New York",Brooklyn,1635,259,307,114,1328,265
1400000US36047040000,"Census Tract 400, Kings County, New York",Brooklyn,877,149,319,140,558,111
1400000US36047040100,"Census Tract 401, Kings County, New York",Brooklyn,1399,186,286,158,1113,170
1400000US36047040200,"Census Tract 402, Kings County, New York",Brooklyn,772,111,351,93,421,107
1400000US36047040300,"Census Tract 403, Kings County, New York",Brooklyn,1489,165,536,206,953,182
1400000US36047040400,"Census Tract 404, Kings County, New York",Brooklyn,847,138,398,142,449,84
1400000US36047040500,"Census Tract 405, Kings County, New York",Brooklyn,680,115,88,44,592,119
1400000US36047040600,"Census Tract 406, Kings County, New York",Brooklyn,1052,157,347,90,705,140
1400000US36047040700,"Census Tract 407, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047040800,"Census Tract 408, Kings County, New York",Brooklyn,1068,183,533,208,535,132
1400000US36047040900,"Census Tract 409, Kings County, New York",Brooklyn,1308,260,173,76,1135,277
1400000US36047041000,"Census Tract 410, Kings County, New York",Brooklyn,690,86,395,110,295,84
1400000US36047041100,"Census Tract 411, Kings County, New York",Brooklyn,1030,212,237,99,793,195
1400000US36047041200,"Census Tract 412, Kings County, New York",Brooklyn,909,155,376,114,533,152
1400000US36047041300,"Census Tract 413, Kings County, New York",Brooklyn,1449,219,484,204,965,264
1400000US36047041401,"Census Tract 414.01, Kings County, New York",Brooklyn,468,60,272,64,196,58
1400000US36047041402,"Census Tract 414.02, Kings County, New York",Brooklyn,730,149,163,46,567,151
1400000US36047041500,"Census Tract 415, Kings County, New York",Brooklyn,1649,304,353,134,1296,317
1400000US36047041600,"Census Tract 416, Kings County, New York",Brooklyn,705,110,226,55,479,111
1400000US36047041700,"Census Tract 417, Kings County, New York",Brooklyn,1432,172,198,127,1234,191
1400000US36047041800,"Census Tract 418, Kings County, New York",Brooklyn,871,130,236,63,635,137
1400000US36047041900,"Census Tract 419, Kings County, New York",Brooklyn,1241,134,183,93,1058,163
1400000US36047042000,"Census Tract 420, Kings County, New York",Brooklyn,490,62,255,58,235,68
1400000US36047042100,"Census Tract 421, Kings County, New York",Brooklyn,1795,251,314,118,1481,272
1400000US36047042200,"Census Tract 422, Kings County, New York",Brooklyn,1022,233,406,236,616,130
1400000US36047042300,"Census Tract 423, Kings County, New York",Brooklyn,1528,222,170,102,1358,241
1400000US36047042400,"Census Tract 424, Kings County, New York",Brooklyn,1322,145,387,120,935,158
1400000US36047042500,"Census Tract 425, Kings County, New York",Brooklyn,1148,106,179,124,969,152
1400000US36047042600,"Census Tract 426, Kings County, New York",Brooklyn,1537,236,531,212,1006,168
1400000US36047042700,"Census Tract 427, Kings County, New York",Brooklyn,1871,156,178,82,1693,181
1400000US36047042800,"Census Tract 428, Kings County, New York",Brooklyn,1263,179,450,118,813,179
1400000US36047042900,"Census Tract 429, Kings County, New York",Brooklyn,2038,174,155,87,1883,189
1400000US36047043000,"Census Tract 430, Kings County, New York",Brooklyn,1381,188,239,72,1142,199
1400000US36047043100,"Census Tract 431, Kings County, New York",Brooklyn,1783,258,90,114,1693,269
1400000US36047043200,"Census Tract 432, Kings County, New York",Brooklyn,1432,188,488,124,944,214
1400000US36047043300,"Census Tract 433, Kings County, New York",Brooklyn,1442,148,158,141,1284,208
1400000US36047043400,"Census Tract 434, Kings County, New York",Brooklyn,1266,149,340,105,926,190
1400000US36047043500,"Census Tract 435, Kings County, New York",Brooklyn,1774,249,379,139,1395,276
1400000US36047043600,"Census Tract 436, Kings County, New York",Brooklyn,1794,520,548,256,1246,442
1400000US36047043700,"Census Tract 437, Kings County, New York",Brooklyn,1997,331,319,141,1678,342
1400000US36047043800,"Census Tract 438, Kings County, New York",Brooklyn,909,139,188,78,721,150
1400000US36047043900,"Census Tract 439, Kings County, New York",Brooklyn,1116,132,464,171,652,179
1400000US36047044000,"Census Tract 440, Kings County, New York",Brooklyn,733,95,228,60,505,111
1400000US36047044100,"Census Tract 441, Kings County, New York",Brooklyn,1918,265,166,96,1752,285
1400000US36047044200,"Census Tract 442, Kings County, New York",Brooklyn,860,202,420,177,440,119
1400000US36047044300,"Census Tract 443, Kings County, New York",Brooklyn,1952,212,256,154,1696,200
1400000US36047044400,"Census Tract 444, Kings County, New York",Brooklyn,941,240,230,108,711,233
1400000US36047044500,"Census Tract 445, Kings County, New York",Brooklyn,1648,157,232,105,1416,173
1400000US36047044600,"Census Tract 446, Kings County, New York",Brooklyn,637,103,299,100,338,100
1400000US36047044700,"Census Tract 447, Kings County, New York",Brooklyn,958,164,61,56,897,175
1400000US36047044800,"Census Tract 448, Kings County, New York",Brooklyn,759,100,395,96,364,76
1400000US36047044901,"Census Tract 449.01, Kings County, New York",Brooklyn,1045,167,8,13,1037,166
1400000US36047044902,"Census Tract 449.02, Kings County, New York",Brooklyn,0,14,0,14,0,14
1400000US36047045000,"Census Tract 450, Kings County, New York",Brooklyn,296,100,198,59,98,92
1400000US36047045200,"Census Tract 452, Kings County, New York",Brooklyn,892,129,410,106,482,119
1400000US36047045300,"Census Tract 453, Kings County, New York",Brooklyn,683,83,0,14,683,83
1400000US36047045400,"Census Tract 454, Kings County, New York",Brooklyn,531,95,219,57,312,105
1400000US36047045600,"Census Tract 456, Kings County, New York",Brooklyn,817,140,166,66,651,150
1400000US36047045800,"Census Tract 458, Kings County, New York",Brooklyn,459,86,312,71,147,68
1400000US36047046000,"Census Tract 460, Kings County, New York",Brooklyn,1231,145,519,128,712,180
1400000US36047046201,"Census Tract 462.01, Kings County, New York",Brooklyn,1047,160,378,126,669,143
1400000US36047046202,"Census Tract 462.02, Kings County, New York",Brooklyn,462,81,268,73,194,65
1400000US36047046400,"Census Tract 464, Kings County, New York",Brooklyn,628,98,313,95,315,93
1400000US36047046800,"Census Tract 468, Kings County, New York",Brooklyn,500,180,198,87,302,191
1400000US36047047000,"Census Tract 470, Kings County, New York",Brooklyn,655,89,392,101,263,78
1400000US36047047200,"Census Tract 472, Kings County, New York",Brooklyn,705,128,367,129,338,87
1400000US36047047400,"Census Tract 474, Kings County, New York",Brooklyn,729,100,305,98,424,111
1400000US36047047600,"Census Tract 476, Kings County, New York",Brooklyn,926,140,437,120,489,156
1400000US36047047700,"Census Tract 477, Kings County, New York",Brooklyn,1887,184,400,149,1487,223
1400000US36047047800,"Census Tract 478, Kings County, New York",Brooklyn,1205,143,391,104,814,141
1400000US36047048000,"Census Tract 480, Kings County, New York",Brooklyn,971,165,145,72,826,164
1400000US36047048100,"Census Tract 481, Kings County, New York",Brooklyn,1443,118,297,117,1146,148
1400000US36047048200,"Census Tract 482, Kings County, New York",Brooklyn,2169,421,746,343,1423,372
1400000US36047048400,"Census Tract 484, Kings County, New York",Brooklyn,1514,180,247,82,1267,181
1400000US36047048500,"Census Tract 485, Kings County, New York",Brooklyn,1046,105,116,80,930,96
1400000US36047048600,"Census Tract 486, Kings County, New York",Brooklyn,756,138,199,63,557,150
1400000US36047048800,"Census Tract 488, Kings County, New York",Brooklyn,1641,252,894,263,747,186
1400000US36047048900,"Census Tract 489, Kings County, New York",Brooklyn,1535,191,35,60,1500,198
1400000US36047049000,"Census Tract 490, Kings County, New York",Brooklyn,2110,268,505,186,1605,234
1400000US36047049100,"Census Tract 491, Kings County, New York",Brooklyn,2621,289,455,243,2166,318
1400000US36047049200,"Census Tract 492, Kings County, New York",Brooklyn,1258,232,479,176,779,250
1400000US36047049301,"Census Tract 493.01, Kings County, New York",Brooklyn,947,91,0,14,947,91
1400000US36047049302,"Census Tract 493.02, Kings County, New York",Brooklyn,2459,281,64,102,2395,290
1400000US36047049400,"Census Tract 494, Kings County, New York",Brooklyn,2253,290,738,284,1515,237
1400000US36047049500,"Census Tract 495, Kings County, New York",Brooklyn,1506,146,271,95,1235,162
1400000US36047049600,"Census Tract 496, Kings County, New York",Brooklyn,1298,194,438,107,860,199
1400000US36047049700,"Census Tract 497, Kings County, New York",Brooklyn,1750,178,490,178,1260,153
1400000US36047049800,"Census Tract 498, Kings County, New York",Brooklyn,1570,337,387,116,1183,348
1400000US36047049900,"Census Tract 499, Kings County, New York",Brooklyn,1077,121,382,112,695,136
1400000US36047050001,"Census Tract 500.01, Kings County, New York",Brooklyn,945,148,562,141,383,111
1400000US36047050002,"Census Tract 500.02, Kings County, New York",Brooklyn,659,104,209,65,450,113
1400000US36047050100,"Census Tract 501, Kings County, New York",Brooklyn,1511,208,368,140,1143,196
1400000US36047050202,"Census Tract 502.02, Kings County, New York",Brooklyn,1093,226,649,118,444,216
1400000US36047050300,"Census Tract 503, Kings County, New York",Brooklyn,1325,269,208,86,1117,264
1400000US36047050401,"Census Tract 504.01, Kings County, New York",Brooklyn,1182,105,442,113,740,113
1400000US36047050402,"Census Tract 504.02, Kings County, New York",Brooklyn,892,337,572,341,320,92
1400000US36047050500,"Census Tract 505, Kings County, New York",Brooklyn,2052,218,194,122,1858,241
1400000US36047050600,"Census Tract 506, Kings County, New York",Brooklyn,2003,359,400,144,1603,381
1400000US36047050700,"Census Tract 507, Kings County, New York",Brooklyn,845,121,224,97,621,111
1400000US36047050801,"Census Tract 508.01, Kings County, New York",Brooklyn,1424,153,11,16,1413,155
1400000US36047050803,"Census Tract 508.03, Kings County, New York",Brooklyn,1087,166,35,32,1052,166
1400000US36047050804,"Census Tract 508.04, Kings County, New York",Brooklyn,2715,325,305,130,2410,322
1400000US36047050900,"Census Tract 509, Kings County, New York",Brooklyn,1048,175,186,138,862,154
1400000US36047051001,"Census Tract 510.01, Kings County, New York",Brooklyn,1580,223,0,14,1580,223
1400000US36047051002,"Census Tract 510.02, Kings County, New York",Brooklyn,1679,173,166,61,1513,179
1400000US36047051100,"Census Tract 511, Kings County, New York",Brooklyn,1916,209,216,97,1700,217
1400000US36047051200,"Census Tract 512, Kings County, New York",Brooklyn,2178,288,250,121,1928,288
1400000US36047051300,"Census Tract 513, Kings County, New York",Brooklyn,2757,263,604,191,2153,307
1400000US36047051400,"Census Tract 514, Kings County, New York",Brooklyn,2530,246,322,148,2208,275
1400000US36047051500,"Census Tract 515, Kings County, New York",Brooklyn,1272,112,283,92,989,122
