geoid,tract_name,borough,B25003_E001,B25003_M001,B25003_E002,B25003_M002,B25003_E003,B25003_M003
1400000US36081034700,"Census Tract 347, Queens County, New York",Queens,1025,151,395,116,630,168
1400000US36081035100,"Census Tract 351, Queens County, New York",Queens,1450,167,837,183,613,155
1400000US36081035200,"Census Tract 352, Queens County, New York",Queens,784,121,611,137,173,62
1400000US36081035300,"Census Tract 353, Queens County, New York",Queens,766,265,369,248,397,92
1400000US36081035700,"Census Tract 357, Queens County, New York",Queens,1209,225,601,106,608,243
1400000US36081035800,"Census Tract 358, Queens County, New York",Queens,1315,164,773,150,542,182
1400000US36081036100,"Census Tract 361, Queens County, New York",Queens,768,118,303,102,465,105
1400000US36081036300,"Census Tract 363, Queens County, New York",Queens,644,71,195,69,449,85
1400000US36081036500,"Census Tract 365, Queens County, New York",Queens,957,165,393,129,564,134
1400000US36081036600,"Census Tract 366, Queens County, New York",Queens,1078,113,664,148,414,126
1400000US36081036700,"Census Tract 367, Queens County, New York",Queens,810,116,266,93,544,107
1400000US36081036800,"Census Tract 368, Queens County, New York",Queens,804,75,641,102,163,85
1400000US36081037100,"Census Tract 371, Queens County, New York",Queens,607,196,415,198,192,84
1400000US36081037300,"Census Tract 373, Queens County, New York",Queens,687,82,295,67,392,97
1400000US36081037501,"Census Tract 375.01, Queens County, New York",Queens,346,39,56,38,290,52
1400000US36081037502,"Census Tract 375.02, Queens County, New York",Queens,694,90,91,45,603,91
1400000US36081037600,"Census Tract 376, Queens County, New York",Queens,1954,169,1347,186,607,196
1400000US36081037700,"Census Tract 377, Queens County, New York",Queens,857,121,95,67,762,136
1400000US36081037900,"Census Tract 379, Queens County, New York",Queens,1468,206,283,107,1185,212
1400000US36081038100,"Census Tract 381, Queens County, New York",Queens,1762,164,643,147,1119,152
1400000US36081038301,"Census Tract 383.01, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081038302,"Census Tract 383.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081038400,"Census Tract 384, Queens County, New York",Queens,879,120,741,128,138,66
1400000US36081039400,"Census Tract 394, Queens County, New York",Queens,950,84,498,115,452,121
1400000US36081039800,"Census Tract 398, Queens County, New York",Queens,515,71,403,60,112,48
1400000US36081039901,"Census Tract 399.01, Queens County, New York",Queens,523,72,175,83,348,91
1400000US36081039902,"Census Tract 399.02, Queens County, New York",Queens,407,93,51,27,356,97
1400000US36081040000,"Census Tract 400, Queens County, New York",Queens,467,104,356,103,111,56
1400000US36081040101,"Census Tract 401.01, Queens County, New York",Queens,658,102,205,97,453,107
1400000US36081040102,"Census Tract 401.02, Queens County, New York",Queens,1102,210,72,55,1030,216
1400000US36081040200,"Census Tract 402, Queens County, New York",Queens,502,94,392,101,110,50
1400000US36081040301,"Census Tract 403.01, Queens County, New York",Queens,881,304,144,76,737,310
1400000US36081040302,"Census Tract 403.02, Queens County, New York",Queens,1088,132,291,101,797,136
1400000US36081040400,"Census Tract 404, Queens County, New York",Queens,1357,203,892,173,465,176
1400000US36081040501,"Census Tract 405.01, Queens County, New York",Queens,250,102,26,29,224,94
1400000US36081040502,"Census Tract 405.02, Queens County, New York",Queens,506,111,80,38,426,117
1400000US36081040701,"Census Tract 407.01, Queens County, New York",Queens,777,147,73,56,704,151
1400000US36081040702,"Census Tract 407.02, Queens County, New York",Queens,1074,138,268,123,806,141
1400000US36081040901,"Census Tract 409.01, Queens County, New York",Queens,445,106,163,117,282,64
1400000US36081040902,"Census Tract 409.02, Queens County, New York",Queens,780,114,168,74,612,123
1400000US36081041100,"Census Tract 411, Queens County, New York",Queens,1225,430,680,345,545,288
1400000US36081041300,"Census Tract 413, Queens County, New York",Queens,1059,124,308,131,751,153
1400000US36081041400,"Census Tract 414, Queens County, New York",Queens,1390,213,720,157,670,236
1400000US36081041500,"Census Tract 415, Queens County, New York",Queens,1315,421,425,209,890,420
1400000US36081042400,"Census Tract 424, Queens County, New York",Queens,864,124,713,102,151,87
1400000US36081042600,"Census Tract 426, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081042700,"Census Tract 427, Queens County, New York",Queens,1498,348,425,132,1073,388
1400000US36081043200,"Census Tract 432, Queens County, New York",Queens,363,57,284,50,79,47
1400000US36081043400,"Census Tract 434, Queens County, New York",Queens,559,116,488,112,71,52
1400000US36081043701,"Census Tract 437.01, Queens County, New York",Queens,828,99,195,60,633,109
1400000US36081043702,"Census Tract 437.02, Queens County, New York",Queens,2170,174,1395,215,775,206
1400000US36081043900,"Census Tract 439, Queens County, New York",Queens,1114,140,177,80,937,158
1400000US36081044000,"Census Tract 440, Queens County, New York",Queens,1099,187,593,144,506,191
1400000US36081044301,"Census Tract 443.01, Queens County, New York",Queens,1377,163,77,54,1300,177
1400000US36081044302,"Census Tract 443.02, Queens County, New York",Queens,1473,131,492,122,981,157
1400000US36081044400,"Census Tract 444, Queens County, New York",Queens,1436,176,335,109,1101,166
1400000US36081044601,"Census Tract 446.01, Queens County, New York",Queens,1218,145,189,95,1029,158
1400000US36081044602,"Census Tract 446.02, Queens County, New York",Queens,1544,350,217,78,1327,352
1400000US36081044800,"Census Tract 448, Queens County, New York",Queens,933,210,319,92,614,224
1400000US36081045000,"Census Tract 450, Queens County, New York",Queens,803,353,329,70,474,353
1400000US36081045200,"Census Tract 452, Queens County, New York",Queens,174,75,82,53,92,51
1400000US36081045400,"Census Tract 454, Queens County, New York",Queens,1752,351,821,300,931,310
1400000US36081045500,"Census Tract 455, Queens County, New York",Queens,4493,358,0,21,4493,358
1400000US36081045600,"Census Tract 456, Queens County, New York",Queens,408,141,337,160,71,47
1400000US36081045700,"Census Tract 457, Queens County, New York",Queens,1173,205,376,161,797,218
1400000US36081045800,"Census Tract 458, Queens County, New York",Queens,685,96,293,81,392,81
1400000US36081045900,"Census Tract 459, Queens County, New York",Queens,1091,159,445,99,646,179
1400000US36081046000,"Census Tract 460, Queens County, New York",Queens,1871,198,363,180,1508,209
1400000US36081046100,"Census Tract 461, Queens County, New York",Queens,690,92,159,50,531,92
1400000US36081046200,"Census Tract 462, Queens County, New York",Queens,2043,350,493,187,1550,372
1400000US36081046300,"Census Tract 463, Queens County, New York",Queens,1071,122,197,83,874,130
1400000US36081046400,"Census Tract 464, Queens County, New York",Queens,525,79,316,85,209,62
1400000US36081046500,"Census Tract 465, Queens County, New York",Queens,989,102,188,88,801,107
1400000US36081046600,"Census Tract 466, Queens County, New York",Queens,1433,132,364,103,1069,164
1400000US36081046700,"Census Tract 467, Queens County, New York",Queens,1970,252,139,86,1831,251
1400000US36081046800,"Census Tract 468, Queens County, New York",Queens,997,129,403,121,594,151
1400000US36081046901,"Census Tract 469.01, Queens County, New York",Queens,1347,201,289,178,1058,154
1400000US36081046902,"Census Tract 469.02, Queens County, New York",Queens,1078,111,167,80,911,115
1400000US36081047000,"Census Tract 470, Queens County, New York",Queens,990,258,517,99,473,268
1400000US36081047100,"Census Tract 471, Queens County, New York",Queens,1484,316,227,96,1257,316
1400000US36081047200,"Census Tract 472, Queens County, New York",Queens,1295,237,685,187,610,209
1400000US36081047300,"Census Tract 473, Queens County, New York",Queens,1767,192,672,161,1095,216
1400000US36081047500,"Census Tract 475, Queens County, New York",Queens,1769,244,435,91,1334,257
1400000US36081047600,"Census Tract 476, Queens County, New York",Queens,525,123,448,91,77,86
1400000US36081047801,"Census Tract 478.01, Queens County, New York",Queens,2002,373,1431,341,571,287
1400000US36081047802,"Census Tract 478.02, Queens County, New York",Queens,369,88,213,44,156,97
1400000US36081047900,"Census Tract 479, Queens County, New York",Queens,1899,246,596,151,1303,249
1400000US36081048000,"Census Tract 480, Queens County, New York",Queens,745,139,485,136,260,77
1400000US36081048100,"Census Tract 481, Queens County, New York",Queens,1811,260,419,156,1392,288
1400000US36081048200,"Census Tract 482, Queens County, New York",Queens,413,91,236,44,177,91
1400000US36081048301,"Census Tract 483.01, Queens County, New York",Queens,769,169,359,171,410,93
1400000US36081048302,"Census Tract 483.02, Queens County, New York",Queens,654,155,120,55,534,154
1400000US36081048400,"Census Tract 484, Queens County, New York",Queens,1339,154,814,166,525,151
1400000US36081048500,"Census Tract 485, Queens County, New York",Queens,1685,194,877,207,808,146
1400000US36081048900,"Census Tract 489, Queens County, New York",Queens,582,214,258,223,324,73
1400000US36081049201,"Census Tract 492.01, Queens County, New York",Queens,1316,143,116,85,1200,171
1400000US36081049202,"Census Tract 492.02, Queens County, New York",Queens,577,129,431,140,146,69
1400000US36081049301,"Census Tract 493.01, Queens County, New York",Queens,772,114,424,98,348,93
1400000US36081049302,"Census Tract 493.02, Queens County, New York",Queens,1018,225,516,234,502,102
1400000US36081049500,"Census Tract 495, Queens County, New York",Queens,526,97,198,55,328,82
1400000US36081049600,"Census Tract 496, Queens County, New York",Queens,867,107,752,129,115,78
1400000US36081049700,"Census Tract 497, Queens County, New York",Queens,903,185,427,148,476,175
1400000US36081049900,"Census Tract 499, Queens County, New York",Queens,1459,176,674,163,785,197
1400000US36081050000,"Census Tract 500, Queens County, New York",Queens,1555,189,135,45,1420,190
1400000US36081050201,"Census Tract 502.01, Queens County, New York",Queens,439,107,264,88,175,90
1400000US36081050202,"Census Tract 502.02, Queens County, New York",Queens,448,52,269,66,179,47
1400000US36081050400,"Census Tract 504, Queens County, New York",Queens,545,97,350,66,195,91
1400000US36081050500,"Census Tract 505, Queens County, New York",Queens,612,93,282,110,330,93
1400000US36081050600,"Census Tract 506, Queens County, New York",Queens,446,70,333,65,113,68
1400000US36081050700,"Census Tract 507, Queens County, New York",Queens,1293,194,689,159,604,209
1400000US36081050800,"Census Tract 508, Queens County, New York",Queens,667,113,436,109,231,71
1400000US36081051000,"Census Tract 510, Queens County, New York",Queens,427,57,305,65,122,73
1400000US36081051100,"Census Tract 511, Queens County, New York",Queens,840,101,627,112,213,72
1400000US36081051200,"Census Tract 512, Queens County, New York",Queens,742,93,586,104,156,67
1400000US36081051300,"Census Tract 513, Queens County, New York",Queens,811,109,531,115,280,70
1400000US36081051500,"Census Tract 515, Queens County, New York",Queens,1192,154,970,188,222,107
1400000US36081051600,"Census Tract 516, Queens County, New York",Queens,606,104,427,101,179,71
1400000US36081051700,"Census Tract 517, Queens County, New York",Queens,819,132,407,126,412,135
1400000US36081051800,"Census Tract 518, Queens County, New York",Queens,612,87,529,89,83,69
1400000US36081052000,"Census Tract 520, Queens County, New York",Queens,511,63,437,41,74,55
1400000US36081052100,"Census Tract 521, Queens County, New York",Queens,669,99,367,91,302,104
1400000US36081052200,"Census Tract 522, Queens County, New York",Queens,550,43,427,74,123,62
1400000US36081052400,"Census Tract 524, Queens County, New York",Queens,554,80,410,56,144,73
1400000US36081052500,"Census Tract 525, Queens County, New York",Queens,826,74,453,83,373,95
1400000US36081052600,"Census Tract 526, Queens County, New York",Queens,754,193,504,186,250,106
1400000US36081052800,"Census Tract 528, Queens County, New York",Queens,537,105,308,89,229,88
1400000US36081053000,"Census Tract 530, Queens County, New York",Queens,658,56,508,79,150,74
1400000US36081053100,"Census Tract 531, Queens County, New York",Queens,1385,197,732,167,653,182
1400000US36081053200,"Census Tract 532, Queens County, New York",Queens,620,66,511,77,109,55
1400000US36081053401,"Census Tract 534.01, Queens County, New York",Queens,599,73,474,87,125,69
1400000US36081053501,"Census Tract 535.01, Queens County, New York",Queens,513,189,174,162,339,84
1400000US36081053502,"Census Tract 535.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081053601,"Census Tract 536.01, Queens County, New York",Queens,714,388,451,74,263,373
1400000US36081053800,"Census Tract 538, Queens County, New York",Queens,424,73,333,80,91,55
1400000US36081053901,"Census Tract 539.01, Queens County, New York",Queens,1625,186,570,140,1055,223
1400000US36081053902,"Census Tract 539.02, Queens County, New York",Queens,8,7,4,6,4,6
1400000US36081054000,"Census Tract 540, Queens County, New York",Queens,1444,214,902,218,542,132
1400000US36081054200,"Census Tract 542, Queens County, New York",Queens,1588,363,1345,341,243,138
1400000US36081054500,"Census Tract 545, Queens County, New York",Queens,1398,275,325,231,1073,140
1400000US36081054700,"Census Tract 547, Queens County, New York",Queens,1474,276,237,212,1237,145
1400000US36081054800,"Census Tract 548, Queens County, New York",Queens,686,105,541,113,145,61
1400000US36081054900,"Census Tract 549, Queens County, New York",Queens,1555,149,60,48,1495,154
1400000US36081055100,"Census Tract 551, Queens County, New York",Queens,1605,148,113,61,1492,154
1400000US36081055200,"Census Tract 552, Queens County, New York",Queens,983,90,497,123,486,106
1400000US36081055300,"Census Tract 553, Queens County, New York",Queens,1013,129,54,45,959,131
1400000US36081055400,"Census Tract 554, Queens County, New York",Queens,787,102,446,89,341,113
1400000US36081055500,"Census Tract 555, Queens County, New York",Queens,788,123,201,71,587,139
1400000US36081055600,"Census Tract 556, Queens County, New York",Queens,669,109,559,127,110,64
1400000US36081055700,"Census Tract 557, Queens County, New York",Queens,1355,172,281,110,1074,185
1400000US36081055800,"Census Tract 558, Queens County, New York",Queens,677,208,487,194,190,104
1400000US36081055900,"Census Tract 559, Queens County, New York",Queens,388,68,72,46,316,78
1400000US36081056000,"Census Tract 560, Queens County, New York",Queens,450,55,368,61,82,51
1400000US36081056100,"Census Tract 561, Queens County, New York",Queens,4,6,4,6,0,14
1400000US36081056200,"Census Tract 562, Queens County, New York",Queens,511,157,438,169,73,48
1400000US36081056400,"Census Tract 564, Queens County, New York",Queens,514,138,291,69,223,123
1400000US36081056500,"Census Tract 565, Queens County, New York",Queens,608,140,278,66,330,148
1400000US36081056600,"Census Tract 566, Queens County, New York",Queens,464,145,250,54,214,143
1400000US36081056700,"Census Tract 567, Queens County, New York",Queens,1640,194,1104,188,536,182
1400000US36081056800,"Census Tract 568, Queens County, New York",Queens,1573,213,979,233,594,145
1400000US36081057700,"Census Tract 577, Queens County, New York",Queens,1437,186,337,136,1100,205
1400000US36081057900,"Census Tract 579, Queens County, New York",Queens,665,113,170,77,495,108
1400000US36081058000,"Census Tract 580, Queens County, New York",Queens,1062,142,948,149,114,72
1400000US36081058100,"Census Tract 581, Queens County, New York",Queens,1219,259,383,134,836,294
1400000US36081058200,"Census Tract 582, Queens County, New York",Queens,1478,226,1146,230,332,130
1400000US36081058300,"Census Tract 583, Queens County, New York",Queens,1397,170,452,119,945,158
1400000US36081058500,"Census Tract 585, Queens County, New York",Queens,1623,186,426,149,1197,185
1400000US36081058700,"Census Tract 587, Queens County, New York",Queens,1410,191,234,127,1176,197
1400000US36081058900,"Census Tract 589, Queens County, New York",Queens,1905,262,215,111,1690,287
1400000US36081059000,"Census Tract 590, Queens County, New York",Queens,391,55,310,65,81,37
1400000US36081059100,"Census Tract 591, Queens County, New York",Queens,2133,299,279,164,1854,310
1400000US36081059200,"Census Tract 592, Queens County, New York",Queens,444,121,415,118,29,30
1400000US36081059300,"Census Tract 593, Queens County, New York",Queens,1646,202,569,179,1077,205
1400000US36081059400,"Census Tract 594, Queens County, New York",Queens,533,62,496,67,37,31
1400000US36081059501,"Census Tract 595.01, Queens County, New York",Queens,760,83,221,81,539,107
1400000US36081059502,"Census Tract 595.02, Queens County, New York",Queens,908,155,327,105,581,140
1400000US36081059600,"Census Tract 596, Queens County, New York",Queens,568,190,490,181,78,87
1400000US36081059800,"Census Tract 598, Queens County, New York",Queens,553,100,335,59,218,104
1400000US36081059900,"Census Tract 599, Queens County, New York",Queens,451,77,330,55,121,61
1400000US36081060000,"Census Tract 600, Queens County, New York",Queens,451,101,361,106,90,47
1400000US36081060100,"Census Tract 601, Queens County, New York",Queens,845,138,421,142,424,115
1400000US36081060300,"Census Tract 603, Queens County, New York",Queens,762,122,413,105,349,109
1400000US36081060600,"Census Tract 606, Queens County, New York",Queens,501,86,426,46,75,75
1400000US36081060701,"Census Tract 607.01, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081060800,"Census Tract 608, Queens County, New York",Queens,506,71,419,57,87,67
1400000US36081061000,"Census Tract 610, Queens County, New York",Queens,415,52,393,51,22,24
1400000US36081061200,"Census Tract 612, Queens County, New York",Queens,510,102,486,102,24,29
1400000US36081061301,"Census Tract 613.01, Queens County, New York",Queens,1810,203,486,171,1324,219
1400000US36081061302,"Census Tract 613.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081061400,"Census Tract 614, Queens County, New York",Queens,419,94,370,99,49,28
1400000US36081061601,"Census Tract 616.01, Queens County, New York",Queens,760,113,694,119,66,44
1400000US36081061602,"Census Tract 616.02, Queens County, New York",Queens,384,50,362,38,22,35
1400000US36081061800,"Census Tract 618, Queens County, New York",Queens,711,59,568,68,143,69
1400000US36081061900,"Census Tract 619, Queens County, New York",Queens,1196,185,438,121,758,198
1400000US36081062000,"Census Tract 620, Queens County, New York",Queens,524,68,514,69,10,8
1400000US36081062100,"Census Tract 621, Queens County, New York",Queens,986,149,533,121,453,153
1400000US36081062200,"Census Tract 622, Queens County, New York",Queens,677,80,633,81,44,31
1400000US36081062300,"Census Tract 623, Queens County, New York",Queens,883,132,343,127,540,84
1400000US36081062400,"Census Tract 624, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081062500,"Census Tract 625, Queens County, New York",Queens,959,122,563,129,396,85
1400000US36081062600,"Census Tract 626, Queens County, New York",Queens,937,95,819,109,118,75
1400000US36081062700,"Census Tract 627, Queens County, New York",Queens,1096,160,613,155,483,174
1400000US36081062900,"Census Tract 629, Queens County, New York",Queens,1226,277,382,116,844,295
1400000US36081063000,"Census Tract 630, Queens County, New York",Queens,587,96,506,95,81,44
1400000US36081063200,"Census Tract 632, Queens County, New York",Queens,720,109,612,119,108,57
1400000US36081063301,"Census Tract 633.01, Queens County, New York",Queens,529,79,331,63,198,78
1400000US36081063302,"Census Tract 633.02, Queens County, New York",Queens,601,104,378,76,223,100
1400000US36081063500,"Census Tract 635, Queens County, New York",Queens,933,169,579,171,354,109
1400000US36081063700,"Census Tract 637, Queens County, New York",Queens,1289,203,874,213,415,148
1400000US36081063800,"Census Tract 638, Queens County, New York",Queens,1079,179,984,188,95,69
1400000US36081063900,"Census Tract 639, Queens County, New York",Queens,1014,67,546,142,468,125
1400000US36081064101,"Census Tract 641.01, Queens County, New York",Queens,1033,95,974,98,59,44
1400000US36081064102,"Census Tract 641.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081064500,"Census Tract 645, Queens County, New York",Queens,821,144,470,82,351,150
1400000US36081064600,"Census Tract 646, Queens County, New York",Queens,1059,130,879,125,180,66
1400000US36081065000,"Census Tract 650, Queens County, New York",Queens,895,106,771,119,124,52
1400000US36081065401,"Census Tract 654.01, Queens County, New York",Queens,967,100,658,121,309,108
1400000US36081065402,"Census Tract 654.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081065501,"Census Tract 655.01, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081065600,"Census Tract 656, Queens County, New York",Queens,1668,223,1031,253,637,269
1400000US36081065702,"Census Tract 657.02, Queens County, New York",Queens,629,74,356,78,273,84
1400000US36081065703,"Census Tract 657.03, Queens County, New York",Queens,1060,226,806,250,254,114
1400000US36081065900,"Census Tract 659, Queens County, New York",Queens,669,70,546,76,123,57
1400000US36081066000,"Census Tract 660, Queens County, New York",Queens,1157,220,656,123,501,232
1400000US36081066100,"Census Tract 661, Queens County, New York",Queens,637,66,543,77,94,47
1400000US36081066301,"Census Tract 663.01, Queens County, New York",Queens,1005,147,848,149,157,51
1400000US36081066302,"Census Tract 663.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081066401,"Census Tract 664.01, Queens County, New York",Queens,460,63,235,93,225,95
1400000US36081066402,"Census Tract 664.02, Queens County, New York",Queens,1037,125,705,169,332,132
1400000US36081066403,"Census Tract 664.03, Queens County, New York",Queens,1658,279,995,170,663,281
1400000US36081066404,"Census Tract 664.04, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081066501,"Census Tract 665.01, Queens County, New York",Queens,1601,215,909,175,692,165
1400000US36081066701,"Census Tract 667.01, Queens County, New York",Queens,867,140,519,115,348,138
1400000US36081066900,"Census Tract 669, Queens County, New York",Queens,639,88,327,79,312,87
1400000US36081067100,"Census Tract 671, Queens County, New York",Queens,914,126,846,125,68,47
1400000US36081067700,"Census Tract 677, Queens County, New York",Queens,696,101,561,99,135,54
1400000US36081067900,"Census Tract 679, Queens County, New York",Queens,1678,210,340,127,1338,195
1400000US36081068000,"Census Tract 680, Queens County, New York",Queens,1706,221,1350,228,356,127
1400000US36081068200,"Census Tract 682, Queens County, New York",Queens,371,53,272,52,99,48
1400000US36081068300,"Census Tract 683, Queens County, New York",Queens,1571,186,721,165,850,150
1400000US36081068700,"Census Tract 687, Queens County, New York",Queens,1953,402,632,140,1321,415
1400000US36081069000,"Census Tract 690, Queens County, New York",Queens,1141,175,589,152,552,153
1400000US36081069300,"Census Tract 693, Queens County, New York",Queens,1248,212,296,129,952,192
1400000US36081069400,"Census Tract 694, Queens County, New York",Queens,1198,163,580,128,618,189
1400000US36081069500,"Census Tract 695, Queens County, New York",Queens,880,88,440,86,440,93
1400000US36081069701,"Census Tract 697.01, Queens County, New York",Queens,1768,143,345,106,1423,166
1400000US36081069702,"Census Tract 697.02, Queens County, New York",Queens,1529,295,1192,276,337,89
1400000US36081070300,"Census Tract 703, Queens County, New York",Queens,917,154,580,135,337,128
1400000US36081070700,"Census Tract 707, Queens County, New York",Queens,985,111,806,119,179,81
1400000US36081070900,"Census Tract 709, Queens County, New York",Queens,1146,175,585,110,561,164
1400000US36081071100,"Census Tract 711, Queens County, New York",Queens,2966,377,1999,403,967,179
1400000US36081071303,"Census Tract 713.03, Queens County, New York",Queens,2730,293,1069,205,1661,291
1400000US36081071304,"Census Tract 713.04, Queens County, New York",Queens,3100,199,1454,332,1646,294
1400000US36081071305,"Census Tract 713.05, Queens County, New York",Queens,2416,243,433,116,1983,247
1400000US36081071306,"Census Tract 713.06, Queens County, New York",Queens,3117,413,695,196,2422,419
1400000US36081071600,"Census Tract 716, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081071701,"Census Tract 717.01, Queens County, New York",Queens,2405,294,1164,261,1241,262
1400000US36081071702,"Census Tract 717.02, Queens County, New York",Queens,1937,169,1106,196,831,184
1400000US36081071900,"Census Tract 719, Queens County, New York",Queens,1081,138,279,109,802,144
1400000US36081072100,"Census Tract 721, Queens County, New York",Queens,2132,350,1526,355,606,220
1400000US36081072300,"Census Tract 723, Queens County, New York",Queens,878,154,770,167,108,43
1400000US36081072900,"Census Tract 729, Queens County, New York",Queens,480,79,372,74,108,43
1400000US36081073100,"Census Tract 731, Queens County, New York",Queens,577,74,425,83,152,56
1400000US36081073700,"Census Tract 737, Queens County, New York",Queens,1088,148,422,100,666,134
1400000US36081073900,"Census Tract 739, Queens County, New York",Queens,2626,320,1101,293,1525,294
1400000US36081074100,"Census Tract 741, Queens County, New York",Queens,1620,163,996,150,624,182
1400000US36081074300,"Census Tract 743, Queens County, New York",Queens,1673,232,739,150,934,227
1400000US36081074500,"Census Tract 745, Queens County, New York",Queens,1693,189,289,131,1404,214
1400000US36081074700,"Census Tract 747, Queens County, New York",Queens,1360,155,727,156,633,161
1400000US36081074900,"Census Tract 749, Queens County, New York",Queens,571,77,475,53,96,69
1400000US36081075701,"Census Tract 757.01, Queens County, New York",Queens,2522,163,1216,216,1306,241
1400000US36081075702,"Census Tract 757.02, Queens County, New York",Queens,2328,313,1460,332,868,182
1400000US36081076901,"Census Tract 769.01, Queens County, New York",Queens,2454,361,1366,383,1088,237
1400000US36081076902,"Census Tract 769.02, Queens County, New York",Queens,628,78,144,52,484,83
1400000US36081077300,"Census Tract 773, Queens County, New York",Queens,1167,117,773,138,394,102
1400000US36081077500,"Census Tract 775, Queens County, New York",Queens,1121,171,305,101,816,179
1400000US36081077902,"Census Tract 779.02, Queens County, New York",Queens,1829,391,1151,204,678,402
1400000US36081077903,"Census Tract 779.03, Queens County, New York",Queens,1160,155,689,167,471,128
1400000US36081077904,"Census Tract 779.04, Queens County, New York",Queens,2081,308,840,215,1241,313
1400000US36081077905,"Census Tract 779.05, Queens County, New York",Queens,1384,232,911,271,473,152
1400000US36081077906,"Census Tract 779.06, Queens County, New York",Queens,1446,169,848,137,598,181
1400000US36081077907,"Census Tract 779.07, Queens County, New York",Queens,1100,207,277,93,823,199
1400000US36081077908,"Census Tract 779.08, Queens County, New York",Queens,1194,120,81,64,1113,131
1400000US36081078800,"Census Tract 788, Queens County, New York",Queens,609,98,406,122,203,76
1400000US36081079000,"Census Tract 790, Queens County, New York",Queens,872,115,460,90,412,148
1400000US36081079200,"Census Tract 792, Queens County, New York",Queens,909,185,487,168,422,116
1400000US36081079300,"Census Tract 793, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081079701,"Census Tract 797.01, Queens County, New York",Queens,2999,508,822,191,2177,504
1400000US36081079702,"Census Tract 797.02, Queens County, New York",Queens,1683,325,326,123,1357,336
1400000US36081079900,"Census Tract 799, Queens County, New York",Queens,1170,272,478,118,692,282
1400000US36081080301,"Census Tract 803.01, Queens County, New York",Queens,1100,111,355,158,745,165
1400000US36081080302,"Census Tract 803.02, Queens County, New York",Queens,938,92,736,105,202,92
1400000US36081080900,"Census Tract 809, Queens County, New York",Queens,2640,286,2036,325,604,255
1400000US36081081400,"Census Tract 814, Queens County, New York",Queens,1021,121,861,157,160,94
1400000US36081081800,"Census Tract 818, Queens County, New York",Queens,1019,132,726,142,293,118
1400000US36081083700,"Census Tract 837, Queens County, New York",Queens,1635,230,1029,214,606,217
1400000US36081083800,"Census Tract 838, Queens County, New York",Queens,1645,249,1069,185,576,247
1400000US36081084000,"Census Tract 840, Queens County, New York",Queens,2107,224,1803,231,304,150
1400000US36081084500,"Census Tract 845, Queens County, New York",Queens,2169,212,260,138,1909,286
1400000US36081084601,"Census Tract 846.01, Queens County, New York",Queens,810,67,659,88,151,61
1400000US36081084602,"Census Tract 846.02, Queens County, New York",Queens,235,92,167,60,68,71
1400000US36081084901,"Census Tract 849.01, Queens County, New York",Queens,1095,206,161,99,934,222
1400000US36081084902,"Census Tract 849.02, Queens County, New York",Queens,1345,133,344,105,1001,147
1400000US36081085300,"Census Tract 853, Queens County, New York",Queens,2514,531,1311,453,1203,484
1400000US36081085500,"Census Tract 855, Queens County, New York",Queens,2498,268,292,183,2206,295
1400000US36081085700,"Census Tract 857, Queens County, New York",Queens,2060,256,534,188,1526,284
1400000US36081085900,"Census Tract 859, Queens County, New York",Queens,2389,423,1187,399,1202,276
1400000US36081086100,"Census Tract 861, Queens County, New York",Queens,764,69,379,64,385,76
1400000US36081086300,"Census Tract 863, Queens County, New York",Queens,2392,260,751,252,1641,308
1400000US36081086400,"Census Tract 864, Queens County, New York",Queens,823,73,492,91,331,71
1400000US36081086500,"Census Tract 865, Queens County, New York",Queens,2349,269,641,241,1708,252
1400000US36081086900,"Census Tract 869, Queens County, New York",Queens,908,262,215,92,693,268
1400000US36081087100,"Census Tract 871, Queens County, New York",Queens,2526,207,623,208,1903,247
1400000US36081088400,"Census Tract 884, Queens County, New York",Queens,3288,495,2289,512,999,249
1400000US36081088902,"Census Tract 889.02, Queens County, New York",Queens,2766,279,1129,246,1637,263
1400000US36081088903,"Census Tract 889.03, Queens County, New York",Queens,1568,143,1248,210,320,154
1400000US36081089201,"Census Tract 892.01, Queens County, New York",Queens,2727,302,2389,324,338,145
1400000US36081089202,"Census Tract 892.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081090700,"Census Tract 907, Queens County, New York",Queens,562,162,426,154,136,57
1400000US36081091602,"Census Tract 916.02, Queens County, New York",Queens,5,7,0,14,5,7
1400000US36081091603,"Census Tract 916.03, Queens County, New York",Queens,1865,241,1855,243,10,15
1400000US36081091604,"Census Tract 916.04, Queens County, New York",Queens,0,14,0,14,0,14
