geoid,tract_name,borough,B19013_E001,B19013_M001
1400000US36047024300,"Census Tract 243, Kings County, New York",Brooklyn,122203,18685
1400000US36047024400,"Census Tract 244, Kings County, New York",Brooklyn,76417,32584
1400000US36047024500,"Census Tract 245, Kings County, New York",Brooklyn,103194,27630
1400000US36047024600,"Census Tract 246, Kings County, New York",Brooklyn,71711,14230
1400000US36047024700,"Census Tract 247, Kings County, New York",Brooklyn,57106,31214
1400000US36047024800,"Census Tract 248, Kings County, New York",Brooklyn,79340,19470
1400000US36047024900,"Census Tract 249, Kings County, New York",Brooklyn,84746,17416
1400000US36047025000,"Census Tract 250, Kings County, New York",Brooklyn,51250,36981
1400000US36047025100,"Census Tract 251, Kings County, New York",Brooklyn,58856,16251
1400000US36047025200,"Census Tract 252, Kings County, New York",Brooklyn,54012,7947
1400000US36047025300,"Census Tract 253, Kings County, New York",Brooklyn,115700,40667
1400000US36047025400,"Census Tract 254, Kings County, New York",Brooklyn,89021,13089
1400000US36047025500,"Census Tract 255, Kings County, New York",Brooklyn,26906,9855
1400000US36047025600,"Census Tract 256, Kings County, New York",Brooklyn,71250,20848
1400000US36047025700,"Census Tract 257, Kings County, New York",Brooklyn,88750,27465
1400000US36047025800,"Census Tract 258, Kings County, New York",Brooklyn,67167,20792
1400000US36047025901,"Census Tract 259.01, Kings County, New York",Brooklyn,90000,27178
1400000US36047025902,"Census Tract 259.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047026000,"Census Tract 260, Kings County, New York",Brooklyn,68043,21464
1400000US36047026100,"Census Tract 261, Kings County, New York",Brooklyn,103274,37370
1400000US36047026200,"Census Tract 262, Kings County, New York",Brooklyn,99750,45534
1400000US36047026300,"Census Tract 263, Kings County, New York",Brooklyn,85546,15674
1400000US36047026400,"Census Tract 264, Kings County, New York",Brooklyn,69808,9565
1400000US36047026500,"Census Tract 265, Kings County, New York",Brooklyn,82088,25908
1400000US36047026600,"Census Tract 266, Kings County, New York",Brooklyn,47544,22699
1400000US36047026700,"Census Tract 267, Kings County, New York",Brooklyn,150386,18152
1400000US36047026800,"Census Tract 268, Kings County, New York",Brooklyn,90442,9105
1400000US36047026900,"Census Tract 269, Kings County, New York",Brooklyn,96006,12665
1400000US36047027000,"Census Tract 270, Kings County, New York",Brooklyn,62083,11783
1400000US36047027100,"Census Tract 271, Kings County, New York",Brooklyn,84412,33996
1400000US36047027200,"Census Tract 272, Kings County, New York",Brooklyn,59802,34359
1400000US36047027300,"Census Tract 273, Kings County, New York",Brooklyn,122093,36355
1400000US36047027400,"Census Tract 274, Kings County, New York",Brooklyn,49800,17306
1400000US36047027500,"Census Tract 275, Kings County, New York",Brooklyn,84756,14169
1400000US36047027600,"Census Tract 276, Kings County, New York",Brooklyn,63447,13801
1400000US36047027700,"Census Tract 277, Kings County, New York",Brooklyn,61042,45942
1400000US36047027800,"Census Tract 278, Kings County, New York",Brooklyn,68792,8828
1400000US36047027900,"Census Tract 279, Kings County, New York",Brooklyn,91771,59336
1400000US36047028000,"Census Tract 280, Kings County, New York",Brooklyn,95208,42428
1400000US36047028100,"Census Tract 281, Kings County, New York",Brooklyn,45850,13446
1400000US36047028200,"Census Tract 282, Kings County, New York",Brooklyn,52926,7676
1400000US36047028300,"Census Tract 283, Kings County, New York",Brooklyn,53040,11251
1400000US36047028400,"Census Tract 284, Kings County, New York",Brooklyn,59954,10236
1400000US36047028501,"Census Tract 285.01, Kings County, New York",Brooklyn,57969,37889
1400000US36047028502,"Census Tract 285.02, Kings County, New York",Brooklyn,14944,11887
1400000US36047028600,"Census Tract 286, Kings County, New York",Brooklyn,47923,9814
1400000US36047028700,"Census Tract 287, Kings County, New York",Brooklyn,106462,29722
1400000US36047028800,"Census Tract 288, Kings County, New York",Brooklyn,77042,30276
1400000US36047028900,"Census Tract 289, Kings County, New York",Brooklyn,50152,38187
1400000US36047029000,"Census Tract 290, Kings County, New York",Brooklyn,62731,27900
1400000US36047029100,"Census Tract 291, Kings County, New York",Brooklyn,88153,28002
1400000US36047029200,"Census Tract 292, Kings County, New York",Brooklyn,55653,7464
1400000US36047029300,"Census Tract 293, Kings County, New York",Brooklyn,36833,20886
1400000US36047029400,"Census Tract 294, Kings County, New York",Brooklyn,91544,43358
1400000US36047029500,"Census Tract 295, Kings County, New York",Brooklyn,94227,16130
1400000US36047029600,"Census Tract 296, Kings County, New York",Brooklyn,66349,20325
1400000US36047029700,"Census Tract 297, Kings County, New York",Brooklyn,70536,28116
1400000US36047029800,"Census Tract 298, Kings County, New York",Brooklyn,61059,12077
1400000US36047029900,"Census Tract 299, Kings County, New York",Brooklyn,65433,37415
1400000US36047030000,"Census Tract 300, Kings County, New York",Brooklyn,73981,25971
1400000US36047030100,"Census Tract 301, Kings County, New York",Brooklyn,98438,38590
1400000US36047030200,"Census Tract 302, Kings County, New York",Brooklyn,76005,15422
1400000US36047030300,"Census Tract 303, Kings County, New York",Brooklyn,43275,9387
1400000US36047030400,"Census Tract 304, Kings County, New York",Brooklyn,68581,21651
1400000US36047030500,"Census Tract 305, Kings County, New York",Brooklyn,122353,19073
1400000US36047030600,"Census Tract 306, Kings County, New York",Brooklyn,65985,20098
1400000US36047030700,"Census Tract 307, Kings County, New York",Brooklyn,50049,16467
1400000US36047030800,"Census Tract 308, Kings County, New York",Brooklyn,50865,17574
1400000US36047030900,"Census Tract 309, Kings County, New York",Brooklyn,66889,11637
1400000US36047031100,"Census Tract 311, Kings County, New York",Brooklyn,106845,35925
1400000US36047031300,"Census Tract 313, Kings County, New York",Brooklyn,105407,24289
1400000US36047031401,"Census Tract 314.01, Kings County, New York",Brooklyn,101193,19833
1400000US36047031402,"Census Tract 314.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047031500,"Census Tract 315, Kings County, New York",Brooklyn,100899,18841
1400000US36047031701,"Census Tract 317.01, Kings County, New York",Brooklyn,101806,31840
1400000US36047031702,"Census Tract 317.02, Kings County, New York",Brooklyn,115512,12001
1400000US36047031900,"Census Tract 319, Kings County, New York",Brooklyn,90357,16637
1400000US36047032100,"Census Tract 321, Kings County, New York",Brooklyn,86685,18055
1400000US36047032300,"Census Tract 323, Kings County, New York",Brooklyn,83815,32848
1400000US36047032500,"Census Tract 325, Kings County, New York",Brooklyn,94328,9456
1400000US36047032600,"Census Tract 326, Kings County, New York",Brooklyn,49911,12578
1400000US36047032700,"Census Tract 327, Kings County, New York",Brooklyn,82554,11096
1400000US36047032800,"Census Tract 328, Kings County, New York",Brooklyn,53526,25609
1400000US36047032900,"Census Tract 329, Kings County, New York",Brooklyn,92193,30835
1400000US36047033000,"Census Tract 330, Kings County, New York",Brooklyn,23583,9381
1400000US36047033100,"Census Tract 331, Kings County, New York",Brooklyn,44347,18383
1400000US36047033300,"Census Tract 333, Kings County, New York",Brooklyn,103333,46582
1400000US36047033500,"Census Tract 335, Kings County, New York",Brooklyn,102188,20715
1400000US36047033600,"Census Tract 336, Kings County, New York",Brooklyn,76719,26942
1400000US36047033701,"Census Tract 337.01, Kings County, New York",Brooklyn,93620,32348
1400000US36047033702,"Census Tract 337.02, Kings County, New York",Brooklyn,87165,13993
1400000US36047033900,"Census Tract 339, Kings County, New York",Brooklyn,61979,19728
1400000US36047034000,"Census Tract 340, Kings County, New York",Brooklyn,32983,16295
1400000US36047034100,"Census Tract 341, Kings County, New York",Brooklyn,95300,50952
1400000US36047034200,"Census Tract 342, Kings County, New York",Brooklyn,22872,8653
1400000US36047034300,"Census Tract 343, Kings County, New York",Brooklyn,28750,20200
1400000US36047034500,"Census Tract 345, Kings County, New York",Brooklyn,81850,13167
1400000US36047034700,"Census Tract 347, Kings County, New York",Brooklyn,42457,30797
1400000US36047034800,"Census Tract 348, Kings County, New York",Brooklyn,53710,21912
1400000US36047034901,"Census Tract 349.01, Kings County, New York",Brooklyn,82521,46972
1400000US36047034902,"Census Tract 349.02, Kings County, New York",Brooklyn,34381,16541
1400000US36047035000,"Census Tract 350, Kings County, New York",Brooklyn,56891,10113
1400000US36047035101,"Census Tract 351.01, Kings County, New York",Brooklyn,53626,10476
1400000US36047035102,"Census Tract 351.02, Kings County, New York",Brooklyn,70030,23894
1400000US36047035200,"Census Tract 352, Kings County, New York",Brooklyn,13240,3112
1400000US36047035301,"Census Tract 353.01, Kings County, New York",Brooklyn,46789,27681
1400000US36047035302,"Census Tract 353.02, Kings County, New York",Brooklyn,85234,28697
1400000US36047035400,"Census Tract 354, Kings County, New York",Brooklyn,63382,34159
1400000US36047035500,"Census Tract 355, Kings County, New York",Brooklyn,75139,12600
1400000US36047035601,"Census Tract 356.01, Kings County, New York",Brooklyn,28750,9711
1400000US36047035602,"Census Tract 356.02, Kings County, New York",Brooklyn,50456,15920
1400000US36047035701,"Census Tract 357.01, Kings County, New York",Brooklyn,45313,21166
1400000US36047035702,"Census Tract 357.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047035900,"Census Tract 359, Kings County, New York",Brooklyn,62774,9014
1400000US36047036001,"Census Tract 360.01, Kings County, New York",Brooklyn,30877,11025
1400000US36047036002,"Census Tract 360.02, Kings County, New York",Brooklyn,30176,12154
1400000US36047036100,"Census Tract 361, Kings County, New York",Brooklyn,37035,14095
1400000US36047036200,"Census Tract 362, Kings County, New York",Brooklyn,52023,25775
1400000US36047036300,"Census Tract 363, Kings County, New York",Brooklyn,58091,15487
1400000US36047036400,"Census Tract 364, Kings County, New York",Brooklyn,63480,12506
1400000US36047036501,"Census Tract 365.01, Kings County, New York",Brooklyn,67165,15079
1400000US36047036502,"Census Tract 365.02, Kings County, New York",Brooklyn,67038,32705
1400000US36047036600,"Census Tract 366, Kings County, New York",Brooklyn,52385,3826
1400000US36047036700,"Census Tract 367, Kings County, New York",Brooklyn,70426,36731
1400000US36047036900,"Census Tract 369, Kings County, New York",Brooklyn,48583,11340
1400000US36047037000,"Census Tract 370, Kings County, New York",Brooklyn,69493,20543
1400000US36047037100,"Census Tract 371, Kings County, New York",Brooklyn,87679,32078
1400000US36047037300,"Census Tract 373, Kings County, New York",Brooklyn,71786,23286
1400000US36047037401,"Census Tract 374.01, Kings County, New York",Brooklyn,59004,15194
1400000US36047037402,"Census Tract 374.02, Kings County, New York",Brooklyn,57118,15126
1400000US36047037500,"Census Tract 375, Kings County, New York",Brooklyn,91985,19403
1400000US36047037700,"Census Tract 377, Kings County, New York",Brooklyn,71786,44868
1400000US36047037900,"Census Tract 379, Kings County, New York",Brooklyn,67949,23263
1400000US36047038100,"Census Tract 381, Kings County, New York",Brooklyn,70867,10491
1400000US36047038200,"Census Tract 382, Kings County, New York",Brooklyn,22332,8807
1400000US36047038300,"Census Tract 383, Kings County, New York",Brooklyn,87786,21406
1400000US36047038500,"Census Tract 385, Kings County, New York",Brooklyn,114375,35035
1400000US36047038600,"Census Tract 386, Kings County, New York",Brooklyn,91857,17615
1400000US36047038700,"Census Tract 387, Kings County, New York",Brooklyn,93221,40120
1400000US36047038800,"Census Tract 388, Kings County, New York",Brooklyn,83558,28907
1400000US36047038900,"Census Tract 389, Kings County, New York",Brooklyn,98819,11432
1400000US36047039000,"Census Tract 390, Kings County, New York",Brooklyn,72143,16399
1400000US36047039100,"Census Tract 391, Kings County, New York",Brooklyn,103796,7283
1400000US36047039200,"Census Tract 392, Kings County, New York",Brooklyn,54483,10755
1400000US36047039300,"Census Tract 393, Kings County, New York",Brooklyn,112566,36989
1400000US36047039400,"Census Tract 394, Kings County, New York",Brooklyn,62875,37227
1400000US36047039500,"Census Tract 395, Kings County, New York",Brooklyn,84219,43010
1400000US36047039600,"Census Tract 396, Kings County, New York",Brooklyn,69563,33295
1400000US36047039700,"Census Tract 397, Kings County, New York",Brooklyn,74291,18355
1400000US36047039800,"Census Tract 398, Kings County, New York",Brooklyn,89750,25740
1400000US36047039900,"Census Tract 399, Kings County, New York",Brooklyn,50329,28169
1400000US36047040000,"Census Tract 400, Kings County, New York",Brooklyn,58941,12096
1400000US36047040100,"Census Tract 401, Kings County, New York",Brooklyn,69616,20760
1400000US36047040200,"Census Tract 402, Kings County, New York",Brooklyn,76250,39787
1400000US36047040300,"Census Tract 403, Kings County, New York",Brooklyn,103792,37307
1400000US36047040400,"Census Tract 404, Kings County, New York",Brooklyn,106442,36010
1400000US36047040500,"Census Tract 405, Kings County, New York",Brooklyn,69437,15214
1400000US36047040600,"Census Tract 406, Kings County, New York",Brooklyn,79941,12660
1400000US36047040700,"Census Tract 407, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047040800,"Census Tract 408, Kings County, New York",Brooklyn,78750,33567
1400000US36047040900,"Census Tract 409, Kings County, New York",Brooklyn,78220,31732
1400000US36047041000,"Census Tract 410, Kings County, New York",Brooklyn,60694,31665
1400000US36047041100,"Census Tract 411, Kings County, New York",Brooklyn,63125,28139
1400000US36047041200,"Census Tract 412, Kings County, New York",Brooklyn,95152,15285
1400000US36047041300,"Census Tract 413, Kings County, New York",Brooklyn,110996,17879
1400000US36047041401,"Census Tract 414.01, Kings County, New York",Brooklyn,71944,66762
1400000US36047041402,"Census Tract 414.02, Kings County, New York",Brooklyn,39048,31000
1400000US36047041500,"Census Tract 415, Kings County, New York",Brooklyn,96110,4227
1400000US36047041600,"Census Tract 416, Kings County, New York",Brooklyn,63425,15456
1400000US36047041700,"Census Tract 417, Kings County, New York",Brooklyn,32028,9718
1400000US36047041800,"Census Tract 418, Kings County, New York",Brooklyn,46607,39011
1400000US36047041900,"Census Tract 419, Kings County, New York",Brooklyn,73958,39056
1400000US36047042000,"Census Tract 420, Kings County, New York",Brooklyn,88700,2916
1400000US36047042100,"Census Tract 421, Kings County, New York",Brooklyn,94209,13257
1400000US36047042200,"Census Tract 422, Kings County, New York",Brooklyn,73033,23644
1400000US36047042300,"Census Tract 423, Kings County, New York",Brooklyn,123750,45731
1400000US36047042400,"Census Tract 424, Kings County, New York",Brooklyn,70060,9011
1400000US36047042500,"Census Tract 425, Kings County, New York",Brooklyn,86316,21540
1400000US36047042600,"Census Tract 426, Kings County, New York",Brooklyn,71840,21705
1400000US36047042700,"Census Tract 427, Kings County, New York",Brooklyn,92250,24415
1400000US36047042800,"Census Tract 428, Kings County, New York",Brooklyn,88656,11811
1400000US36047042900,"Census Tract 429, Kings County, New York",Brooklyn,65000,24166
1400000US36047043000,"Census Tract 430, Kings County, New York",Brooklyn,75417,36172
1400000US36047043100,"Census Tract 431, Kings County, New York",Brooklyn,90745,17582
1400000US36047043200,"Census Tract 432, Kings County, New York",Brooklyn,79667,23521
1400000US36047043300,"Census Tract 433, Kings County, New York",Brooklyn,59551,32798
1400000US36047043400,"Census Tract 434, Kings County, New York",Brooklyn,66763,17360
1400000US36047043500,"Census Tract 435, Kings County, New York",Brooklyn,67778,32039
1400000US36047043600,"Census Tract 436, Kings County, New York",Brooklyn,83284,32688
1400000US36047043700,"Census Tract 437, Kings County, New York",Brooklyn,77904,29393
1400000US36047043800,"Census Tract 438, Kings County, New York",Brooklyn,70066,33712
1400000US36047043900,"Census Tract 439, Kings County, New York",Brooklyn,114318,30075
1400000US36047044000,"Census Tract 440, Kings County, New York",Brooklyn,88344,16189
1400000US36047044100,"Census Tract 441, Kings County, New York",Brooklyn,78526,24094
1400000US36047044200,"Census Tract 442, Kings County, New York",Brooklyn,62708,29178
1400000US36047044300,"Census Tract 443, Kings County, New York",Brooklyn,94517,17788
1400000US36047044400,"Census Tract 444, Kings County, New York",Brooklyn,67554,27401
1400000US36047044500,"Census Tract 445, Kings County, New York",Brooklyn,86717,7822
1400000US36047044600,"Census Tract 446, Kings County, New York",Brooklyn,69099,8164
1400000US36047044700,"Census Tract 447, Kings County, New York",Brooklyn,89511,28960
1400000US36047044800,"Census Tract 448, Kings County, New York",Brooklyn,96639,11470
1400000US36047044901,"Census Tract 449.01, Kings County, New York",Brooklyn,78774,40522
1400000US36047044902,"Census Tract 449.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047045000,"Census Tract 450, Kings County, New York",Brooklyn,90893,34551
1400000US36047045200,"Census Tract 452, Kings County, New York",Brooklyn,74250,23419
1400000US36047045300,"Census Tract 453, Kings County, New York",Brooklyn,70598,25391
1400000US36047045400,"Census Tract 454, Kings County, New York",Brooklyn,94607,15102
1400000US36047045600,"Census Tract 456, Kings County, New York",Brooklyn,70329,18769
1400000US36047045800,"Census Tract 458, Kings County, New York",Brooklyn,58958,41489
1400000US36047046000,"Census Tract 460, Kings County, New York",Brooklyn,97188,31741
1400000US36047046201,"Census Tract 462.01, Kings County, New York",Brooklyn,63375,35151
1400000US36047046202,"Census Tract 462.02, Kings County, New York",Brooklyn,85536,28808
1400000US36047046400,"Census Tract 464, Kings County, New York",Brooklyn,72422,42710
1400000US36047046800,"Census Tract 468, Kings County, New York",Brooklyn,41343,7860
1400000US36047047000,"Census Tract 470, Kings County, New York",Brooklyn,75069,21975
1400000US36047047200,"Census Tract 472, Kings County, New York",Brooklyn,71635,49809
1400000US36047047400,"Census Tract 474, Kings County, New York",Brooklyn,99769,31527
1400000US36047047600,"Census Tract 476, Kings County, New York",Brooklyn,61250,31992
1400000US36047047700,"Census Tract 477, Kings County, New York",Brooklyn,179175,20869
1400000US36047047800,"Census Tract 478, Kings County, New York",Brooklyn,60590,30088
1400000US36047048000,"Census Tract 480, Kings County, New York",Brooklyn,52940,19482
1400000US36047048100,"Census Tract 481, Kings County, New York",Brooklyn,94896,38234
1400000US36047048200,"Census Tract 482, Kings County, New York",Brooklyn,58234,15516
1400000US36047048400,"Census Tract 484, Kings County, New York",Brooklyn,96964,19326
1400000US36047048500,"Census Tract 485, Kings County, New York",Brooklyn,130278,40128
1400000US36047048600,"Census Tract 486, Kings County, New York",Brooklyn,65714,26129
1400000US36047048800,"Census Tract 488, Kings County, New York",Brooklyn,76110,13854
1400000US36047048900,"Census Tract 489, Kings County, New York",Brooklyn,26070,16672
1400000US36047049000,"Census Tract 490, Kings County, New York",Brooklyn,77917,13847
1400000US36047049100,"Census Tract 491, Kings County, New York",Brooklyn,46137,8583
1400000US36047049200,"Census Tract 492, Kings County, New York",Brooklyn,103269,36752
1400000US36047049301,"Census Tract 493.01, Kings County, New York",Brooklyn,19440,7848
1400000US36047049302,"Census Tract 493.02, Kings County, New York",Brooklyn,82423,36931
1400000US36047049400,"Census Tract 494, Kings County, New York",Brooklyn,97625,17919
1400000US36047049500,"Census Tract 495, Kings County, New York",Brooklyn,141250,53631
1400000US36047049600,"Census Tract 496, Kings County, New York",Brooklyn,66920,22950
1400000US36047049700,"Census Tract 497, Kings County, New York",Brooklyn,144872,24099
1400000US36047049800,"Census Tract 498, Kings County, New York",Brooklyn,77692,21862
1400000US36047049900,"Census Tract 499, Kings County, New York",Brooklyn,146106,58400
1400000US36047050001,"Census Tract 500.01, Kings County, New York",Brooklyn,124177,35651
1400000US36047050002,"Census Tract 500.02, Kings County, New York",Brooklyn,124107,46601
1400000US36047050100,"Census Tract 501, Kings County, New York",Brooklyn,126696,52005
1400000US36047050202,"Census Tract 502.02, Kings County, New York",Brooklyn,132670,78424
1400000US36047050300,"Census Tract 503, Kings County, New York",Brooklyn,173548,16256
1400000US36047050401,"Census Tract 504.01, Kings County, New York",Brooklyn,156033,24707
1400000US36047050402,"Census Tract 504.02, Kings County, New York",Brooklyn,166100,81718
1400000US36047050500,"Census Tract 505, Kings County, New York",Brooklyn,57500,40769
1400000US36047050600,"Census Tract 506, Kings County, New York",Brooklyn,69276,12659
1400000US36047050700,"Census Tract 507, Kings County, New York",Brooklyn,59158,6741
1400000US36047050801,"Census Tract 508.01, Kings County, New York",Brooklyn,74333,16156
1400000US36047050803,"Census Tract 508.03, Kings County, New York",Brooklyn,68496,17186
1400000US36047050804,"Census Tract 508.04, Kings County, New York",Brooklyn,110317,10848
1400000US36047050900,"Census Tract 509, Kings County, New York",Brooklyn,42361,24516
1400000US36047051001,"Census Tract 510.01, Kings County, New York",Brooklyn,59583,11831
1400000US36047051002,"Census Tract 510.02, Kings County, New York",Brooklyn,71007,16580
1400000US36047051100,"Census Tract 511, Kings County, New York",Brooklyn,88457,17534
1400000US36047051200,"Census Tract 512, Kings County, New York",Brooklyn,96719,35800
1400000US36047051300,"Census Tract 513, Kings County, New York",Brooklyn,136207,24253
1400000US36047051400,"Census Tract 514, Kings County, New York",Brooklyn,100000,23781
1400000US36047051500,"Census Tract 515, Kings County, New York",Brooklyn,246707,42642
1400000US36047051601,"Census Tract 516.01, Kings County, New York",Brooklyn,72304,10793
1400000US36047051602,"Census Tract 516.02, Kings County, New York",Brooklyn,77801,19198
1400000US36047051700,"Census Tract 517, Kings County, New York",Brooklyn,234444,26212
1400000US36047051800,"Census Tract 518, Kings County, New York",Brooklyn,112589,29063
1400000US36047051900,"Census Tract 519, Kings County, New York",Brooklyn,221375,13250
1400000US36047052000,"Census Tract 520, Kings County, New York",Brooklyn,126102,4061
1400000US36047052300,"Census Tract 523, Kings County, New York",Brooklyn,74454,67563
1400000US36047052500,"Census Tract 525, Kings County, New York",Brooklyn,70625,26567
1400000US36047052600,"Census Tract 526, Kings County, New York",Brooklyn,91500,17538
1400000US36047052700,"Census Tract 527, Kings County, New York",Brooklyn,59632,15655
1400000US36047052800,"Census Tract 528, Kings County, New York",Brooklyn,121000,21924
1400000US36047052900,"Census Tract 529, Kings County, New York",Brooklyn,39549,12316
1400000US36047053000,"Census Tract 530, Kings County, New York",Brooklyn,78621,27263
1400000US36047053101,"Census Tract 531.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047053102,"Census Tract 531.02, Kings County, New York",Brooklyn,76635,26782
1400000US36047053200,"Census Tract 532, Kings County, New York",Brooklyn,72500,25665
1400000US36047053300,"Census Tract 533, Kings County, New York",Brooklyn,34519,11332
1400000US36047053400,"Census Tract 534, Kings County, New York",Brooklyn,83421,29280
1400000US36047053500,"Census Tract 535, Kings County, New York",Brooklyn,49244,38815
1400000US36047053700,"Census Tract 537, Kings County, New York",Brooklyn,44085,15720
1400000US36047053800,"Census Tract 538, Kings County, New York",Brooklyn,65556,16974
1400000US36047053900,"Census Tract 539, Kings County, New York",Brooklyn,46914,19063
1400000US36047054200,"Census Tract 542, Kings County, New York",Brooklyn,56481,19055
1400000US36047054300,"Census Tract 543, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047054400,"Census Tract 544, Kings County, New York",Brooklyn,55938,18973
1400000US36047054500,"Census Tract 545, Kings County, New York",Brooklyn,42071,16863
1400000US36047054600,"Census Tract 546, Kings County, New York",Brooklyn,74651,16130
1400000US36047054700,"Census Tract 547, Kings County, New York",Brooklyn,87047,14897
1400000US36047054800,"Census Tract 548, Kings County, New York",Brooklyn,83500,43903
1400000US36047054900,"Census Tract 549, Kings County, New York",Brooklyn,183091,51138
1400000US36047055000,"Census Tract 550, Kings County, New York",Brooklyn,59955,13103
1400000US36047055100,"Census Tract 551, Kings County, New York",Brooklyn,171952,54439
1400000US36047055200,"Census Tract 552, Kings County, New York",Brooklyn,69861,47708
1400000US36047055300,"Census Tract 553, Kings County, New York",Brooklyn,144083,46353
1400000US36047055400,"Census Tract 554, Kings County, New York",Brooklyn,64894,13615
1400000US36047055500,"Census Tract 555, Kings County, New York",Brooklyn,205860,11955
1400000US36047055600,"Census Tract 556, Kings County, New York",Brooklyn,69485,18429
1400000US36047055700,"Census Tract 557, Kings County, New York",Brooklyn,136250,46280
1400000US36047055800,"Census Tract 558, Kings County, New York",Brooklyn,61786,33305
1400000US36047056000,"Census Tract 560, Kings County, New York",Brooklyn,74104,36159
1400000US36047056100,"Census Tract 561, Kings County, New York",Brooklyn,151875,29736
1400000US36047056200,"Census Tract 562, Kings County, New York",Brooklyn,102083,71813
1400000US36047056301,"Census Tract 563.01, Kings County, New York",Brooklyn,133636,28345
1400000US36047056302,"Census Tract 563.02, Kings County, New York",Brooklyn,76351,24613
1400000US36047056400,"Census Tract 564, Kings County, New York",Brooklyn,86392,27876
1400000US36047056500,"Census Tract 565, Kings County, New York",Brooklyn,115329,19869
1400000US36047056600,"Census Tract 566, Kings County, New York",Brooklyn,69286,21257
1400000US36047056800,"Census Tract 568, Kings County, New York",Brooklyn,75521,9764
1400000US36047056900,"Census Tract 569, Kings County, New York",Brooklyn,159286,60732
1400000US36047057000,"Census Tract 570, Kings County, New York",Brooklyn,80216,9252
1400000US36047057100,"Census Tract 571, Kings County, New York",Brooklyn,125272,31828
1400000US36047057200,"Census Tract 572, Kings County, New York",Brooklyn,31864,10536
1400000US36047057300,"Census Tract 573, Kings County, New York",Brooklyn,150885,57264
1400000US36047057400,"Census Tract 574, Kings County, New York",Brooklyn,92813,18056
1400000US36047057500,"Census Tract 575, Kings County, New York",Brooklyn,128804,37907
1400000US36047057600,"Census Tract 576, Kings County, New York",Brooklyn,98750,65995
1400000US36047057800,"Census Tract 578, Kings County, New York",Brooklyn,61919,19616
1400000US36047057901,"Census Tract 579.01, Kings County, New York",Brooklyn,141754,20547
1400000US36047057902,"Census Tract 579.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047058000,"Census Tract 580, Kings County, New York",Brooklyn,38945,12580
1400000US36047058200,"Census Tract 582, Kings County, New York",Brooklyn,60811,20195
1400000US36047058400,"Census Tract 584, Kings County, New York",Brooklyn,70870,8651
1400000US36047058600,"Census Tract 586, Kings County, New York",Brooklyn,70167,21262
1400000US36047058800,"Census Tract 588, Kings County, New York",Brooklyn,96838,32202
1400000US36047058901,"Census Tract 589.01, Kings County, New York",Brooklyn,114659,32462
1400000US36047058902,"Census Tract 589.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047059000,"Census Tract 590, Kings County, New York",Brooklyn,103619,11054
1400000US36047059100,"Census Tract 591, Kings County, New York",Brooklyn,133795,19989
1400000US36047059200,"Census Tract 592, Kings County, New York",Brooklyn,61944,36933
1400000US36047059300,"Census Tract 593, Kings County, New York",Brooklyn,110625,21013
1400000US36047059402,"Census Tract 594.02, Kings County, New York",Brooklyn,68625,31369
1400000US36047059403,"Census Tract 594.03, Kings County, New York",Brooklyn,67232,57602
1400000US36047059404,"Census Tract 594.04, Kings County, New York",Brooklyn,65520,17755
1400000US36047059600,"Census Tract 596, Kings County, New York",Brooklyn,56757,26035
1400000US36047059800,"Census Tract 598, Kings County, New York",Brooklyn,81051,15218
1400000US36047060000,"Census Tract 600, Kings County, New York",Brooklyn,75671,29011
1400000US36047060600,"Census Tract 606, Kings County, New York",Brooklyn,76080,28724
1400000US36047060800,"Census Tract 608, Kings County, New York",Brooklyn,73546,21908
1400000US36047061002,"Census Tract 610.02, Kings County, New York",Brooklyn,71944,27741
1400000US36047061003,"Census Tract 610.03, Kings County, New York",Brooklyn,51054,4490
1400000US36047061004,"Census Tract 610.04, Kings County, New York",Brooklyn,40931,6113
1400000US36047061200,"Census Tract 612, Kings County, New York",Brooklyn,141094,64831
1400000US36047061600,"Census Tract 616, Kings County, New York",Brooklyn,183095,44066
1400000US36047062000,"Census Tract 620, Kings County, New York",Brooklyn,111932,45688
1400000US36047062200,"Census Tract 622, Kings County, New York",Brooklyn,68821,33140
1400000US36047062600,"Census Tract 626, Kings County, New York",Brooklyn,67218,15277
1400000US36047062800,"Census Tract 628, Kings County, New York",Brooklyn,110377,7952
1400000US36047063200,"Census Tract 632, Kings County, New York",Brooklyn,82941,29761
1400000US36047063600,"Census Tract 636, Kings County, New York",Brooklyn,148056,22392
1400000US36047063800,"Census Tract 638, Kings County, New York",Brooklyn,82188,46661
1400000US36047064000,"Census Tract 640, Kings County, New York",Brooklyn,143214,31134
1400000US36047064200,"Census Tract 642, Kings County, New York",Brooklyn,75735,17800
1400000US36047064400,"Census Tract 644, Kings County, New York",Brooklyn,79259,43945
1400000US36047064600,"Census Tract 646, Kings County, New York",Brooklyn,99067,37490
