geoid,tract_name,borough,B25077_E001,B25077_M001
1400000US36005022101,"Census Tract 221.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022102,"Census Tract 221.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022200,"Census Tract 222, Bronx County, New York",Bronx,408300,264860
1400000US36005022300,"Census Tract 223, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022401,"Census Tract 224.01, Bronx County, New York",Bronx,181700,16482
1400000US36005022403,"Census Tract 224.03, Bronx County, New York",Bronx,193800,119017
1400000US36005022404,"Census Tract 224.04, Bronx County, New York",Bronx,181800,53544
1400000US36005022500,"Census Tract 225, Bronx County, New York",Bronx,94700,62979
1400000US36005022701,"Census Tract 227.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022702,"Census Tract 227.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022703,"Census Tract 227.03, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022800,"Census Tract 228, Bronx County, New York",Bronx,694800,280141
1400000US36005022901,"Census Tract 229.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005022902,"Census Tract 229.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023000,"Census Tract 230, Bronx County, New York",Bronx,607100,185415
1400000US36005023100,"Census Tract 231, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023200,"Census Tract 232, Bronx County, New York",Bronx,715300,267024
1400000US36005023301,"Census Tract 233.01, Bronx County, New York",Bronx,518600,418794
1400000US36005023302,"Census Tract 233.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023501,"Census Tract 235.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023502,"Census Tract 235.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023600,"Census Tract 236, Bronx County, New York",Bronx,678600,119965
1400000US36005023702,"Census Tract 237.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023703,"Census Tract 237.03, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023704,"Census Tract 237.04, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005023800,"Census Tract 238, Bronx County, New York",Bronx,674800,60187
1400000US36005023900,"Census Tract 239, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005024000,"Census Tract 240, Bronx County, New York",Bronx,675500,98114
1400000US36005024100,"Census Tract 241, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005024300,"Census Tract 243, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005024400,"Census Tract 244, Bronx County, New York",Bronx,693000,61913
1400000US36005024501,"Census Tract 245.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005024502,"Census Tract 245.02, Bronx County, New York",Bronx,562500,503086
1400000US36005024600,"Census Tract 246, Bronx County, New York",Bronx,767900,88768
1400000US36005024700,"Census Tract 247, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005024800,"Census Tract 248, Bronx County, New York",Bronx,880300,41895
1400000US36005024900,"Census Tract 249, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005025000,"Census Tract 250, Bronx County, New York",Bronx,681200,63852
1400000US36005025100,"Census Tract 251, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005025200,"Census Tract 252, Bronx County, New York",Bronx,640600,104578
1400000US36005025300,"Census Tract 253, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005025400,"Census Tract 254, Bronx County, New York",Bronx,655900,39516
1400000US36005025500,"Census Tract 255, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005025600,"Census Tract 256, Bronx County, New York",Bronx,836000,63190
1400000US36005025700,"Census Tract 257, Bronx County, New York",Bronx,645800,68573
1400000US36005026100,"Census Tract 261, Bronx County, New York",Bronx,226200,26716
1400000US36005026300,"Census Tract 263, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005026400,"Census Tract 264, Bronx County, New York",Bronx,880800,233069
1400000US36005026500,"Census Tract 265, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005026601,"Census Tract 266.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005026602,"Census Tract 266.02, Bronx County, New York",Bronx,530800,302316
1400000US36005026701,"Census Tract 267.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005026702,"Census Tract 267.02, Bronx County, New York",Bronx,859000,57493
1400000US36005026900,"Census Tract 269, Bronx County, New York",Bronx,231000,114925
1400000US36005027300,"Census Tract 273, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005027401,"Census Tract 274.01, Bronx County, New York",Bronx,729600,65564
1400000US36005027402,"Census Tract 274.02, Bronx County, New York",Bronx,823200,49074
1400000US36005027600,"Census Tract 276, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005027700,"Census Tract 277, Bronx County, New York",Bronx,356300,308370
1400000US36005027900,"Census Tract 279, Bronx County, New York",Bronx,231600,147178
1400000US36005028100,"Census Tract 281, Bronx County, New York",Bronx,37400,7480
1400000US36005028300,"Census Tract 283, Bronx County, New York",Bronx,358600,54620
1400000US36005028400,"Census Tract 284, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005028500,"Census Tract 285, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005028600,"Census Tract 286, Bronx County, New York",Bronx,669000,94755
1400000US36005028700,"Census Tract 287, Bronx County, New York",Bronx,778000,150942
1400000US36005028800,"Census Tract 288, Bronx County, New York",Bronx,760500,103843
1400000US36005028900,"Census Tract 289, Bronx County, New York",Bronx,366800,16394
1400000US36005029301,"Census Tract 293.01, Bronx County, New York",Bronx,570200,49165
1400000US36005029302,"Census Tract 293.02, Bronx County, New York",Bronx,374300,48772
1400000US36005029500,"Census Tract 295, Bronx County, New York",Bronx,415600,129314
1400000US36005029600,"Census Tract 296, Bronx County, New York",Bronx,611500,24427
1400000US36005029700,"Census Tract 297, Bronx County, New York",Bronx,422500,34082
1400000US36005030000,"Census Tract 300, Bronx County, New York",Bronx,484000,283417
1400000US36005030100,"Census Tract 301, Bronx County, New York",Bronx,332700,81778
1400000US36005030201,"Census Tract 302.01, Bronx County, New York",Bronx,31100,3768
1400000US36005030202,"Census Tract 302.02, Bronx County, New York",Bronx,30400,4287
1400000US36005030701,"Census Tract 307.01, Bronx County, New York",Bronx,523100,75481
1400000US36005030900,"Census Tract 309, Bronx County, New York",Bronx,456300,120976
1400000US36005031000,"Census Tract 310, Bronx County, New York",Bronx,798000,47420
1400000US36005031200,"Census Tract 312, Bronx County, New York",Bronx,655600,31437
1400000US36005031400,"Census Tract 314, Bronx County, New York",Bronx,800400,55909
1400000US36005031600,"Census Tract 316, Bronx County, New York",Bronx,716300,87136
1400000US36005031800,"Census Tract 318, Bronx County, New York",Bronx,663100,87879
1400000US36005031900,"Census Tract 319, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005032300,"Census Tract 323, Bronx County, New York",Bronx,280800,79120
1400000US36005032400,"Census Tract 324, Bronx County, New York",Bronx,667500,208600
1400000US36005032600,"Census Tract 326, Bronx County, New York",Bronx,672800,45291
1400000US36005032800,"Census Tract 328, Bronx County, New York",Bronx,759500,115136
1400000US36005033000,"Census Tract 330, Bronx County, New York",Bronx,649300,50392
1400000US36005033201,"Census Tract 332.01, Bronx County, New York",Bronx,283600,22638
1400000US36005033202,"Census Tract 332.02, Bronx County, New York",Bronx,398800,331597
1400000US36005033400,"Census Tract 334, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005033500,"Census Tract 335, Bronx County, New York",Bronx,418700,64051
1400000US36005033601,"Census Tract 336.01, Bronx County, New York",Bronx,242900,108988
1400000US36005033602,"Census Tract 336.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005033700,"Census Tract 337, Bronx County, New York",Bronx,939000,146764
1400000US36005033801,"Census Tract 338.01, Bronx County, New York",Bronx,770500,151508
1400000US36005033802,"Census Tract 338.02, Bronx County, New York",Bronx,512100,180424
1400000US36005034000,"Census Tract 340, Bronx County, New York",Bronx,786700,245352
1400000US36005034200,"Census Tract 342, Bronx County, New York",Bronx,671900,99976
1400000US36005034300,"Census Tract 343, Bronx County, New York",Bronx,607100,553456
1400000US36005034400,"Census Tract 344, Bronx County, New York",Bronx,648800,38909
1400000US36005034500,"Census Tract 345, Bronx County, New York",Bronx,319500,211445
1400000US36005034800,"Census Tract 348, Bronx County, New York",Bronx,705200,80686
1400000US36005035000,"Census Tract 350, Bronx County, New York",Bronx,649600,93782
1400000US36005035100,"Census Tract 351, Bronx County, New York",Bronx,382200,41468
1400000US36005035600,"Census Tract 356, Bronx County, New York",Bronx,682700,71489
1400000US36005035800,"Census Tract 358, Bronx County, New York",Bronx,695700,65605
1400000US36005035900,"Census Tract 359, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005036000,"Census Tract 360, Bronx County, New York",Bronx,661300,53280
1400000US36005036100,"Census Tract 361, Bronx County, New York",Bronx,523400,334074
1400000US36005036300,"Census Tract 363, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005036400,"Census Tract 364, Bronx County, New York",Bronx,597700,23896
1400000US36005036501,"Census Tract 365.01, Bronx County, New York",Bronx,845400,315870
1400000US36005036502,"Census Tract 365.02, Bronx County, New York",Bronx,625000,546569
1400000US36005036700,"Census Tract 367, Bronx County, New York",Bronx,763900,301095
1400000US36005036800,"Census Tract 368, Bronx County, New York",Bronx,572600,185184
1400000US36005036901,"Census Tract 369.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005036902,"Census Tract 369.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005037000,"Census Tract 370, Bronx County, New York",Bronx,586900,46579
1400000US36005037100,"Census Tract 371, Bronx County, New York",Bronx,657000,207029
1400000US36005037200,"Census Tract 372, Bronx County, New York",Bronx,586500,85015
1400000US36005037300,"Census Tract 373, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005037400,"Census Tract 374, Bronx County, New York",Bronx,455300,58056
1400000US36005037504,"Census Tract 375.04, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005037600,"Census Tract 376, Bronx County, New York",Bronx,541700,53949
1400000US36005037800,"Census Tract 378, Bronx County, New York",Bronx,501400,358416
1400000US36005037900,"Census Tract 379, Bronx County, New York",Bronx,747100,334768
1400000US36005038000,"Census Tract 380, Bronx County, New York",Bronx,145700,83447
1400000US36005038100,"Census Tract 381, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005038200,"Census Tract 382, Bronx County, New York",Bronx,635100,44609
1400000US36005038301,"Census Tract 383.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005038303,"Census Tract 383.03, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005038304,"Census Tract 383.04, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005038500,"Census Tract 385, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005038600,"Census Tract 386, Bronx County, New York",Bronx,594700,43180
1400000US36005038700,"Census Tract 387, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005038800,"Census Tract 388, Bronx County, New York",Bronx,714300,89515
1400000US36005038900,"Census Tract 389, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005039000,"Census Tract 390, Bronx County, New York",Bronx,707800,183505
1400000US36005039100,"Census Tract 391, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005039200,"Census Tract 392, Bronx County, New York",Bronx,502200,388732
1400000US36005039300,"Census Tract 393, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005039400,"Census Tract 394, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005039500,"Census Tract 395, Bronx County, New York",Bronx,564500,233649
1400000US36005039600,"Census Tract 396, Bronx County, New York",Bronx,766200,481671
1400000US36005039700,"Census Tract 397, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005039800,"Census Tract 398, Bronx County, New York",Bronx,628600,37954
1400000US36005039901,"Census Tract 399.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005039902,"Census Tract 399.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005040100,"Census Tract 401, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005040302,"Census Tract 403.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005040303,"Census Tract 403.03, Bronx County, New York",Bronx,822000,145109
1400000US36005040304,"Census Tract 403.04, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005040400,"Census Tract 404, Bronx County, New York",Bronx,722900,381017
1400000US36005040501,"Census Tract 405.01, Bronx County, New York",Bronx,638400,493186
1400000US36005040502,"Census Tract 405.02, Bronx County, New York",Bronx,812500,256419
1400000US36005040600,"Census Tract 406, Bronx County, New York",Bronx,656900,170660
1400000US36005040701,"Census Tract 407.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005040702,"Census Tract 407.02, Bronx County, New York",Bronx,586800,121103
1400000US36005040800,"Census Tract 408, Bronx County, New York",Bronx,717900,205875
1400000US36005040900,"Census Tract 409, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005041100,"Census Tract 411, Bronx County, New York",Bronx,201000,143730
1400000US36005041300,"Census Tract 413, Bronx County, New York",Bronx,240900,127593
1400000US36005041400,"Census Tract 414, Bronx County, New York",Bronx,462900,67107
1400000US36005041500,"Census Tract 415, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005041800,"Census Tract 418, Bronx County, New York",Bronx,556000,479460
1400000US36005041900,"Census Tract 419, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005042000,"Census Tract 420, Bronx County, New York",Bronx,755400,182606
1400000US36005042100,"Census Tract 421, Bronx County, New York",Bronx,159000,92760
1400000US36005042200,"Census Tract 422, Bronx County, New York",Bronx,658000,360451
1400000US36005042300,"Census Tract 423, Bronx County, New York",Bronx,546900,374442
1400000US36005042400,"Census Tract 424, Bronx County, New York",Bronx,563900,70689
1400000US36005042500,"Census Tract 425, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005042600,"Census Tract 426, Bronx County, New York",Bronx,625700,67812
1400000US36005042800,"Census Tract 428, Bronx County, New York",Bronx,590300,32852
1400000US36005042901,"Census Tract 429.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005042902,"Census Tract 429.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005043000,"Census Tract 430, Bronx County, New York",Bronx,716200,102981
1400000US36005043101,"Census Tract 431.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005043102,"Census Tract 431.02, Bronx County, New York",Bronx,235100,98807
1400000US36005043400,"Census Tract 434, Bronx County, New York",Bronx,537300,137537
1400000US36005043501,"Census Tract 435.01, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005043502,"Census Tract 435.02, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005043503,"Census Tract 435.03, Bronx County, New York",Bronx,-666666666,-222222222
1400000US36005043600,"Census Tract 436, Bronx County, New York",Bronx,566800,49977
1400000US36005044200,"Census Tract 442, Bronx County, New York",Bronx,577600,140792
1400000US36005044400,"Census Tract 444, Bronx County, New York",Bronx,556700,78897
1400000US36005044800,"Census Tract 448, Bronx County, New York",Bronx,682900,91923
1400000US36005044901,"Census Tract 449.01, Bronx County, New York",Bronx,552000,181749
1400000US36005044902,"Census Tract 449.02, Bronx County, New York",Bronx,657400,210010
1400000US36005045101,"Census Tract 451.01, Bronx County, New York",Bronx,521700,345917
1400000US36005045102,"Census Tract 451.02, Bronx County, New York",Bronx,258600,44467
