geoid,tract_name,borough,B25077_E001,B25077_M001
1400000US36047025100,"Census Tract 251, Kings County, New York",Brooklyn,1317900,290825
1400000US36047025200,"Census Tract 252, Kings County, New York",Brooklyn,1019100,151775
1400000US36047025300,"Census Tract 253, Kings County, New York",Brooklyn,1657600,143041
1400000US36047025400,"Census Tract 254, Kings County, New York",Brooklyn,1098600,98665
1400000US36047025500,"Census Tract 255, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047025600,"Census Tract 256, Kings County, New York",Brooklyn,1107500,50756
1400000US36047025700,"Census Tract 257, Kings County, New York",Brooklyn,707700,129027
1400000US36047025800,"Census Tract 258, Kings County, New York",Brooklyn,978200,152491
1400000US36047025901,"Census Tract 259.01, Kings County, New York",Brooklyn,704500,378301
1400000US36047025902,"Census Tract 259.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047026000,"Census Tract 260, Kings County, New York",Brooklyn,1090800,165117
1400000US36047026100,"Census Tract 261, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047026200,"Census Tract 262, Kings County, New York",Brooklyn,956900,81468
1400000US36047026300,"Census Tract 263, Kings County, New York",Brooklyn,1507700,699529
1400000US36047026400,"Census Tract 264, Kings County, New York",Brooklyn,1168000,730387
1400000US36047026500,"Census Tract 265, Kings County, New York",Brooklyn,1625000,838988
1400000US36047026600,"Census Tract 266, Kings County, New York",Brooklyn,1125000,83813
1400000US36047026700,"Census Tract 267, Kings County, New York",Brooklyn,1350000,527719
1400000US36047026800,"Census Tract 268, Kings County, New York",Brooklyn,1159400,123837
1400000US36047026900,"Census Tract 269, Kings County, New York",Brooklyn,2000001,-333333333
1400000US36047027000,"Census Tract 270, Kings County, New York",Brooklyn,1136400,186042
1400000US36047027100,"Census Tract 271, Kings County, New York",Brooklyn,1024500,233303
1400000US36047027200,"Census Tract 272, Kings County, New York",Brooklyn,1589300,188498
1400000US36047027300,"Census Tract 273, Kings County, New York",Brooklyn,1602300,120967
1400000US36047027400,"Census Tract 274, Kings County, New York",Brooklyn,1247300,475189
1400000US36047027500,"Census Tract 275, Kings County, New York",Brooklyn,1531300,401336
1400000US36047027600,"Census Tract 276, Kings County, New York",Brooklyn,1708600,119448
1400000US36047027700,"Census Tract 277, Kings County, New York",Brooklyn,1764000,741165
1400000US36047027800,"Census Tract 278, Kings County, New York",Brooklyn,1324300,645014
1400000US36047027900,"Census Tract 279, Kings County, New York",Brooklyn,1267900,944314
1400000US36047028000,"Census Tract 280, Kings County, New York",Brooklyn,803000,141965
1400000US36047028100,"Census Tract 281, Kings County, New York",Brooklyn,599000,455001
1400000US36047028200,"Census Tract 282, Kings County, New York",Brooklyn,1093100,58349
1400000US36047028300,"Census Tract 283, Kings County, New York",Brooklyn,924100,151705
1400000US36047028400,"Census Tract 284, Kings County, New York",Brooklyn,1250000,441437
1400000US36047028501,"Census Tract 285.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047028502,"Census Tract 285.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047028600,"Census Tract 286, Kings County, New York",Brooklyn,1173100,362325
1400000US36047028700,"Census Tract 287, Kings County, New York",Brooklyn,1116100,221697
1400000US36047028800,"Census Tract 288, Kings County, New York",Brooklyn,975000,401214
1400000US36047028900,"Census Tract 289, Kings County, New York",Brooklyn,1175700,401654
1400000US36047029000,"Census Tract 290, Kings County, New York",Brooklyn,542700,308944
1400000US36047029100,"Census Tract 291, Kings County, New York",Brooklyn,1458300,248945
1400000US36047029200,"Census Tract 292, Kings County, New York",Brooklyn,656500,75618
1400000US36047029300,"Census Tract 293, Kings County, New York",Brooklyn,1529200,531485
1400000US36047029400,"Census Tract 294, Kings County, New York",Brooklyn,1035700,285094
1400000US36047029500,"Census Tract 295, Kings County, New York",Brooklyn,1589400,461189
1400000US36047029600,"Census Tract 296, Kings County, New York",Brooklyn,949700,274497
1400000US36047029700,"Census Tract 297, Kings County, New York",Brooklyn,1998500,451988
1400000US36047029800,"Census Tract 298, Kings County, New York",Brooklyn,1046400,291296
1400000US36047029900,"Census Tract 299, Kings County, New York",Brooklyn,1167600,138227
1400000US36047030000,"Census Tract 300, Kings County, New York",Brooklyn,1137700,83780
1400000US36047030100,"Census Tract 301, Kings County, New York",Brooklyn,1027700,126049
1400000US36047030200,"Census Tract 302, Kings County, New York",Brooklyn,1152600,172265
1400000US36047030300,"Census Tract 303, Kings County, New York",Brooklyn,927100,151519
1400000US36047030400,"Census Tract 304, Kings County, New York",Brooklyn,627100,128304
1400000US36047030500,"Census Tract 305, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047030600,"Census Tract 306, Kings County, New York",Brooklyn,957200,174986
1400000US36047030700,"Census Tract 307, Kings County, New York",Brooklyn,901700,81271
1400000US36047030800,"Census Tract 308, Kings County, New York",Brooklyn,591500,143120
1400000US36047030900,"Census Tract 309, Kings County, New York",Brooklyn,603300,91886
1400000US36047031100,"Census Tract 311, Kings County, New York",Brooklyn,1357800,1029083
1400000US36047031300,"Census Tract 313, Kings County, New York",Brooklyn,1173900,551031
1400000US36047031401,"Census Tract 314.01, Kings County, New York",Brooklyn,615300,95965
1400000US36047031402,"Census Tract 314.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047031500,"Census Tract 315, Kings County, New York",Brooklyn,770800,223685
1400000US36047031701,"Census Tract 317.01, Kings County, New York",Brooklyn,1458300,608514
1400000US36047031702,"Census Tract 317.02, Kings County, New York",Brooklyn,1150000,494534
1400000US36047031900,"Census Tract 319, Kings County, New York",Brooklyn,1951900,996283
1400000US36047032100,"Census Tract 321, Kings County, New York",Brooklyn,1263900,826733
1400000US36047032300,"Census Tract 323, Kings County, New York",Brooklyn,1134400,545373
1400000US36047032500,"Census Tract 325, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047032600,"Census Tract 326, Kings County, New York",Brooklyn,1305500,844277
1400000US36047032700,"Census Tract 327, Kings County, New York",Brooklyn,1805900,221678
1400000US36047032800,"Census Tract 328, Kings County, New York",Brooklyn,650100,28682
1400000US36047032900,"Census Tract 329, Kings County, New York",Brooklyn,1533300,821074
1400000US36047033000,"Census Tract 330, Kings County, New York",Brooklyn,730800,361617
1400000US36047033100,"Census Tract 331, Kings County, New York",Brooklyn,1007700,245846
1400000US36047033300,"Census Tract 333, Kings County, New York",Brooklyn,1440000,194634
1400000US36047033500,"Census Tract 335, Kings County, New York",Brooklyn,1524100,293576
1400000US36047033600,"Census Tract 336, Kings County, New York",Brooklyn,863500,152133
1400000US36047033701,"Census Tract 337.01, Kings County, New York",Brooklyn,1029600,273915
1400000US36047033702,"Census Tract 337.02, Kings County, New York",Brooklyn,1534600,286870
1400000US36047033900,"Census Tract 339, Kings County, New York",Brooklyn,1527700,586553
1400000US36047034000,"Census Tract 340, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047034100,"Census Tract 341, Kings County, New York",Brooklyn,2000001,-333333333
1400000US36047034200,"Census Tract 342, Kings County, New York",Brooklyn,2000001,-333333333
1400000US36047034300,"Census Tract 343, Kings County, New York",Brooklyn,2000001,-333333333
1400000US36047034500,"Census Tract 345, Kings County, New York",Brooklyn,564900,118183
1400000US36047034700,"Census Tract 347, Kings County, New York",Brooklyn,491400,142665
1400000US36047034800,"Census Tract 348, Kings County, New York",Brooklyn,639800,65104
1400000US36047034901,"Census Tract 349.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047034902,"Census Tract 349.02, Kings County, New York",Brooklyn,2000001,-333333333
1400000US36047035000,"Census Tract 350, Kings County, New York",Brooklyn,217300,186023
1400000US36047035101,"Census Tract 351.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047035102,"Census Tract 351.02, Kings County, New York",Brooklyn,9999,-333333333
1400000US36047035200,"Census Tract 352, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047035301,"Census Tract 353.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047035302,"Census Tract 353.02, Kings County, New York",Brooklyn,1354200,329175
1400000US36047035400,"Census Tract 354, Kings County, New York",Brooklyn,434400,45062
1400000US36047035500,"Census Tract 355, Kings County, New York",Brooklyn,1014500,476501
1400000US36047035601,"Census Tract 356.01, Kings County, New York",Brooklyn,332700,67395
1400000US36047035602,"Census Tract 356.02, Kings County, New York",Brooklyn,398400,45579
1400000US36047035701,"Census Tract 357.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047035702,"Census Tract 357.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047035900,"Census Tract 359, Kings County, New York",Brooklyn,1063700,560521
1400000US36047036001,"Census Tract 360.01, Kings County, New York",Brooklyn,405000,107170
1400000US36047036002,"Census Tract 360.02, Kings County, New York",Brooklyn,354800,73517
1400000US36047036100,"Census Tract 361, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047036200,"Census Tract 362, Kings County, New York",Brooklyn,818500,90101
1400000US36047036300,"Census Tract 363, Kings County, New York",Brooklyn,793600,167575
1400000US36047036400,"Census Tract 364, Kings County, New York",Brooklyn,733600,107362
1400000US36047036501,"Census Tract 365.01, Kings County, New York",Brooklyn,793000,557577
1400000US36047036502,"Census Tract 365.02, Kings County, New York",Brooklyn,1061300,353784
1400000US36047036600,"Census Tract 366, Kings County, New York",Brooklyn,380300,76244
1400000US36047036700,"Census Tract 367, Kings County, New York",Brooklyn,797600,315092
1400000US36047036900,"Census Tract 369, Kings County, New York",Brooklyn,487400,457686
1400000US36047037000,"Census Tract 370, Kings County, New York",Brooklyn,768900,237611
1400000US36047037100,"Census Tract 371, Kings County, New York",Brooklyn,885300,169542
1400000US36047037300,"Census Tract 373, Kings County, New York",Brooklyn,810800,422147
1400000US36047037401,"Census Tract 374.01, Kings County, New York",Brooklyn,1049300,112390
1400000US36047037402,"Census Tract 374.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047037500,"Census Tract 375, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047037700,"Census Tract 377, Kings County, New York",Brooklyn,1112100,460913
1400000US36047037900,"Census Tract 379, Kings County, New York",Brooklyn,630000,87559
1400000US36047038100,"Census Tract 381, Kings County, New York",Brooklyn,1740400,984505
1400000US36047038200,"Census Tract 382, Kings County, New York",Brooklyn,1239200,1228044
1400000US36047038300,"Census Tract 383, Kings County, New York",Brooklyn,1474500,433198
1400000US36047038500,"Census Tract 385, Kings County, New York",Brooklyn,1096400,716898
1400000US36047038600,"Census Tract 386, Kings County, New York",Brooklyn,1108300,120447
1400000US36047038700,"Census Tract 387, Kings County, New York",Brooklyn,941600,184664
1400000US36047038800,"Census Tract 388, Kings County, New York",Brooklyn,1008000,248339
1400000US36047038900,"Census Tract 389, Kings County, New York",Brooklyn,683100,90034
1400000US36047039000,"Census Tract 390, Kings County, New York",Brooklyn,893100,158944
1400000US36047039100,"Census Tract 391, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047039200,"Census Tract 392, Kings County, New York",Brooklyn,1081500,405796
1400000US36047039300,"Census Tract 393, Kings County, New York",Brooklyn,1010200,670239
1400000US36047039400,"Census Tract 394, Kings County, New York",Brooklyn,747900,679549
1400000US36047039500,"Census Tract 395, Kings County, New York",Brooklyn,595000,550221
1400000US36047039600,"Census Tract 396, Kings County, New York",Brooklyn,1571800,326952
1400000US36047039700,"Census Tract 397, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047039800,"Census Tract 398, Kings County, New York",Brooklyn,1035500,86410
1400000US36047039900,"Census Tract 399, Kings County, New York",Brooklyn,575500,505529
1400000US36047040000,"Census Tract 400, Kings County, New York",Brooklyn,947700,141859
1400000US36047040100,"Census Tract 401, Kings County, New York",Brooklyn,1011400,185835
1400000US36047040200,"Census Tract 402, Kings County, New York",Brooklyn,1068500,127018
1400000US36047040300,"Census Tract 403, Kings County, New York",Brooklyn,1095800,456191
1400000US36047040400,"Census Tract 404, Kings County, New York",Brooklyn,1127400,161944
1400000US36047040500,"Census Tract 405, Kings County, New York",Brooklyn,1145200,176477
1400000US36047040600,"Census Tract 406, Kings County, New York",Brooklyn,1170600,93214
1400000US36047040700,"Census Tract 407, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047040800,"Census Tract 408, Kings County, New York",Brooklyn,1192100,167393
1400000US36047040900,"Census Tract 409, Kings County, New York",Brooklyn,1034400,267373
1400000US36047041000,"Census Tract 410, Kings County, New York",Brooklyn,1025100,100098
1400000US36047041100,"Census Tract 411, Kings County, New York",Brooklyn,1463200,238656
1400000US36047041200,"Census Tract 412, Kings County, New York",Brooklyn,1151400,185401
1400000US36047041300,"Census Tract 413, Kings County, New York",Brooklyn,616700,164050
1400000US36047041401,"Census Tract 414.01, Kings County, New York",Brooklyn,378300,148423
1400000US36047041402,"Census Tract 414.02, Kings County, New York",Brooklyn,1145300,474466
1400000US36047041500,"Census Tract 415, Kings County, New York",Brooklyn,1167900,182745
1400000US36047041600,"Census Tract 416, Kings County, New York",Brooklyn,1038200,142044
1400000US36047041700,"Census Tract 417, Kings County, New York",Brooklyn,1051700,298915
1400000US36047041800,"Census Tract 418, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047041900,"Census Tract 419, Kings County, New York",Brooklyn,868100,498122
1400000US36047042000,"Census Tract 420, Kings County, New York",Brooklyn,994600,161179
1400000US36047042100,"Census Tract 421, Kings County, New York",Brooklyn,869900,159805
1400000US36047042200,"Census Tract 422, Kings County, New York",Brooklyn,2000001,-333333333
1400000US36047042300,"Census Tract 423, Kings County, New York",Brooklyn,980000,502306
1400000US36047042400,"Census Tract 424, Kings County, New York",Brooklyn,985500,160354
1400000US36047042500,"Census Tract 425, Kings County, New York",Brooklyn,886100,863174
1400000US36047042600,"Census Tract 426, Kings County, New York",Brooklyn,1033400,92681
1400000US36047042700,"Census Tract 427, Kings County, New York",Brooklyn,1227900,255442
1400000US36047042800,"Census Tract 428, Kings County, New York",Brooklyn,852000,181201
1400000US36047042900,"Census Tract 429, Kings County, New York",Brooklyn,612100,40836
1400000US36047043000,"Census Tract 430, Kings County, New York",Brooklyn,1084600,103409
1400000US36047043100,"Census Tract 431, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047043200,"Census Tract 432, Kings County, New York",Brooklyn,958700,199803
1400000US36047043300,"Census Tract 433, Kings County, New York",Brooklyn,870200,564617
1400000US36047043400,"Census Tract 434, Kings County, New York",Brooklyn,959200,144867
1400000US36047043500,"Census Tract 435, Kings County, New York",Brooklyn,1094500,93029
1400000US36047043600,"Census Tract 436, Kings County, New York",Brooklyn,812500,150545
1400000US36047043700,"Census Tract 437, Kings County, New York",Brooklyn,1075000,607299
1400000US36047043800,"Census Tract 438, Kings County, New York",Brooklyn,1158500,60829
1400000US36047043900,"Census Tract 439, Kings County, New York",Brooklyn,1178100,83815
1400000US36047044000,"Census Tract 440, Kings County, New York",Brooklyn,1053000,233707
1400000US36047044100,"Census Tract 441, Kings County, New York",Brooklyn,1113400,78572
1400000US36047044200,"Census Tract 442, Kings County, New York",Brooklyn,1738600,794410
1400000US36047044300,"Census Tract 443, Kings County, New York",Brooklyn,1548100,154581
1400000US36047044400,"Census Tract 444, Kings County, New York",Brooklyn,730800,550986
1400000US36047044500,"Census Tract 445, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047044600,"Census Tract 446, Kings County, New York",Brooklyn,915000,442340
1400000US36047044700,"Census Tract 447, Kings County, New York",Brooklyn,888500,117615
1400000US36047044800,"Census Tract 448, Kings County, New York",Brooklyn,473500,342027
1400000US36047044901,"Census Tract 449.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047044902,"Census Tract 449.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047045000,"Census Tract 450, Kings County, New York",Brooklyn,1202400,439415
1400000US36047045200,"Census Tract 452, Kings County, New York",Brooklyn,593100,372642
1400000US36047045300,"Census Tract 453, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047045400,"Census Tract 454, Kings County, New York",Brooklyn,964100,322231
1400000US36047045600,"Census Tract 456, Kings County, New York",Brooklyn,1674100,189068
1400000US36047045800,"Census Tract 458, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047046000,"Census Tract 460, Kings County, New York",Brooklyn,818500,538538
1400000US36047046201,"Census Tract 462.01, Kings County, New York",Brooklyn,494600,475438
1400000US36047046202,"Census Tract 462.02, Kings County, New York",Brooklyn,1041700,151205
1400000US36047046400,"Census Tract 464, Kings County, New York",Brooklyn,1571600,143425
1400000US36047046800,"Census Tract 468, Kings County, New York",Brooklyn,1389400,261932
1400000US36047047000,"Census Tract 470, Kings County, New York",Brooklyn,1397500,255573
1400000US36047047200,"Census Tract 472, Kings County, New York",Brooklyn,1085100,238299
1400000US36047047400,"Census Tract 474, Kings County, New York",Brooklyn,997900,353652
1400000US36047047600,"Census Tract 476, Kings County, New York",Brooklyn,1707400,276838
1400000US36047047700,"Census Tract 477, Kings County, New York",Brooklyn,902800,188657
1400000US36047047800,"Census Tract 478, Kings County, New York",Brooklyn,1136000,100329
1400000US36047048000,"Census Tract 480, Kings County, New York",Brooklyn,794300,574010
1400000US36047048100,"Census Tract 481, Kings County, New York",Brooklyn,1125000,131456
1400000US36047048200,"Census Tract 482, Kings County, New York",Brooklyn,774300,444341
1400000US36047048400,"Census Tract 484, Kings County, New York",Brooklyn,722500,458796
1400000US36047048500,"Census Tract 485, Kings County, New York",Brooklyn,666700,514194
1400000US36047048600,"Census Tract 486, Kings County, New York",Brooklyn,1160400,257559
1400000US36047048800,"Census Tract 488, Kings County, New York",Brooklyn,619500,151662
1400000US36047048900,"Census Tract 489, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047049000,"Census Tract 490, Kings County, New York",Brooklyn,713600,372651
1400000US36047049100,"Census Tract 491, Kings County, New York",Brooklyn,625000,357235
1400000US36047049200,"Census Tract 492, Kings County, New York",Brooklyn,819100,364580
1400000US36047049301,"Census Tract 493.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047049302,"Census Tract 493.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047049400,"Census Tract 494, Kings County, New York",Brooklyn,487800,123816
1400000US36047049500,"Census Tract 495, Kings County, New York",Brooklyn,1576500,474133
1400000US36047049600,"Census Tract 496, Kings County, New York",Brooklyn,1512000,378952
1400000US36047049700,"Census Tract 497, Kings County, New York",Brooklyn,1126000,181152
1400000US36047049800,"Census Tract 498, Kings County, New York",Brooklyn,1067100,264245
1400000US36047049900,"Census Tract 499, Kings County, New York",Brooklyn,1614400,142265
1400000US36047050001,"Census Tract 500.01, Kings County, New York",Brooklyn,700600,73840
1400000US36047050002,"Census Tract 500.02, Kings County, New York",Brooklyn,1070200,207142
1400000US36047050100,"Census Tract 501, Kings County, New York",Brooklyn,1143900,687371
1400000US36047050202,"Census Tract 502.02, Kings County, New York",Brooklyn,842200,110112
1400000US36047050300,"Census Tract 503, Kings County, New York",Brooklyn,830500,154248
1400000US36047050401,"Census Tract 504.01, Kings County, New York",Brooklyn,943800,152016
1400000US36047050402,"Census Tract 504.02, Kings County, New York",Brooklyn,837700,67556
1400000US36047050500,"Census Tract 505, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047050600,"Census Tract 506, Kings County, New York",Brooklyn,603300,316454
1400000US36047050700,"Census Tract 507, Kings County, New York",Brooklyn,1078100,378823
1400000US36047050801,"Census Tract 508.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047050803,"Census Tract 508.03, Kings County, New York",Brooklyn,920500,903261
1400000US36047050804,"Census Tract 508.04, Kings County, New York",Brooklyn,1040200,217972
1400000US36047050900,"Census Tract 509, Kings County, New York",Brooklyn,1029800,354563
1400000US36047051001,"Census Tract 510.01, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047051002,"Census Tract 510.02, Kings County, New York",Brooklyn,1212500,760780
1400000US36047051100,"Census Tract 511, Kings County, New York",Brooklyn,1190500,974849
1400000US36047051200,"Census Tract 512, Kings County, New York",Brooklyn,763200,315054
1400000US36047051300,"Census Tract 513, Kings County, New York",Brooklyn,1155100,468498
1400000US36047051400,"Census Tract 514, Kings County, New York",Brooklyn,736400,343367
1400000US36047051500,"Census Tract 515, Kings County, New York",Brooklyn,1673600,291008
1400000US36047051601,"Census Tract 516.01, Kings County, New York",Brooklyn,1066700,507015
1400000US36047051602,"Census Tract 516.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047051700,"Census Tract 517, Kings County, New York",Brooklyn,1872100,287121
1400000US36047051800,"Census Tract 518, Kings County, New York",Brooklyn,702100,112048
1400000US36047051900,"Census Tract 519, Kings County, New York",Brooklyn,1595200,312884
1400000US36047052000,"Census Tract 520, Kings County, New York",Brooklyn,1491700,440515
1400000US36047052300,"Census Tract 523, Kings County, New York",Brooklyn,1237500,198403
1400000US36047052500,"Census Tract 525, Kings County, New York",Brooklyn,1179400,583226
1400000US36047052600,"Census Tract 526, Kings County, New York",Brooklyn,1173800,640134
1400000US36047052700,"Census Tract 527, Kings County, New York",Brooklyn,1024400,366230
1400000US36047052800,"Census Tract 528, Kings County, New York",Brooklyn,1209700,823470
1400000US36047052900,"Census Tract 529, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047053000,"Census Tract 530, Kings County, New York",Brooklyn,901200,64129
1400000US36047053101,"Census Tract 531.01, Kings County, New York",Brooklyn,607500,33475
1400000US36047053102,"Census Tract 531.02, Kings County, New York",Brooklyn,987900,691290
1400000US36047053200,"Census Tract 532, Kings County, New York",Brooklyn,786200,63270
1400000US36047053300,"Census Tract 533, Kings County, New York",Brooklyn,1025400,216269
1400000US36047053400,"Census Tract 534, Kings County, New York",Brooklyn,995500,115292
1400000US36047053500,"Census Tract 535, Kings County, New York",Brooklyn,840400,339147
1400000US36047053700,"Census Tract 537, Kings County, New York",Brooklyn,1076800,164222
1400000US36047053800,"Census Tract 538, Kings County, New York",Brooklyn,1042600,119833
1400000US36047053900,"Census Tract 539, Kings County, New York",Brooklyn,1399000,272981
1400000US36047054200,"Census Tract 542, Kings County, New York",Brooklyn,767500,250075
1400000US36047054300,"Census Tract 543, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047054400,"Census Tract 544, Kings County, New York",Brooklyn,695700,176383
1400000US36047054500,"Census Tract 545, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047054600,"Census Tract 546, Kings County, New York",Brooklyn,705400,363568
1400000US36047054700,"Census Tract 547, Kings County, New York",Brooklyn,1206300,474665
1400000US36047054800,"Census Tract 548, Kings County, New York",Brooklyn,1107000,73713
1400000US36047054900,"Census Tract 549, Kings County, New York",Brooklyn,1191900,431495
1400000US36047055000,"Census Tract 550, Kings County, New York",Brooklyn,977900,126260
1400000US36047055100,"Census Tract 551, Kings County, New York",Brooklyn,1586500,297550
1400000US36047055200,"Census Tract 552, Kings County, New York",Brooklyn,595200,255486
1400000US36047055300,"Census Tract 553, Kings County, New York",Brooklyn,1339300,519841
1400000US36047055400,"Census Tract 554, Kings County, New York",Brooklyn,756900,159841
1400000US36047055500,"Census Tract 555, Kings County, New York",Brooklyn,1651800,108553
1400000US36047055600,"Census Tract 556, Kings County, New York",Brooklyn,816600,132492
1400000US36047055700,"Census Tract 557, Kings County, New York",Brooklyn,1212000,721452
1400000US36047055800,"Census Tract 558, Kings County, New York",Brooklyn,981200,203274
1400000US36047056000,"Census Tract 560, Kings County, New York",Brooklyn,871000,133925
1400000US36047056100,"Census Tract 561, Kings County, New York",Brooklyn,1651000,629518
1400000US36047056200,"Census Tract 562, Kings County, New York",Brooklyn,1110700,116730
1400000US36047056301,"Census Tract 563.01, Kings County, New York",Brooklyn,1324300,341048
1400000US36047056302,"Census Tract 563.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047056400,"Census Tract 564, Kings County, New York",Brooklyn,771100,151584
1400000US36047056500,"Census Tract 565, Kings County, New York",Brooklyn,1542400,1041768
1400000US36047056600,"Census Tract 566, Kings County, New York",Brooklyn,891600,32567
1400000US36047056800,"Census Tract 568, Kings County, New York",Brooklyn,867800,29258
1400000US36047056900,"Census Tract 569, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047057000,"Census Tract 570, Kings County, New York",Brooklyn,224400,51721
1400000US36047057100,"Census Tract 571, Kings County, New York",Brooklyn,1115900,362728
1400000US36047057200,"Census Tract 572, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047057300,"Census Tract 573, Kings County, New York",Brooklyn,1715400,460722
1400000US36047057400,"Census Tract 574, Kings County, New York",Brooklyn,812500,53520
1400000US36047057500,"Census Tract 575, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047057600,"Census Tract 576, Kings County, New York",Brooklyn,1042300,156245
1400000US36047057800,"Census Tract 578, Kings County, New York",Brooklyn,1085000,178661
1400000US36047057901,"Census Tract 579.01, Kings County, New York",Brooklyn,994600,253150
1400000US36047057902,"Census Tract 579.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047058000,"Census Tract 580, Kings County, New York",Brooklyn,827000,108982
1400000US36047058200,"Census Tract 582, Kings County, New York",Brooklyn,719300,563087
1400000US36047058400,"Census Tract 584, Kings County, New York",Brooklyn,730900,467461
1400000US36047058600,"Census Tract 586, Kings County, New York",Brooklyn,977800,97588
1400000US36047058800,"Census Tract 588, Kings County, New York",Brooklyn,642200,114448
1400000US36047058901,"Census Tract 589.01, Kings County, New York",Brooklyn,1646600,477358
1400000US36047058902,"Census Tract 589.02, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047059000,"Census Tract 590, Kings County, New York",Brooklyn,844700,82205
1400000US36047059100,"Census Tract 591, Kings County, New York",Brooklyn,1794600,790925
1400000US36047059200,"Census Tract 592, Kings County, New York",Brooklyn,845400,38487
1400000US36047059300,"Census Tract 593, Kings County, New York",Brooklyn,1250000,357539
1400000US36047059402,"Census Tract 594.02, Kings County, New York",Brooklyn,896200,55004
1400000US36047059403,"Census Tract 594.03, Kings County, New York",Brooklyn,1007600,135036
1400000US36047059404,"Census Tract 594.04, Kings County, New York",Brooklyn,910400,45261
1400000US36047059600,"Census Tract 596, Kings County, New York",Brooklyn,-666666666,-222222222
1400000US36047059800,"Census Tract 598, Kings County, New York",Brooklyn,785500,447072
1400000US36047060000,"Census Tract 600, Kings County, New York",Brooklyn,715700,169602
1400000US36047060600,"Census Tract 606, Kings County, New York",Brooklyn,453900,99229
1400000US36047060800,"Census Tract 608, Kings County, New York",Brooklyn,661900,89835
1400000US36047061002,"Census Tract 610.02, Kings County, New York",Brooklyn,667600,120085
1400000US36047061003,"Census Tract 610.03, Kings County, New York",Brooklyn,674700,65934
1400000US36047061004,"Census Tract 610.04, Kings County, New York",Brooklyn,853200,33822
1400000US36047061200,"Census Tract 612, Kings County, New York",Brooklyn,1241500,517274
1400000US36047061600,"Census Tract 616, Kings County, New York",Brooklyn,1173300,80147
1400000US36047062000,"Census Tract 620, Kings County, New York",Brooklyn,1236100,502576
1400000US36047062200,"Census Tract 622, Kings County, New York",Brooklyn,549200,157302
1400000US36047062600,"Census Tract 626, Kings County, New York",Brooklyn,405400,217531
1400000US36047062800,"Census Tract 628, Kings County, New York",Brooklyn,663300,23132
1400000US36047063200,"Census Tract 632, Kings County, New York",Brooklyn,393400,223244
1400000US36047063600,"Census Tract 636, Kings County, New York",Brooklyn,727300,79679
1400000US36047063800,"Census Tract 638, Kings County, New York",Brooklyn,833500,29159
1400000US36047064000,"Census Tract 640, Kings County, New York",Brooklyn,877100,29997
1400000US36047064200,"Census Tract 642, Kings County, New York",Brooklyn,1209400,116411
1400000US36047064400,"Census Tract 644, Kings County, New York",Brooklyn,964800,65402
1400000US36047064600,"Census Tract 646, Kings County, New York",Brooklyn,870800,26504
