geoid,tract_name,borough,B05002_E001,B05002_M001,B05002_E002,B05002_M002,B05002_E003,B05002_M003,B05002_E004,B05002_M004,B05002_E005,B05002_M005,B05002_E006,B05002_M006,B05002_E007,B05002_M007,B05002_E008,B05002_M008,B05002_E009,B05002_M009,B05002_E010,B05002_M010,B05002_E011,B05002_M011,B05002_E012,B05002_M012,B05002_E013,B05002_M013,B05002_E014,B05002_M014,B05002_E015,B05002_M015,B05002_E016,B05002_M016,B05002_E017,B05002_M017,B05002_E018,B05002_M018,B05002_E019,B05002_M019,B05002_E020,B05002_M020,B05002_E021,B05002_M021,B05002_E022,B05002_M022,B05002_E023,B05002_M023,B05002_E024,B05002_M024,B05002_E025,B05002_M025,B05002_E026,B05002_M026,B05002_E027,B05002_M027
1400000US36061014602,"Census Tract 146.02, New York County, New York",Manhattan,8144,1094,6548,1012,3593,837,2796,563,1574,506,299,174,419,202,504,280,159,151,68,98,0,19,91,92,1596,440,1121,349,432,250,404,180,42,76,0,19,210,154,33,54,475,218,116,102,68,64,101,133,96,111,94,85,0,19
1400000US36061014700,"Census Tract 147, New York County, New York",Manhattan,2840,711,1787,505,933,320,799,281,374,220,90,53,181,78,154,103,55,44,8,13,0,14,47,41,1053,311,467,143,87,60,277,107,32,39,0,14,71,66,0,14,586,244,141,80,381,241,0,14,0,14,37,31,27,32
1400000US36061014801,"Census Tract 148.01, New York County, New York",Manhattan,3127,423,2688,379,1700,282,923,199,439,148,261,147,177,74,46,31,65,46,18,22,0,14,47,40,439,193,250,119,98,65,29,42,59,69,0,14,56,58,8,12,189,113,70,54,43,44,0,14,0,14,58,91,18,28
1400000US36061014802,"Census Tract 148.02, New York County, New York",Manhattan,7150,1096,5086,664,3115,552,1888,429,652,193,653,243,374,192,209,92,83,68,0,19,0,19,83,68,2064,664,1534,625,719,321,184,106,0,19,45,71,569,557,17,30,530,213,140,110,197,139,0,19,38,42,110,81,45,65
1400000US36061014900,"Census Tract 149, New York County, New York",Manhattan,6074,798,4324,640,2126,532,2129,436,918,252,365,177,600,224,246,156,69,67,10,28,11,27,48,53,1750,509,819,314,379,270,298,145,35,42,0,19,107,80,0,19,931,398,378,312,383,290,8,18,7,17,139,81,16,20
1400000US36061015001,"Census Tract 150.01, New York County, New York",Manhattan,2141,308,1663,306,944,241,650,169,398,131,46,37,123,66,83,83,69,63,0,14,0,14,69,63,478,149,223,80,115,56,33,28,0,14,0,14,22,33,53,68,255,122,73,63,45,38,0,14,52,69,49,53,36,40
1400000US36061015002,"Census Tract 150.02, New York County, New York",Manhattan,4904,552,3944,522,2335,404,1561,323,741,219,306,143,411,177,103,74,48,48,0,14,0,14,48,48,960,255,809,249,338,151,280,130,0,14,38,44,153,110,0,14,151,105,69,79,41,51,1,2,0,14,0,14,40,64
1400000US36061015101,"Census Tract 151.01, New York County, New York",Manhattan,3476,432,2541,447,1928,383,418,196,125,100,20,26,170,111,103,103,195,139,120,121,14,25,61,60,935,260,656,255,22,35,372,277,28,50,0,14,234,144,0,14,279,175,17,28,134,111,61,107,18,30,49,45,0,14
1400000US36061015102,"Census Tract 151.02, New York County, New York",Manhattan,9611,1640,6504,1611,4409,1389,1980,619,715,338,257,193,857,403,151,136,115,115,70,106,0,19,45,53,3107,840,1532,551,241,173,773,313,122,130,42,67,354,244,0,19,1575,628,368,255,778,439,56,108,42,57,208,230,123,154
1400000US36061015200,"Census Tract 152, New York County, New York",Manhattan,7667,846,5958,781,3883,719,1608,372,1103,365,187,105,225,148,93,70,467,282,243,239,0,19,224,133,1709,554,966,303,192,156,216,122,209,234,0,19,329,160,20,32,743,452,155,189,247,186,25,40,0,19,240,284,76,74
1400000US36061015301,"Census Tract 153.01, New York County, New York",Manhattan,4799,903,3827,777,2022,568,1573,531,495,277,278,190,443,254,357,318,232,206,122,182,0,14,110,119,972,282,682,263,386,225,178,164,0,14,27,42,91,72,0,14,290,150,46,55,136,106,0,14,10,15,84,103,14,24
1400000US36061015302,"Census Tract 153.02, New York County, New York",Manhattan,5448,672,4030,626,2351,484,1438,352,404,159,467,180,342,202,225,154,241,167,32,41,0,19,209,155,1418,472,599,262,110,133,381,212,0,19,0,19,90,120,18,31,819,433,471,344,277,248,0,19,0,19,59,60,12,20
1400000US36061015401,"Census Tract 154.01, New York County, New York",Manhattan,4594,896,3332,722,1580,455,1639,544,908,498,222,165,207,128,302,162,113,116,12,20,0,14,101,123,1262,621,478,257,147,190,231,130,0,14,0,14,43,49,57,65,784,506,62,100,284,184,271,414,129,210,0,14,38,59
1400000US36061015402,"Census Tract 154.02, New York County, New York",Manhattan,3724,1120,2575,930,990,374,1482,866,452,384,167,113,562,488,301,225,103,119,0,14,0,14,103,119,1149,427,656,310,78,88,228,134,0,14,0,14,320,277,30,42,493,303,51,64,397,292,0,14,0,14,45,61,0,14
1400000US36061015403,"Census Tract 154.03, New York County, New York",Manhattan,5055,885,3556,639,2505,567,1017,281,347,172,213,143,119,81,338,156,34,39,34,39,0,19,0,19,1499,678,822,238,329,193,255,152,152,163,0,19,86,107,0,19,677,595,37,47,479,563,33,56,0,19,128,185,0,19
1400000US36061015501,"Census Tract 155.01, New York County, New York",Manhattan,4969,1209,3625,829,2424,688,1124,381,612,250,37,42,191,112,284,236,77,108,0,14,0,14,77,108,1344,635,823,544,332,184,166,129,286,448,0,14,0,14,39,46,521,290,13,30,402,275,0,14,0,14,92,97,14,23
1400000US36061015502,"Census Tract 155.02, New York County, New York",Manhattan,5500,945,4556,900,2675,505,1622,741,361,165,661,584,429,226,171,98,259,257,0,19,0,19,259,257,944,257,674,248,414,259,189,133,0,19,14,24,22,36,35,44,270,144,54,56,85,83,0,19,88,97,0,19,43,68
1400000US36061015601,"Census Tract 156.01, New York County, New York",Manhattan,5172,579,3554,506,1654,323,1639,432,442,177,280,167,653,307,264,115,261,218,216,208,0,19,45,46,1618,472,686,317,8,21,349,147,232,236,0,19,97,92,0,19,932,267,254,142,382,211,141,145,0,19,106,78,49,92
1400000US36061015602,"Census Tract 156.02, New York County, New York",Manhattan,2244,396,1576,460,909,395,612,275,27,27,103,104,179,121,303,241,55,38,49,38,0,14,6,10,668,229,574,242,66,72,255,195,44,85,0,14,209,158,0,14,94,85,9,14,61,79,6,11,0,14,7,11,11,22
1400000US36061015700,"Census Tract 157, New York County, New York",Manhattan,10669,1158,7991,1300,3246,943,4330,1070,1433,595,1290,778,967,498,640,467,415,250,140,85,0,21,275,189,2678,1047,966,466,520,387,439,244,0,21,0,21,7,16,0,21,1712,990,639,433,795,895,0,21,119,123,109,122,50,76
1400000US36061015801,"Census Tract 158.01, New York County, New York",Manhattan,5188,688,4282,578,1903,379,1957,391,728,249,418,184,530,275,281,171,422,248,60,69,0,19,362,220,906,321,368,201,95,68,148,86,0,19,0,19,125,167,0,19,538,254,163,123,165,121,0,19,8,13,171,199,31,39
1400000US36061015802,"Census Tract 158.02, New York County, New York",Manhattan,4260,460,3066,522,1490,476,1442,315,587,236,300,160,368,130,187,93,134,111,76,95,0,14,58,38,1194,220,310,114,10,21,117,66,12,20,0,14,171,90,0,14,884,192,258,82,556,199,9,15,0,14,60,40,1,2
1400000US36061015900,"Census Tract 159, New York County, New York",Manhattan,9194,1493,7112,1352,4062,965,2804,669,1402,536,311,196,616,255,475,230,246,192,129,160,0,19,117,116,2082,599,885,270,112,77,584,216,9,14,0,19,23,39,157,127,1197,555,469,409,353,262,42,70,45,59,236,245,52,59
1400000US36061016001,"Census Tract 160.01, New York County, New York",Manhattan,3118,460,2476,450,1775,341,681,187,187,81,208,121,171,88,115,73,20,21,0,14,0,14,20,21,642,210,421,182,237,128,161,106,0,14,0,14,12,20,11,18,221,122,66,55,80,78,0,14,0,14,69,74,6,9
1400000US36061016002,"Census Tract 160.02, New York County, New York",Manhattan,3183,817,1902,279,887,232,909,203,236,83,251,97,249,145,173,85,106,84,42,63,0,14,64,54,1281,773,536,516,56,45,72,50,0,14,0,14,397,508,11,18,745,319,259,135,249,132,1,6,33,35,189,237,14,25
1400000US36061016100,"Census Tract 161, New York County, New York",Manhattan,5756,821,4527,811,2087,414,2256,700,647,220,344,159,721,576,544,260,184,108,37,42,0,19,147,105,1229,305,703,216,234,116,114,74,89,85,117,169,132,116,17,27,526,241,251,151,79,59,67,93,48,62,69,65,12,18
1400000US36061016200,"Census Tract 162, New York County, New York",Manhattan,9320,1665,6638,1537,5608,1524,730,324,114,155,0,19,395,227,221,246,300,204,300,204,0,19,0,19,2682,898,1887,768,58,87,252,193,89,94,0,19,1488,697,0,19,795,414,93,151,336,219,63,108,0,19,303,267,0,19
1400000US36061016300,"Census Tract 163, New York County, New York",Manhattan,7253,1572,5835,1584,3129,953,2563,773,1373,596,429,209,481,222,280,143,143,100,0,19,7,13,136,100,1418,393,917,349,213,89,415,245,60,77,0,19,210,196,19,31,501,319,244,284,115,114,0,19,18,31,39,46,85,80
1400000US36061016400,"Census Tract 164, New York County, New York",Manhattan,8310,1129,6597,1064,4586,734,773,220,203,114,70,74,302,163,198,132,1238,742,1019,728,0,19,219,162,1713,523,956,310,53,64,239,154,71,74,0,19,593,253,0,19,757,383,50,59,174,157,83,106,58,81,392,271,0,19
1400000US36061016500,"Census Tract 165, New York County, New York",Manhattan,7098,924,5410,724,3162,556,2055,442,836,271,439,177,576,240,204,115,193,110,0,19,0,19,193,110,1688,720,884,481,241,153,158,116,27,42,0,19,458,468,0,19,804,463,361,382,275,247,0,19,17,28,93,91,58,57
1400000US36061016600,"Census Tract 166, New York County, New York",Manhattan,6888,879,4931,722,3405,671,1120,319,299,124,253,177,340,177,228,147,406,208,361,203,0,19,45,53,1957,643,1108,566,35,44,626,575,16,22,0,19,409,234,22,36,849,355,144,203,300,158,24,34,0,19,381,226,0,19
1400000US36061016700,"Census Tract 167, New York County, New York",Manhattan,7884,937,6327,840,4011,745,2209,440,1002,346,381,144,407,184,419,184,107,90,22,32,0,19,85,86,1557,595,420,214,138,120,202,151,18,30,0,19,62,70,0,19,1137,575,354,202,100,81,64,81,447,445,61,79,111,67
1400000US36061016800,"Census Tract 168, New York County, New York",Manhattan,5041,645,4107,653,3254,692,526,198,113,80,66,49,182,88,165,139,327,119,242,102,0,19,85,62,934,305,506,168,51,58,63,66,42,41,0,19,350,142,0,19,428,251,60,84,87,86,46,74,0,19,205,215,30,46
1400000US36061016900,"Census Tract 169, New York County, New York",Manhattan,8103,1049,6476,888,3207,778,3209,597,1266,476,704,259,912,410,327,216,60,71,0,19,0,19,60,71,1627,581,621,284,102,104,282,143,0,19,0,19,191,215,46,79,1006,534,408,394,447,300,118,181,0,19,33,55,0,19
1400000US36061017000,"Census Tract 170, New York County, New York",Manhattan,8791,1602,5252,944,4044,906,573,210,76,109,119,68,257,148,121,113,635,245,586,244,0,19,49,49,3539,1159,2126,1093,37,50,1501,1096,0,19,0,19,530,209,58,92,1413,524,38,45,287,166,200,322,0,19,888,342,0,19
1400000US36061017100,"Census Tract 171, New York County, New York",Manhattan,8464,1620,6451,1112,3494,684,2882,695,926,420,301,166,1050,505,605,337,75,77,0,19,0,19,75,77,2013,1244,1249,680,789,662,125,143,47,67,0,19,209,156,79,89,764,612,553,600,89,106,0,19,0,19,55,62,67,77
1400000US36061017200,"Census Tract 172, New York County, New York",Manhattan,5630,1252,4610,1300,3750,1315,484,172,123,102,9,15,218,134,134,98,376,159,298,133,0,19,78,88,1020,308,570,233,57,70,126,106,61,81,0,19,262,167,0,19,450,245,0,19,111,97,92,146,0,19,247,171,0,19
1400000US36061017300,"Census Tract 173, New York County, New York",Manhattan,9343,1095,7568,1201,4671,903,2673,682,928,395,886,413,383,207,476,306,224,247,78,83,0,19,146,220,1775,558,632,332,130,116,218,148,0,19,0,19,284,282,0,19,1143,460,333,239,278,208,0,19,29,52,368,303,135,93
1400000US36061017401,"Census Tract 174.01, New York County, New York",Manhattan,5321,793,3685,723,2680,742,564,208,205,132,77,80,264,144,18,29,441,207,381,211,0,19,60,73,1636,455,987,326,0,19,299,212,17,29,0,19,671,309,0,19,649,322,0,19,202,172,189,199,0,19,258,169,0,19
1400000US36061017402,"Census Tract 174.02, New York County, New York",Manhattan,2887,454,2099,332,1471,321,510,128,84,54,130,89,256,95,40,36,118,81,33,30,18,29,67,87,788,276,328,190,61,60,120,154,77,73,0,14,70,65,0,14,460,236,33,37,139,171,137,138,11,16,140,64,0,14
1400000US36061017500,"Census Tract 175, New York County, New York",Manhattan,10499,1812,8658,1056,5656,989,2770,538,1099,342,590,243,648,273,433,260,232,154,79,70,0,21,153,131,1841,1153,1006,799,148,81,183,79,73,102,0,21,602,782,0,21,835,444,476,279,87,83,7,13,45,73,184,272,36,62
1400000US36061017700,"Census Tract 177, New York County, New York",Manhattan,10030,2436,7958,2394,5064,2404,2612,604,954,420,342,221,759,417,557,299,282,216,215,210,0,21,67,69,2072,604,820,310,192,133,239,153,0,21,37,64,352,232,0,21,1252,562,195,193,126,97,0,21,37,64,894,623,0,21
1400000US36061017800,"Census Tract 178, New York County, New York",Manhattan,3786,655,2736,577,1607,439,947,343,373,209,43,43,145,124,386,230,182,126,182,126,0,14,0,14,1050,379,420,255,1,7,301,257,0,14,0,14,97,79,21,33,630,278,99,88,118,99,0,14,0,14,413,261,0,14
1400000US36061017900,"Census Tract 179, New York County, New York",Manhattan,9875,2061,7752,1940,4942,1567,2494,602,1271,537,551,275,603,290,69,71,316,167,115,118,0,19,201,150,2123,801,901,470,113,130,366,315,0,19,115,117,177,125,130,202,1222,632,183,154,276,271,19,33,48,79,680,558,16,28
1400000US36061018000,"Census Tract 180, New York County, New York",Manhattan,6980,1048,5268,720,4047,798,781,296,155,129,52,44,438,260,136,96,440,345,259,228,0,19,181,279,1712,696,879,355,70,80,235,132,0,19,0,19,574,324,0,19,833,482,56,53,66,65,0,19,9,20,668,476,34,56
1400000US36061018100,"Census Tract 181, New York County, New York",Manhattan,8408,1289,6922,1162,4613,986,2272,651,1025,321,327,207,834,487,86,111,37,59,37,59,0,19,0,19,1486,493,1015,387,347,303,253,222,51,93,98,114,234,180,32,52,471,349,190,163,281,318,0,19,0,19,0,19,0,19
1400000US36061018200,"Census Tract 182, New York County, New York",Manhattan,7266,945,5750,910,4754,986,688,269,154,109,91,69,317,220,126,119,308,172,260,154,48,75,0,19,1516,405,903,325,25,40,273,202,104,148,0,19,496,278,5,8,613,233,174,160,118,87,79,127,0,19,232,133,10,14
1400000US36061018300,"Census Tract 183, New York County, New York",Manhattan,8440,1430,6394,1048,4060,844,2266,651,738,384,204,166,638,442,686,361,68,81,15,58,0,19,53,67,2046,749,1393,715,563,279,115,114,0,19,0,19,366,263,349,514,653,287,152,115,306,196,22,34,0,19,173,119,0,19
1400000US36061018400,"Census Tract 184, New York County, New York",Manhattan,8225,1272,6687,1190,5716,1155,577,254,228,160,32,35,289,195,28,32,394,215,338,192,0,19,56,86,1538,583,858,349,17,36,269,170,117,142,0,19,455,283,0,19,680,432,0,19,50,70,77,88,0,19,553,422,0,19
1400000US36061018500,"Census Tract 185, New York County, New York",Manhattan,5060,716,3934,656,2507,618,1323,312,526,191,380,198,213,97,204,101,104,113,40,46,0,19,64,102,1126,363,495,244,188,97,94,71,60,58,18,29,135,140,0,19,631,354,149,116,410,319,0,19,0,19,72,84,0,19
1400000US36061018600,"Census Tract 186, New York County, New York",Manhattan,6104,1122,3998,663,3292,669,513,230,99,70,45,49,327,198,42,49,193,176,176,174,0,19,17,28,2106,841,1364,511,0,19,0,19,600,393,0,19,764,364,0,19,742,451,124,126,10,22,309,311,0,19,299,222,0,19
1400000US36061018700,"Census Tract 187, New York County, New York",Manhattan,9907,2526,7683,1893,4859,1400,2505,758,1257,604,360,201,531,263,357,195,319,101,146,118,0,19,173,133,2224,844,1631,777,313,254,440,224,48,57,0,19,830,736,0,19,593,404,124,143,94,73,123,142,0,19,242,296,10,17
1400000US36061018800,"Census Tract 188, New York County, New York",Manhattan,4685,809,2571,524,1982,507,430,184,67,68,99,87,219,119,45,71,159,121,126,114,0,14,33,36,2114,637,804,218,53,72,175,139,17,60,0,14,559,221,0,14,1310,561,157,127,77,92,51,78,0,14,1025,542,0,14
1400000US36061018900,"Census Tract 189, New York County, New York",Manhattan,10267,1409,7649,1163,4789,1188,2092,512,483,243,336,150,720,270,553,370,768,423,584,402,56,71,128,175,2618,743,1266,452,162,170,333,261,145,209,0,21,595,295,31,54,1352,527,98,84,535,353,187,221,32,54,500,276,0,21
1400000US36061019000,"Census Tract 190, New York County, New York",Manhattan,3735,481,2629,408,1626,321,900,212,259,97,184,91,343,110,114,118,103,67,55,52,0,14,48,45,1106,250,711,184,22,26,218,111,238,138,0,14,175,96,58,47,395,174,52,59,113,91,48,43,0,14,125,101,57,67
1400000US36061019100,"Census Tract 191, New York County, New York",Manhattan,8055,1111,6418,963,3370,654,2885,657,1019,350,490,222,772,400,604,387,163,138,53,81,0,19,110,107,1637,412,950,351,34,45,313,196,182,189,0,19,391,199,30,48,687,304,281,218,124,135,0,19,0,19,253,184,29,48
1400000US36061019200,"Census Tract 192, New York County, New York",Manhattan,3868,593,3222,607,2456,513,532,266,108,93,14,21,375,245,35,45,234,119,219,118,0,14,15,24,646,206,276,93,17,27,0,14,45,75,0,14,214,84,0,14,370,188,21,34,35,46,0,14,0,14,314,179,0,14
1400000US36061019300,"Census Tract 193, New York County, New York",Manhattan,9211,1198,6951,943,4270,877,1913,512,776,377,191,138,752,387,194,127,768,425,291,250,0,19,477,325,2260,724,707,292,34,55,279,136,0,19,0,19,394,257,0,19,1553,651,551,283,439,285,0,19,18,34,545,457,0,19
1400000US36061019400,"Census Tract 194, New York County, New York",Manhattan,5879,657,4597,666,3277,605,738,264,188,140,136,136,358,201,56,54,582,331,526,308,0,19,56,72,1282,574,622,347,0,19,93,93,0,19,0,19,529,310,0,19,660,385,0,19,249,191,12,20,0,19,398,331,1,3
1400000US36061019500,"Census Tract 195, New York County, New York",Manhattan,7632,928,5655,728,3491,690,1961,384,650,266,383,189,704,195,224,105,203,166,135,150,0,19,68,71,1977,501,924,359,157,88,261,160,131,202,0,19,368,174,7,17,1053,356,136,117,400,262,259,187,0,19,241,154,17,27
1400000US36061019600,"Census Tract 196, New York County, New York",Manhattan,4166,655,2877,596,2110,538,384,171,37,41,49,81,254,146,44,42,383,178,375,179,8,14,0,14,1289,343,1039,339,60,58,245,155,49,79,0,14,685,296,0,14,250,109,14,36,72,55,0,14,0,14,164,97,0,14
1400000US36061019701,"Census Tract 197.01, New York County, New York",Manhattan,962,135,608,136,265,83,300,88,69,44,44,42,101,47,86,58,43,34,15,22,0,14,28,26,354,79,94,42,32,22,32,26,8,13,0,14,22,21,0,14,260,65,37,28,184,64,6,9,0,14,10,14,23,21
1400000US36061019702,"Census Tract 197.02, New York County, New York",Manhattan,2531,518,1787,416,955,333,743,273,97,68,130,61,323,152,193,174,89,45,30,34,0,14,59,35,744,246,307,125,110,66,94,74,8,13,0,14,95,76,0,14,437,180,61,54,172,117,0,14,0,14,157,108,47,55
1400000US36061019800,"Census Tract 198, New York County, New York",Manhattan,2511,644,2095,640,1254,282,768,513,409,487,55,71,243,109,61,48,73,70,46,51,0,14,27,52,416,155,268,126,6,14,86,72,10,15,12,20,146,91,8,12,148,71,27,24,62,60,0,14,6,11,50,43,3,5
1400000US36061019900,"Census Tract 199, New York County, New York",Manhattan,8918,864,6180,486,3118,387,2749,499,786,249,555,234,691,205,717,192,313,133,146,114,0,19,167,94,2738,663,1080,443,257,133,619,416,0,19,0,19,203,112,1,3,1658,531,526,484,794,224,131,116,19,27,153,86,35,61
1400000US36061020000,"Census Tract 200, New York County, New York",Manhattan,2763,445,2190,352,1128,289,1021,296,254,159,186,121,437,183,144,96,41,55,0,14,0,14,41,55,573,206,380,177,154,143,45,58,78,63,0,14,103,88,0,14,193,107,80,53,10,17,68,80,0,14,35,73,0,14
1400000US36061020101,"Census Tract 201.01, New York County, New York",Manhattan,1968,170,1364,207,922,299,392,129,81,41,82,47,165,83,64,39,50,36,0,14,0,14,50,36,604,241,175,96,143,87,5,8,14,21,0,14,1,3,12,23,429,194,58,56,278,117,17,20,11,23,53,81,12,23
1400000US36061020102,"Census Tract 201.02, New York County, New York",Manhattan,4148,633,2808,501,1826,316,952,298,321,130,131,98,358,207,142,88,30,31,0,14,0,14,30,31,1340,472,688,301,96,74,85,64,169,276,0,14,338,190,0,14,652,283,108,106,81,55,67,91,0,14,345,258,51,53
1400000US36061020300,"Census Tract 203, New York County, New York",Manhattan,3989,244,2602,263,939,255,1491,192,401,132,138,62,514,147,438,162,172,84,59,59,0,14,113,49,1387,205,158,74,1,2,119,68,0,14,0,14,33,33,5,13,1229,202,90,58,1059,201,12,15,0,14,48,32,20,18
1400000US36061020500,"Census Tract 205, New York County, New York",Manhattan,5532,412,4168,397,2124,355,1893,270,638,162,199,71,356,101,700,179,151,82,9,17,0,19,142,84,1364,274,352,100,165,67,110,53,14,18,0,19,50,48,13,20,1012,278,352,228,467,147,32,37,13,15,128,77,20,24
1400000US36061020600,"Census Tract 206, New York County, New York",Manhattan,3481,564,2509,402,1762,336,559,182,223,115,44,46,165,98,127,122,188,126,122,113,0,14,66,65,972,550,505,392,326,318,5,8,49,75,0,14,125,94,0,14,467,285,139,134,176,240,32,54,0,14,82,66,38,52
1400000US36061020701,"Census Tract 207.01, New York County, New York",Manhattan,2826,350,1394,276,646,253,696,143,201,67,136,77,145,71,214,71,52,35,0,14,0,14,52,35,1432,302,169,93,6,11,97,66,21,29,0,14,45,42,0,14,1263,298,183,99,522,172,12,19,228,244,269,122,49,37
1400000US36061020800,"Census Tract 208, New York County, New York",Manhattan,5391,1032,4097,822,3059,786,887,389,308,219,152,114,349,218,78,72,151,148,0,19,12,19,139,149,1294,416,561,269,18,29,83,81,270,194,0,19,190,150,0,19,733,289,421,248,112,103,116,114,0,19,42,40,42,68
1400000US36061020901,"Census Tract 209.01, New York County, New York",Manhattan,3656,648,2842,684,2368,604,437,296,239,249,78,71,98,57,22,37,37,37,21,26,0,14,16,25,814,230,567,200,0,14,170,129,35,29,0,14,362,166,0,14,247,131,0,14,0,14,71,53,0,14,176,119,0,14
1400000US36061021000,"Census Tract 210, New York County, New York",Manhattan,6552,1071,5675,929,4112,784,1515,499,612,296,56,52,804,345,43,49,48,54,0,19,0,19,48,54,877,392,440,222,0,19,52,61,28,48,0,19,360,213,0,19,437,342,0,19,0,19,197,272,0,19,240,203,0,19
1400000US36061021100,"Census Tract 211, New York County, New York",Manhattan,9865,1532,6702,1267,3584,950,2997,723,885,473,767,369,1097,467,248,204,121,108,53,71,0,19,68,77,3163,752,930,448,142,171,220,201,29,53,0,19,539,362,0,19,2233,532,250,144,1077,397,96,79,13,27,619,317,178,219
1400000US36061021200,"Census Tract 212, New York County, New York",Manhattan,5225,643,4364,747,3068,614,1128,315,236,126,218,157,651,269,23,27,168,116,148,115,7,14,13,19,861,340,308,162,29,43,104,86,56,62,0,19,119,79,0,19,553,271,30,36,42,45,298,223,0,19,183,181,0,19
1400000US36061021303,"Census Tract 213.03, New York County, New York",Manhattan,5804,944,4114,905,2948,791,976,337,259,146,275,147,361,203,81,76,190,179,49,70,0,19,141,174,1690,519,760,339,0,19,95,98,279,198,0,19,386,209,0,19,930,353,74,135,198,126,330,189,26,46,302,191,0,19
1400000US36061021400,"Census Tract 214, New York County, New York",Manhattan,2953,355,2599,343,1482,336,1117,282,273,150,136,77,695,259,13,20,0,14,0,14,0,14,0,14,354,179,187,131,0,14,4,12,17,28,0,14,166,124,0,14,167,145,112,125,7,24,48,76,0,14,0,14,0,14
1400000US36061021500,"Census Tract 215, New York County, New York",Manhattan,3863,490,2878,509,2022,494,822,201,149,107,170,96,379,123,124,77,34,39,34,39,0,14,0,14,985,261,563,202,0,14,96,66,264,173,0,14,203,124,0,14,422,172,27,31,28,31,42,60,0,14,325,154,0,14
1400000US36061021600,"Census Tract 216, New York County, New York",Manhattan,8912,1212,6687,787,4614,758,2011,349,451,173,208,121,800,284,552,246,62,63,0,19,0,19,62,63,2225,854,1447,860,197,122,117,75,613,656,0,19,520,421,0,19,778,464,55,77,57,48,397,368,0,19,253,188,16,26
1400000US36061021703,"Census Tract 217.03, New York County, New York",Manhattan,348,14,280,36,158,125,93,109,24,33,10,20,45,54,14,36,29,27,0,14,0,14,29,27,68,35,38,12,0,14,10,20,0,14,0,14,28,26,0,14,30,27,0,14,15,36,0,14,0,14,15,24,0,14
1400000US36061021800,"Census Tract 218, New York County, New York",Manhattan,6128,1129,3924,661,2131,517,1629,416,413,211,334,166,516,216,366,178,164,131,0,19,8,30,156,122,2204,899,1401,672,171,162,552,588,146,145,0,19,515,238,17,26,803,532,150,206,31,43,118,105,193,304,284,269,27,45
1400000US36061021900,"Census Tract 219, New York County, New York",Manhattan,5390,1027,4423,1077,3619,1014,604,334,75,89,44,71,318,173,167,194,200,150,200,150,0,19,0,19,967,352,380,130,27,26,16,30,31,53,0,19,306,124,0,19,587,304,0,19,0,19,112,113,0,19,475,279,0,19
1400000US36061022000,"Census Tract 220, New York County, New York",Manhattan,6087,901,5008,899,3069,712,1879,716,724,624,241,150,635,263,279,189,60,79,5,12,0,19,55,73,1079,384,613,259,28,37,18,30,134,123,0,19,433,253,0,19,466,266,150,118,9,17,156,184,13,21,73,88,65,98
1400000US36061022102,"Census Tract 221.02, New York County, New York",Manhattan,2350,479,1795,423,1024,279,673,242,128,72,89,67,389,197,67,42,98,71,5,8,0,14,93,70,555,154,260,71,43,40,20,30,0,14,0,14,197,69,0,14,295,139,103,96,0,14,85,81,0,14,98,90,9,15
1400000US36061022200,"Census Tract 222, New York County, New York",Manhattan,3595,584,2790,513,1693,504,1058,283,349,191,266,103,350,196,93,75,39,44,7,13,0,14,32,37,805,273,511,213,58,46,177,131,49,61,0,14,206,146,21,26,294,124,37,33,20,28,60,79,17,25,88,70,72,83
1400000US36061022301,"Census Tract 223.01, New York County, New York",Manhattan,7226,994,4532,818,2303,675,1712,594,352,197,143,105,976,539,241,158,517,366,195,204,0,19,322,333,2694,577,1818,452,170,182,142,123,94,156,0,19,1412,394,0,19,876,422,37,55,83,105,77,129,0,19,679,392,0,19
1400000US36061022302,"Census Tract 223.02, New York County, New York",Manhattan,2870,387,1805,327,987,249,651,184,268,159,89,58,214,85,80,54,167,102,167,102,0,14,0,14,1065,238,766,200,17,25,35,42,0,14,0,14,714,198,0,14,299,155,17,28,32,39,0,14,0,14,241,157,9,14
1400000US36061022400,"Census Tract 224, New York County, New York",Manhattan,6682,1280,5165,990,4469,953,565,214,159,112,141,116,225,140,40,40,131,90,131,90,0,19,0,19,1517,475,1029,383,22,38,6,18,110,128,0,19,891,357,0,19,488,245,60,66,52,60,131,133,0,19,245,187,0,19
1400000US36061022500,"Census Tract 225, New York County, New York",Manhattan,11327,1519,6406,1316,4602,1003,1562,469,464,251,271,141,707,383,120,88,242,162,182,129,0,21,60,90,4921,800,2584,629,48,58,135,104,50,77,0,21,2351,628,0,21,2337,481,316,200,113,80,92,87,0,21,1787,414,29,44
1400000US36061022600,"Census Tract 226, New York County, New York",Manhattan,5673,844,4265,713,3282,684,921,254,363,200,80,85,314,127,164,118,62,61,2,4,14,30,46,53,1408,419,896,321,78,85,171,195,335,210,0,19,312,157,0,19,512,240,26,44,80,132,56,65,0,19,350,177,0,19
1400000US36061022700,"Census Tract 227, New York County, New York",Manhattan,5887,902,4172,781,2722,490,1262,583,411,173,61,76,232,129,558,499,188,130,68,74,0,19,120,109,1715,708,920,443,0,19,77,72,0,19,0,19,817,458,26,42,795,370,10,21,39,51,20,47,0,19,667,377,59,84
