geoid,tract_name,borough,B05002_E001,B05002_M001,B05002_E002,B05002_M002,B05002_E003,B05002_M003,B05002_E004,B05002_M004,B05002_E005,B05002_M005,B05002_E006,B05002_M006,B05002_E007,B05002_M007,B05002_E008,B05002_M008,B05002_E009,B05002_M009,B05002_E010,B05002_M010,B05002_E011,B05002_M011,B05002_E012,B05002_M012,B05002_E013,B05002_M013,B05002_E014,B05002_M014,B05002_E015,B05002_M015,B05002_E016,B05002_M016,B05002_E017,B05002_M017,B05002_E018,B05002_M018,B05002_E019,B05002_M019,B05002_E020,B05002_M020,B05002_E021,B05002_M021,B05002_E022,B05002_M022,B05002_E023,B05002_M023,B05002_E024,B05002_M024,B05002_E025,B05002_M025,B05002_E026,B05002_M026,B05002_E027,B05002_M027
1400000US36047004100,"Census Tract 41, Kings County, New York",Brooklyn,3314,485,2891,442,1634,360,1220,223,402,103,164,72,388,131,266,107,37,29,6,11,0,14,31,28,423,136,179,84,68,44,54,49,10,16,8,14,39,34,0,14,244,99,138,89,40,28,0,14,22,24,34,41,10,15
1400000US36047004300,"Census Tract 43, Kings County, New York",Brooklyn,3769,429,2963,360,1508,303,1332,239,406,135,601,196,225,96,100,65,123,92,54,75,0,14,69,53,806,273,403,148,53,44,200,99,0,14,0,14,84,74,66,51,403,219,111,70,145,97,0,14,0,14,141,139,6,11
1400000US36047004400,"Census Tract 44, Kings County, New York",Brooklyn,2255,267,1808,250,1532,239,224,80,32,36,89,53,54,35,49,44,52,40,7,11,0,14,45,39,447,112,369,97,152,84,144,62,0,14,7,12,66,51,0,14,78,47,51,39,15,22,0,14,0,14,12,15,0,14
1400000US36047004500,"Census Tract 45, Kings County, New York",Brooklyn,3898,612,2848,428,1367,263,1408,302,536,197,250,165,294,124,328,127,73,54,15,25,0,14,58,48,1050,413,447,222,196,132,79,53,2,5,0,14,170,156,0,14,603,315,434,287,19,19,12,14,11,14,122,117,5,7
1400000US36047004600,"Census Tract 46, Kings County, New York",Brooklyn,1143,223,784,199,677,199,101,41,49,37,8,12,9,12,35,36,6,10,0,14,0,14,6,10,359,114,254,87,116,66,138,68,0,14,0,14,0,14,0,14,105,79,47,64,28,33,0,14,0,14,30,30,0,14
1400000US36047004700,"Census Tract 47, Kings County, New York",Brooklyn,1999,292,1714,269,1109,275,527,113,154,73,112,49,78,44,183,91,78,43,65,42,0,14,13,14,285,80,196,69,42,31,39,32,15,27,0,14,95,63,5,8,89,52,40,40,40,33,0,14,0,14,1,3,8,9
1400000US36047004900,"Census Tract 49, Kings County, New York",Brooklyn,2795,419,2465,409,1379,228,1011,280,319,113,210,87,328,197,154,81,75,52,33,35,0,14,42,40,330,97,130,67,51,40,14,20,0,14,0,14,65,50,0,14,200,78,108,60,15,18,21,31,0,14,32,29,24,29
1400000US36047005000,"Census Tract 50, Kings County, New York",Brooklyn,2564,450,2049,411,1738,403,255,149,86,60,67,66,74,76,28,40,56,55,0,14,0,14,56,55,515,182,414,159,80,48,195,113,0,14,0,14,139,121,0,14,101,79,34,46,36,55,19,29,0,14,12,18,0,14
1400000US36047005100,"Census Tract 51, Kings County, New York",Brooklyn,2439,548,2198,537,1124,295,1045,291,450,149,229,95,197,168,169,73,29,28,0,14,0,14,29,28,241,111,133,75,57,57,65,50,0,14,0,14,0,14,11,18,108,90,64,74,36,38,0,14,0,14,0,14,8,13
1400000US36047005201,"Census Tract 52.01, Kings County, New York",Brooklyn,1751,214,1099,200,872,172,216,85,131,49,21,25,53,50,11,18,11,18,11,18,0,14,0,14,652,185,497,140,345,136,127,51,0,14,0,14,14,20,11,16,155,82,84,63,71,46,0,14,0,14,0,14,0,14
1400000US36047005202,"Census Tract 52.02, Kings County, New York",Brooklyn,2681,369,1927,275,1714,262,170,86,83,55,0,14,76,54,11,18,43,39,17,26,0,14,26,30,754,257,552,230,309,180,179,140,12,20,0,14,52,55,0,14,202,123,71,44,59,82,33,50,0,14,39,57,0,14
1400000US36047005301,"Census Tract 53.01, Kings County, New York",Brooklyn,2095,402,1542,221,955,172,508,130,146,57,104,50,148,59,110,107,79,64,57,60,0,14,22,25,553,350,261,132,150,76,31,38,0,14,0,14,80,117,0,14,292,253,85,50,24,62,0,14,10,16,173,231,0,14
1400000US36047005302,"Census Tract 53.02, Kings County, New York",Brooklyn,123,113,116,114,71,64,45,52,0,14,9,12,0,14,36,51,0,14,0,14,0,14,0,14,7,9,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,9,7,9,0,14,0,14,0,14,0,14,0,14
1400000US36047005303,"Census Tract 53.03, Kings County, New York",Brooklyn,136,70,122,70,15,20,107,66,21,21,70,73,16,21,0,14,0,14,0,14,0,14,0,14,14,20,14,20,0,14,0,14,0,14,0,14,14,20,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36047005400,"Census Tract 54, Kings County, New York",Brooklyn,3425,503,2569,449,2070,484,453,184,153,80,31,26,155,98,114,130,46,39,20,31,0,14,26,26,856,218,607,163,222,106,180,125,58,61,0,14,147,104,0,14,249,130,141,90,48,41,0,14,0,14,60,79,0,14
1400000US36047005601,"Census Tract 56.01, Kings County, New York",Brooklyn,2577,461,1819,297,1384,253,426,168,121,75,134,97,72,56,99,79,9,15,0,14,0,14,9,15,758,405,519,381,118,62,286,362,22,34,0,14,93,62,0,14,239,135,101,82,65,49,0,14,0,14,73,59,0,14
1400000US36047005602,"Census Tract 56.02, Kings County, New York",Brooklyn,1791,273,1326,233,1183,226,107,41,50,36,23,21,34,25,0,14,36,24,7,11,0,14,29,21,465,178,394,181,133,76,252,146,0,14,0,14,9,14,0,14,71,48,33,28,37,31,0,14,0,14,1,3,0,14
1400000US36047005800,"Census Tract 58, Kings County, New York",Brooklyn,3115,469,2208,404,1799,408,359,117,161,90,40,32,56,37,102,76,50,38,0,14,0,14,50,38,907,280,657,240,389,191,188,103,0,14,0,14,80,82,0,14,250,126,76,53,103,70,0,14,40,59,31,28,0,14
1400000US36047005900,"Census Tract 59, Kings County, New York",Brooklyn,1518,181,1347,160,804,152,507,144,222,103,101,56,101,61,83,48,36,39,13,23,0,14,23,33,171,87,59,50,0,14,22,35,0,14,0,14,35,33,2,9,112,66,24,27,23,25,0,14,38,30,27,38,0,14
1400000US36047006000,"Census Tract 60, Kings County, New York",Brooklyn,2793,597,1537,411,1336,414,131,62,14,16,67,45,40,39,10,16,70,45,25,24,0,14,45,40,1256,382,833,319,188,108,318,155,167,250,0,14,160,103,0,14,423,173,33,34,113,117,8,12,0,14,269,152,0,14
1400000US36047006200,"Census Tract 62, Kings County, New York",Brooklyn,2653,609,1551,367,1230,292,254,134,69,54,35,53,109,87,41,49,67,54,48,44,0,14,19,31,1102,351,562,191,125,80,241,155,136,104,0,14,60,51,0,14,540,283,51,49,269,182,4,9,0,14,197,205,19,30
1400000US36047006300,"Census Tract 63, Kings County, New York",Brooklyn,1904,333,1588,327,802,219,781,202,183,58,350,162,127,48,121,70,5,8,0,14,0,14,5,8,316,71,157,44,43,28,48,23,0,14,0,14,60,36,6,10,159,59,71,36,56,44,0,14,5,9,9,10,18,17
1400000US36047006400,"Census Tract 64, Kings County, New York",Brooklyn,3463,400,2503,426,2124,445,298,142,122,82,103,77,66,85,7,12,81,64,41,54,0,14,40,31,960,310,611,229,70,46,234,142,207,161,0,14,100,62,0,14,349,205,123,134,109,82,76,73,0,14,41,61,0,14
1400000US36047006500,"Census Tract 65, Kings County, New York",Brooklyn,6089,1389,5506,1368,2918,936,2531,638,994,362,650,254,713,371,174,90,57,79,0,19,0,19,57,79,583,244,386,206,129,79,164,173,51,53,0,19,42,52,0,19,197,100,84,69,23,26,50,59,0,19,23,32,17,27
1400000US36047006600,"Census Tract 66, Kings County, New York",Brooklyn,4104,499,2634,445,2028,312,461,294,318,286,30,22,92,53,21,26,145,140,54,63,0,14,91,129,1470,317,1030,270,288,137,391,163,152,137,0,14,199,165,0,14,440,199,86,78,58,43,0,14,0,14,283,193,13,20
1400000US36047006700,"Census Tract 67, Kings County, New York",Brooklyn,4032,611,3504,589,2155,502,1196,302,412,133,180,74,247,103,357,225,153,97,98,95,0,14,55,30,528,178,305,123,57,32,81,60,24,24,0,14,124,99,19,22,223,112,115,74,19,28,53,60,0,14,0,14,36,43
1400000US36047006800,"Census Tract 68, Kings County, New York",Brooklyn,4117,589,2064,381,1855,357,170,95,88,51,23,24,31,35,28,45,39,42,21,35,0,14,18,23,2053,447,1579,427,171,112,559,211,194,134,12,19,643,340,0,14,474,171,102,71,132,95,89,69,0,14,142,118,9,13
1400000US36047006901,"Census Tract 69.01, Kings County, New York",Brooklyn,1785,256,1562,245,809,197,691,158,294,100,131,62,175,84,91,46,62,63,45,63,0,14,17,19,223,86,91,36,41,25,43,29,0,14,0,14,7,9,0,14,132,76,53,37,56,50,0,14,5,9,18,21,0,14
1400000US36047006902,"Census Tract 69.02, Kings County, New York",Brooklyn,1906,305,1575,317,741,244,770,169,262,79,203,109,169,57,136,52,64,54,50,54,0,14,14,15,331,126,73,35,16,18,44,29,0,14,0,14,7,11,6,10,258,126,110,92,21,14,51,72,25,29,14,21,37,26
1400000US36047007000,"Census Tract 70, Kings County, New York",Brooklyn,2591,350,1566,326,1272,254,145,90,81,69,20,26,28,37,16,23,149,108,112,95,0,14,37,58,1025,300,828,274,458,272,129,79,9,14,0,14,232,144,0,14,197,122,58,68,24,31,0,14,0,14,115,95,0,14
1400000US36047007100,"Census Tract 71, Kings County, New York",Brooklyn,4050,721,3118,454,2245,484,654,176,116,62,74,58,365,174,99,50,219,140,185,141,0,14,34,29,932,472,510,371,26,40,137,78,0,14,0,14,347,360,0,14,422,229,86,88,170,129,27,43,0,14,125,108,14,21
1400000US36047007200,"Census Tract 72, Kings County, New York",Brooklyn,1759,353,903,237,704,243,97,92,19,26,60,84,18,20,0,14,102,74,102,74,0,14,0,14,856,274,272,107,22,23,129,73,0,14,0,14,121,78,0,14,584,305,9,14,126,122,0,14,0,14,449,269,0,14
1400000US36047007400,"Census Tract 74, Kings County, New York",Brooklyn,5478,1143,2814,666,2371,674,190,120,50,51,22,26,112,76,6,12,253,193,90,77,0,19,163,174,2664,650,978,265,14,22,570,203,0,19,0,19,394,150,0,19,1686,555,0,19,487,244,0,19,8,16,1191,489,0,19
1400000US36047007500,"Census Tract 75, Kings County, New York",Brooklyn,4766,774,3749,649,2024,508,1588,377,496,208,426,215,438,206,228,134,137,105,74,102,0,14,63,64,1017,441,545,312,281,272,75,66,0,14,18,29,171,133,0,14,472,323,225,158,125,143,0,14,11,20,111,161,0,14
1400000US36047007600,"Census Tract 76, Kings County, New York",Brooklyn,4096,885,2223,617,1742,574,267,112,14,20,37,54,205,105,11,16,214,141,172,119,0,14,42,62,1873,412,722,300,110,67,219,174,0,14,0,14,393,241,0,14,1151,378,29,32,356,223,0,14,0,14,753,376,13,21
1400000US36047007700,"Census Tract 77, Kings County, New York",Brooklyn,5974,732,5051,687,2598,580,2251,468,595,241,413,197,911,358,332,178,202,133,176,125,0,19,26,32,923,333,546,295,233,160,54,52,173,234,0,19,59,60,27,43,377,167,188,120,48,47,0,19,14,23,52,77,75,91
1400000US36047007800,"Census Tract 78, Kings County, New York",Brooklyn,4713,877,3107,688,2571,644,401,146,130,82,93,81,110,73,68,56,135,115,127,114,0,14,8,14,1606,312,539,170,0,14,161,90,0,14,0,14,378,148,0,14,1067,261,54,51,240,147,0,14,0,14,773,282,0,14
1400000US36047008000,"Census Tract 80, Kings County, New York",Brooklyn,3296,452,1918,427,1318,381,384,126,134,66,45,38,83,50,122,97,216,110,187,108,0,14,29,36,1378,330,567,190,11,17,179,89,0,14,0,14,377,195,0,14,811,331,39,38,180,114,0,14,0,14,582,294,10,14
1400000US36047008200,"Census Tract 82, Kings County, New York",Brooklyn,3985,676,2279,495,1384,324,712,269,454,243,76,53,107,60,75,57,183,107,181,108,0,14,2,5,1706,368,944,325,44,43,163,97,0,14,0,14,737,316,0,14,762,246,0,14,123,82,0,14,0,14,639,218,0,14
1400000US36047008400,"Census Tract 84, Kings County, New York",Brooklyn,2994,875,1528,315,1030,262,396,157,127,87,137,99,53,47,79,66,102,98,102,98,0,14,0,14,1466,836,226,157,11,19,53,50,22,27,0,14,140,136,0,14,1240,757,8,11,91,65,0,14,0,14,1141,753,0,14
1400000US36047008500,"Census Tract 85, Kings County, New York",Brooklyn,6401,1256,4659,886,3675,915,357,293,59,86,0,19,276,273,22,34,627,340,412,202,0,19,215,255,1742,632,948,420,0,19,130,116,0,19,0,19,818,396,0,19,794,506,0,19,181,183,24,43,0,19,589,477,0,19
1400000US36047008600,"Census Tract 86, Kings County, New York",Brooklyn,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36047008800,"Census Tract 88, Kings County, New York",Brooklyn,3221,527,1869,331,1210,323,616,255,168,187,111,87,85,56,252,145,43,60,0,14,0,14,43,60,1352,329,668,216,31,38,490,253,0,14,0,14,147,126,0,14,684,375,30,51,20,32,0,14,0,14,634,376,0,14
1400000US36047009001,"Census Tract 90.01, Kings County, New York",Brooklyn,1305,289,682,226,620,210,10,16,0,14,0,14,0,14,10,16,52,46,29,40,0,14,23,26,623,145,337,121,81,58,147,65,0,14,0,14,109,85,0,14,286,142,12,18,35,32,0,14,0,14,239,144,0,14
1400000US36047009002,"Census Tract 90.02, Kings County, New York",Brooklyn,1549,620,772,449,689,442,54,49,27,32,6,20,11,17,10,16,29,49,29,49,0,14,0,14,777,272,255,103,6,12,127,99,0,14,0,14,122,62,0,14,522,255,0,14,221,145,0,14,0,14,301,237,0,14
1400000US36047009201,"Census Tract 92.01, Kings County, New York",Brooklyn,1986,336,851,320,522,164,198,109,38,32,25,23,83,83,52,47,131,156,30,33,0,14,101,150,1135,299,430,115,0,14,309,93,0,14,0,14,121,89,0,14,705,285,18,20,323,148,0,14,0,14,364,307,0,14
1400000US36047009202,"Census Tract 92.02, Kings County, New York",Brooklyn,2648,666,1003,411,816,400,157,85,100,75,32,30,25,29,0,14,30,32,30,32,0,14,0,14,1645,397,713,221,41,45,362,177,0,14,0,14,310,128,0,14,932,356,13,20,364,194,20,33,0,14,535,306,0,14
1400000US36047009401,"Census Tract 94.01, Kings County, New York",Brooklyn,1946,336,806,176,713,182,49,43,19,24,0,14,26,30,4,11,44,41,30,35,0,14,14,14,1140,192,574,150,11,17,513,141,0,14,0,14,50,43,0,14,566,109,5,10,457,111,0,14,0,14,104,53,0,14
1400000US36047009402,"Census Tract 94.02, Kings County, New York",Brooklyn,3280,665,1488,415,1273,366,118,112,16,23,0,14,64,100,38,41,97,64,6,12,0,14,91,65,1792,414,676,241,138,77,436,211,21,33,0,14,81,77,0,14,1116,347,238,190,574,231,0,14,0,14,304,196,0,14
1400000US36047009600,"Census Tract 96, Kings County, New York",Brooklyn,6040,740,3403,597,2593,417,537,355,164,146,59,52,37,35,277,215,273,172,273,172,0,19,0,19,2637,436,864,231,32,35,476,162,0,19,0,19,356,156,0,19,1773,419,21,35,779,321,0,19,0,19,973,379,0,19
1400000US36047009800,"Census Tract 98, Kings County, New York",Brooklyn,6713,901,2894,559,2620,560,105,97,0,19,15,24,44,53,46,73,169,97,139,100,0,19,30,56,3819,659,983,265,0,19,591,161,21,35,0,19,359,209,12,19,2836,595,0,19,1309,386,9,13,13,20,1505,513,0,19
1400000US36047010000,"Census Tract 100, Kings County, New York",Brooklyn,5489,1131,2388,654,1946,572,129,109,80,90,23,31,11,18,15,24,313,246,313,246,0,19,0,19,3101,713,1095,326,0,19,781,333,0,19,0,19,314,178,0,19,2006,672,8,21,1023,369,12,18,0,19,963,696,0,19
1400000US36047010100,"Census Tract 101, Kings County, New York",Brooklyn,4606,722,3395,508,2242,443,746,217,334,112,168,93,175,140,69,55,407,182,216,135,0,14,191,148,1211,394,396,225,34,43,30,35,14,24,0,14,318,206,0,14,815,403,72,66,58,85,11,27,0,14,674,401,0,14
1400000US36047010200,"Census Tract 102, Kings County, New York",Brooklyn,5201,809,2321,489,1851,401,343,223,25,29,101,84,137,123,80,96,127,115,127,115,0,19,0,19,2880,536,832,184,97,95,611,149,0,19,0,19,124,86,0,19,2048,491,21,19,1456,504,34,44,0,19,537,229,0,19
1400000US36047010401,"Census Tract 104.01, Kings County, New York",Brooklyn,2060,422,633,162,571,141,30,89,19,51,0,14,11,38,0,14,32,35,23,36,0,14,9,13,1427,369,490,114,0,14,437,108,23,42,0,14,30,38,0,14,937,328,10,33,825,327,0,14,0,14,102,90,0,14
1400000US36047010402,"Census Tract 104.02, Kings County, New York",Brooklyn,2174,675,676,178,647,171,4,6,0,14,0,14,0,14,4,6,25,30,18,27,0,14,7,11,1498,599,541,163,57,66,432,144,0,14,0,14,52,43,0,14,957,567,32,49,821,555,0,14,0,14,104,81,0,14
1400000US36047010601,"Census Tract 106.01, Kings County, New York",Brooklyn,2138,457,821,294,716,280,76,109,0,14,0,14,76,109,0,14,29,30,0,14,0,14,29,30,1317,350,529,222,0,14,481,219,0,14,0,14,48,61,0,14,788,261,0,14,500,183,0,14,0,14,288,212,0,14
1400000US36047010602,"Census Tract 106.02, Kings County, New York",Brooklyn,2088,717,477,193,395,181,40,51,10,20,10,20,12,19,8,13,42,48,0,14,0,14,42,48,1611,600,737,432,27,41,710,427,0,14,0,14,0,14,0,14,874,341,0,14,786,319,0,14,0,14,88,140,0,14
1400000US36047010801,"Census Tract 108.01, Kings County, New York",Brooklyn,1878,346,449,178,428,175,0,14,0,14,0,14,0,14,0,14,21,25,0,14,0,14,21,25,1429,305,424,149,0,14,416,150,0,14,0,14,8,12,0,14,1005,292,0,14,890,252,0,14,0,14,115,156,0,14
1400000US36047010802,"Census Tract 108.02, Kings County, New York",Brooklyn,2419,737,746,219,687,213,59,55,47,50,0,14,12,18,0,14,0,14,0,14,0,14,0,14,1673,728,503,150,38,38,329,131,0,14,0,14,136,138,0,14,1170,689,8,18,1106,685,20,30,0,14,36,33,0,14
1400000US36047011000,"Census Tract 110, Kings County, New York",Brooklyn,2535,722,1275,322,1074,340,80,64,34,30,0,14,46,58,0,14,121,89,73,70,0,14,48,56,1260,637,570,167,5,11,271,87,0,14,0,14,294,159,0,14,690,617,35,48,569,607,0,14,0,14,86,90,0,14
1400000US36047011200,"Census Tract 112, Kings County, New York",Brooklyn,6611,1138,3571,1073,3223,1077,65,67,0,19,0,19,41,57,24,38,283,178,90,97,0,19,193,157,3040,593,1421,409,146,120,820,297,0,19,0,19,455,331,0,19,1619,577,344,397,361,203,0,19,0,19,914,450,0,19
1400000US36047011400,"Census Tract 114, Kings County, New York",Brooklyn,3683,1021,2310,726,2129,663,128,201,30,133,20,26,68,74,10,15,53,47,39,40,0,14,14,19,1373,478,486,216,197,183,199,112,0,14,0,14,90,69,0,14,887,461,0,14,541,326,6,16,0,14,297,271,43,47
1400000US36047011600,"Census Tract 116, Kings County, New York",Brooklyn,3233,754,1057,332,993,322,37,37,2,5,20,31,3,7,12,16,27,30,0,14,0,14,27,30,2176,555,1050,454,25,31,942,437,0,14,0,14,83,79,0,14,1126,312,5,8,976,304,0,14,0,14,145,128,0,14
1400000US36047011700,"Census Tract 117, Kings County, New York",Brooklyn,2792,450,2294,317,1238,388,921,272,314,124,197,100,226,94,184,104,135,94,91,77,0,14,44,57,498,235,193,85,40,44,63,48,0,14,0,14,90,68,0,14,305,200,83,58,123,156,0,14,0,14,88,114,11,18
1400000US36047011800,"Census Tract 118, Kings County, New York",Brooklyn,1867,364,598,162,528,156,31,34,6,10,20,27,5,7,0,14,39,34,0,14,0,14,39,34,1269,296,561,140,9,10,455,137,30,60,0,14,67,97,0,14,708,260,0,14,635,266,18,29,0,14,38,48,17,26
1400000US36047011901,"Census Tract 119.01, Kings County, New York",Brooklyn,1378,187,1041,184,590,144,425,94,154,53,94,63,127,52,50,29,26,24,0,14,0,14,26,24,337,117,178,83,54,37,28,24,0,14,14,19,82,63,0,14,159,81,14,20,59,52,4,6,13,19,51,52,18,21
1400000US36047011902,"Census Tract 119.02, Kings County, New York",Brooklyn,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36047012000,"Census Tract 120, Kings County, New York",Brooklyn,1225,416,557,261,482,183,75,101,8,13,53,99,0,14,14,16,0,14,0,14,0,14,0,14,668,190,402,182,0,14,332,184,0,14,0,14,70,107,0,14,266,89,0,14,222,85,0,14,0,14,44,50,0,14
1400000US36047012100,"Census Tract 121, Kings County, New York",Brooklyn,2157,482,1745,479,968,434,644,91,216,62,160,68,120,48,148,64,133,91,33,28,0,14,100,89,412,104,232,71,50,30,83,42,33,34,0,14,66,42,0,14,180,68,48,37,44,34,0,14,0,14,59,47,29,35
1400000US36047012200,"Census Tract 122, Kings County, New York",Brooklyn,4655,984,2107,581,1879,560,190,124,85,74,24,38,20,30,61,97,38,37,38,37,0,14,0,14,2548,653,987,319,54,92,543,192,0,14,0,14,390,248,0,14,1561,575,46,56,523,324,12,18,17,20,963,457,0,14
1400000US36047012600,"Census Tract 126, Kings County, New York",Brooklyn,3020,477,1529,271,1114,206,182,151,68,73,5,8,90,82,19,14,233,218,9,13,0,14,224,218,1491,279,754,202,85,57,374,152,181,127,0,14,112,71,2,5,737,197,0,14,382,150,90,81,16,24,249,131,0,14
1400000US36047012700,"Census Tract 127, Kings County, New York",Brooklyn,4286,464,3808,453,2603,377,931,322,287,99,119,66,414,285,111,72,274,126,245,125,0,14,29,26,478,204,251,165,27,30,87,80,0,14,0,14,137,127,0,14,227,122,52,45,127,92,26,41,0,14,11,27,11,17
1400000US36047012801,"Census Tract 128.01, Kings County, New York",Brooklyn,1987,289,1110,264,836,233,158,80,32,34,79,56,30,46,17,17,116,116,27,31,0,14,89,114,877,220,528,183,25,27,338,123,89,114,0,14,76,65,0,14,349,114,13,16,306,113,0,14,0,14,16,24,14,23
1400000US36047012901,"Census Tract 129.01, Kings County, New York",Brooklyn,2539,404,2024,350,859,255,1128,357,395,173,134,94,381,131,218,157,37,35,24,30,0,14,13,21,515,182,240,100,131,80,46,33,15,24,0,14,48,42,0,14,275,148,89,74,11,13,0,14,0,14,168,139,7,13
1400000US36047012902,"Census Tract 129.02, Kings County, New York",Brooklyn,3822,462,3165,434,1438,315,1587,340,437,166,345,157,471,174,334,191,140,104,53,60,0,14,87,80,657,280,265,100,89,58,70,68,0,14,0,14,65,62,41,39,392,257,95,100,27,25,99,134,11,17,120,119,40,48
1400000US36047013000,"Census Tract 130, Kings County, New York",Brooklyn,5598,856,3441,664,2725,532,440,135,215,107,58,47,114,66,53,41,276,273,26,34,0,19,250,269,2157,437,1114,359,160,111,683,327,102,75,0,19,169,83,0,19,1043,425,55,57,170,87,0,19,0,19,818,422,0,19
1400000US36047013100,"Census Tract 131, Kings County, New York",Brooklyn,3533,548,2992,479,1518,437,1319,209,361,109,249,84,468,133,241,103,155,75,92,63,0,14,63,45,541,216,385,194,37,32,49,47,50,79,0,14,204,140,45,40,156,82,45,42,42,36,0,14,40,43,19,29,10,18
1400000US36047013200,"Census Tract 132, Kings County, New York",Brooklyn,2088,566,1113,340,1031,338,76,45,14,16,25,26,23,19,14,16,6,11,0,14,0,14,6,11,975,308,490,141,139,118,331,100,0,14,0,14,20,22,0,14,485,265,60,83,193,116,0,14,0,14,232,232,0,14
1400000US36047013300,"Census Tract 133, Kings County, New York",Brooklyn,4264,560,3654,551,1890,388,1523,329,596,209,363,150,345,135,219,84,241,121,62,95,0,14,179,97,610,139,331,100,83,55,149,90,0,14,0,14,99,65,0,14,279,102,87,41,46,32,14,23,0,14,104,81,28,32
1400000US36047013400,"Census Tract 134, Kings County, New York",Brooklyn,4209,628,2863,453,2096,429,596,215,206,99,122,77,257,161,11,19,171,86,30,42,0,14,141,82,1346,320,716,190,51,49,483,166,23,27,0,14,159,102,0,14,630,226,36,35,409,194,0,14,0,14,174,115,11,17
1400000US36047013500,"Census Tract 135, Kings County, New York",Brooklyn,4294,526,3744,533,2081,395,1432,321,338,123,382,139,306,132,406,201,231,132,30,27,0,14,201,131,550,134,283,100,58,55,139,58,0,14,16,25,57,45,13,21,267,102,146,78,58,41,0,14,0,14,47,53,16,26
1400000US36047013600,"Census Tract 136, Kings County, New York",Brooklyn,4090,534,3168,514,2609,490,468,182,193,112,87,69,122,85,66,47,91,80,67,78,12,18,12,18,922,247,685,234,250,146,285,166,0,14,0,14,150,109,0,14,237,100,64,45,120,71,0,14,0,14,53,57,0,14
1400000US36047013700,"Census Tract 137, Kings County, New York",Brooklyn,3101,448,2676,442,1409,345,1233,266,407,151,309,110,296,139,221,91,34,31,23,26,0,14,11,16,425,140,200,87,41,37,54,39,0,14,0,14,88,75,17,25,225,104,66,55,30,27,8,13,35,41,49,52,37,37
1400000US36047013800,"Census Tract 138, Kings County, New York",Brooklyn,3800,600,2586,532,2014,426,442,209,143,90,63,75,48,36,188,153,130,81,53,59,0,14,77,73,1214,275,772,213,161,89,310,199,170,90,0,14,131,94,0,14,442,165,79,60,259,148,8,17,0,14,89,98,7,14
1400000US36047013900,"Census Tract 139, Kings County, New York",Brooklyn,3574,500,2958,462,1866,383,1050,243,398,115,198,131,229,96,225,106,42,44,0,14,0,14,42,44,616,211,395,175,129,91,145,131,7,13,0,14,114,63,0,14,221,129,50,78,57,64,0,14,19,27,95,80,0,14
1400000US36047014000,"Census Tract 140, Kings County, New York",Brooklyn,1791,459,1051,265,960,264,81,43,43,27,0,14,22,18,16,18,10,12,6,10,0,14,4,7,740,359,483,253,101,72,204,93,159,213,0,14,14,22,5,9,257,144,79,95,104,77,67,89,0,14,5,8,2,5
1400000US36047014101,"Census Tract 141.01, Kings County, New York",Brooklyn,1483,181,1195,162,605,137,530,105,192,68,74,44,120,63,144,68,60,37,11,16,0,14,49,34,288,89,192,78,65,52,107,55,0,14,0,14,0,14,20,12,96,50,27,26,47,26,5,8,0,14,17,30,0,14
1400000US36047014102,"Census Tract 141.02, Kings County, New York",Brooklyn,2032,396,1339,209,684,170,532,115,248,66,102,54,98,46,84,53,123,103,70,62,0,14,53,52,693,341,497,332,64,40,191,191,23,26,0,14,196,275,23,20,196,82,103,67,71,40,0,14,8,11,14,22,0,14
1400000US36047014200,"Census Tract 142, Kings County, New York",Brooklyn,3534,687,2345,594,1762,524,381,238,81,100,19,22,210,177,71,67,202,159,49,52,0,14,153,155,1189,288,858,246,296,192,309,147,157,72,0,14,96,82,0,14,331,142,176,116,29,33,93,76,0,14,33,29,0,14
1400000US36047014300,"Census Tract 143, Kings County, New York",Brooklyn,3675,642,2890,465,1830,417,977,274,216,129,215,106,317,134,229,117,83,81,20,25,0,14,63,80,785,314,491,274,61,69,36,30,6,11,13,18,237,196,138,190,294,146,45,34,4,6,0,14,89,108,147,97,9,15
1400000US36047014500,"Census Tract 145, Kings County, New York",Brooklyn,4681,693,3812,652,2231,535,1474,324,505,175,173,79,484,170,312,207,107,68,86,63,0,14,21,24,869,279,444,155,61,56,107,70,0,14,0,14,276,142,0,14,425,243,71,68,113,78,0,14,0,14,228,174,13,21
1400000US36047014700,"Census Tract 147, Kings County, New York",Brooklyn,2373,400,2051,388,1239,284,657,154,263,86,135,70,178,76,81,51,155,58,51,32,0,14,104,55,322,104,217,73,60,49,63,37,0,14,6,10,77,41,11,12,105,53,59,38,23,24,0,14,8,12,0,14,15,15
