geoid,tract_name,borough,B15003_E001,B15003_M001,B15003_E002,B15003_M002,B15003_E003,B15003_M003,B15003_E004,B15003_M004,B15003_E005,B15003_M005,B15003_E006,B15003_M006,B15003_E007,B15003_M007,B15003_E008,B15003_M008,B15003_E009,B15003_M009,B15003_E010,B15003_M010,B15003_E011,B15003_M011,B15003_E012,B15003_M012,B15003_E013,B15003_M013,B15003_E014,B15003_M014,B15003_E015,B15003_M015,B15003_E016,B15003_M016,B15003_E017,B15003_M017,B15003_E018,B15003_M018,B15003_E019,B15003_M019,B15003_E020,B15003_M020,B15003_E021,B15003_M021,B15003_E022,B15003_M022,B15003_E023,B15003_M023,B15003_E024,B15003_M024,B15003_E025,B15003_M025
1400000US36061002700,"Census Tract 27, New York County, New York",Manhattan,984,287,42,33,0,14,0,14,5,8,0,14,0,14,0,14,11,11,24,15,6,9,6,7,15,14,11,20,0,14,69,35,114,59,6,12,7,10,29,27,32,31,408,235,174,67,18,20,7,9
1400000US36061002800,"Census Tract 28, New York County, New York",Manhattan,5399,889,180,124,0,19,0,19,0,19,0,19,0,19,0,19,0,19,40,48,65,76,89,98,132,181,0,19,25,32,62,56,685,241,175,118,480,225,332,170,264,144,1984,667,417,215,237,152,232,236
1400000US36061002901,"Census Tract 29.01, New York County, New York",Manhattan,507,70,19,21,0,14,0,14,19,21,0,14,0,14,19,21,0,14,9,22,0,14,33,26,72,52,6,14,33,23,31,49,157,93,50,23,0,14,15,25,36,33,6,14,1,3,0,14,1,3
1400000US36061002902,"Census Tract 29.02, New York County, New York",Manhattan,3072,801,119,95,0,14,0,14,0,14,0,14,0,14,0,14,73,66,31,48,0,14,80,88,137,132,56,87,28,46,420,168,167,99,20,29,202,174,350,258,67,60,1029,522,209,127,54,69,30,36
1400000US36061003001,"Census Tract 30.01, New York County, New York",Manhattan,3065,433,36,59,0,14,0,14,0,14,0,14,9,15,0,14,34,55,118,122,10,24,0,14,46,50,24,42,0,14,104,111,348,270,24,36,238,152,135,84,113,98,1246,320,330,164,182,120,68,67
1400000US36061003002,"Census Tract 30.02, New York County, New York",Manhattan,2413,270,57,49,0,14,0,14,0,14,0,14,11,16,0,14,15,23,0,14,13,21,106,93,0,14,15,20,4,6,76,57,204,109,68,86,28,28,147,79,142,94,986,246,473,165,48,32,20,23
1400000US36061003100,"Census Tract 31, New York County, New York",Manhattan,1464,301,31,38,0,14,0,14,0,14,0,14,0,14,0,14,0,14,33,30,0,14,18,22,31,53,11,6,7,15,40,43,206,199,3,8,20,18,33,25,14,12,650,160,266,85,79,44,22,22
1400000US36061003200,"Census Tract 32, New York County, New York",Manhattan,6502,1090,92,133,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,29,49,28,55,21,49,27,60,0,19,202,137,122,132,116,141,488,304,323,291,3728,1032,1174,439,78,93,74,73
1400000US36061003300,"Census Tract 33, New York County, New York",Manhattan,4643,619,12,21,0,19,0,19,0,19,15,27,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,36,52,0,19,0,19,67,63,95,84,36,61,2785,577,883,285,441,207,273,271
1400000US36061003400,"Census Tract 34, New York County, New York",Manhattan,5226,975,200,185,150,223,0,19,0,19,0,19,49,71,0,19,0,19,9,18,0,19,0,19,0,19,8,20,75,124,18,54,199,184,43,57,48,69,176,140,205,236,2465,745,1213,520,0,19,368,268
1400000US36061003601,"Census Tract 36.01, New York County, New York",Manhattan,2555,391,117,71,0,14,0,14,0,14,0,14,47,37,21,32,52,41,94,83,0,14,43,53,106,89,29,38,49,51,38,64,308,156,137,82,60,56,251,128,85,72,741,280,245,158,39,40,93,98
1400000US36061003602,"Census Tract 36.02, New York County, New York",Manhattan,2665,374,51,55,0,14,0,14,0,14,0,14,0,14,0,14,0,14,18,21,0,14,40,54,54,80,51,37,48,60,17,27,239,126,89,63,32,43,208,134,158,111,1109,255,484,172,34,31,33,24
1400000US36061003700,"Census Tract 37, New York County, New York",Manhattan,2857,626,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,18,28,0,14,0,14,51,57,0,14,0,14,133,112,31,31,1714,615,558,224,212,116,140,173
1400000US36061003800,"Census Tract 38, New York County, New York",Manhattan,5645,1225,31,48,0,19,0,19,0,19,0,19,0,19,0,19,82,111,0,19,0,19,39,62,0,19,6,8,0,19,0,19,242,150,32,27,238,222,437,225,155,163,2858,752,586,307,570,677,369,258
1400000US36061003900,"Census Tract 39, New York County, New York",Manhattan,4668,1081,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,32,51,24,43,0,19,0,19,4,8,779,534,0,19,3,6,321,181,127,123,1960,741,817,233,534,221,67,57
1400000US36061004001,"Census Tract 40.01, New York County, New York",Manhattan,2222,428,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,19,0,14,9,17,0,14,0,14,0,14,0,14,210,137,0,14,9,17,245,152,8,17,962,318,511,254,177,115,83,75
1400000US36061004002,"Census Tract 40.02, New York County, New York",Manhattan,3983,1703,51,65,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,19,32,211,137,0,19,125,112,155,104,0,19,2215,1563,616,198,269,156,322,423
1400000US36061004100,"Census Tract 41, New York County, New York",Manhattan,5078,1257,239,146,0,19,0,19,0,19,0,19,0,19,0,19,54,86,98,120,28,36,3,15,360,312,35,81,16,29,82,87,498,285,105,110,59,62,159,132,101,80,1971,744,627,262,603,478,40,46
1400000US36061004200,"Census Tract 42, New York County, New York",Manhattan,1874,338,80,78,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,9,15,7,13,55,62,90,82,0,19,0,19,84,74,11,18,735,262,487,158,162,93,154,95
1400000US36061004300,"Census Tract 43, New York County, New York",Manhattan,3070,545,152,125,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,25,0,14,30,49,0,14,3,4,22,33,72,77,116,94,11,16,0,14,189,131,100,73,1459,517,576,224,326,174,1,2
1400000US36061004400,"Census Tract 44, New York County, New York",Manhattan,13888,1940,336,256,0,21,0,21,0,21,0,21,0,21,0,21,0,21,26,62,0,21,0,21,0,21,0,21,68,110,0,21,158,140,0,21,162,174,1120,811,284,242,6355,1446,4046,1134,914,455,419,416
1400000US36061004500,"Census Tract 45, New York County, New York",Manhattan,692,129,32,27,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,27,29,0,14,18,18,5,8,1,2,411,99,140,59,48,41,10,14
1400000US36061004700,"Census Tract 47, New York County, New York",Manhattan,1841,441,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,35,52,0,14,0,14,85,70,39,36,1018,455,511,205,90,59,63,50
1400000US36061004800,"Census Tract 48, New York County, New York",Manhattan,4593,582,41,45,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4,8,16,26,43,41,9,15,0,19,164,122,57,57,37,56,130,77,152,147,1892,399,1269,383,530,232,249,117
1400000US36061004900,"Census Tract 49, New York County, New York",Manhattan,3569,766,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,204,154,0,14,17,28,121,81,77,66,1965,655,744,248,264,136,177,93
1400000US36061005000,"Census Tract 50, New York County, New York",Manhattan,3861,524,88,113,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,23,35,0,14,0,14,0,14,0,14,21,35,51,57,42,46,19,30,106,125,1604,378,1264,321,551,233,92,65
1400000US36061005200,"Census Tract 52, New York County, New York",Manhattan,2183,312,26,38,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,17,31,28,9,16,20,26,44,35,68,46,750,170,826,199,318,138,81,58
1400000US36061005400,"Census Tract 54, New York County, New York",Manhattan,3944,539,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,21,46,0,14,0,14,5,9,9,21,0,14,0,14,60,55,0,14,7,17,196,119,0,14,1613,333,1463,457,387,229,183,108
1400000US36061005501,"Census Tract 55.01, New York County, New York",Manhattan,4081,589,47,74,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,13,24,200,177,0,19,87,97,63,66,107,120,1599,354,454,175,430,220,1081,346
1400000US36061005502,"Census Tract 55.02, New York County, New York",Manhattan,1535,243,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,22,0,14,75,62,49,75,9,14,43,35,11,17,677,211,459,158,167,110,37,40
1400000US36061005600,"Census Tract 56, New York County, New York",Manhattan,3333,703,41,62,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,45,90,120,186,94,126,5,20,523,374,27,45,159,148,226,236,76,60,981,247,703,278,292,156,41,41
1400000US36061005700,"Census Tract 57, New York County, New York",Manhattan,2005,439,40,63,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,26,25,0,14,6,10,76,55,71,51,826,187,572,337,307,105,81,46
1400000US36061005800,"Census Tract 58, New York County, New York",Manhattan,3286,451,89,99,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,25,38,60,71,0,14,26,42,174,168,77,73,1498,297,782,294,495,213,60,76
1400000US36061005900,"Census Tract 59, New York County, New York",Manhattan,3569,555,24,38,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,27,43,0,19,0,19,68,74,0,19,0,19,69,55,0,19,1573,377,1169,351,348,157,291,172
1400000US36061006000,"Census Tract 60, New York County, New York",Manhattan,3639,477,100,132,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,26,0,19,0,19,14,23,79,66,19,31,32,40,94,66,90,67,1417,345,1083,269,332,173,363,197
1400000US36061006100,"Census Tract 61, New York County, New York",Manhattan,3011,598,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,6,10,72,54,121,74,38,43,47,47,1479,561,810,236,369,170,69,91
1400000US36061006200,"Census Tract 62, New York County, New York",Manhattan,2574,355,0,14,0,14,0,14,0,14,0,14,0,14,13,14,0,14,0,14,0,14,9,18,32,32,54,47,7,27,0,14,256,114,109,72,9,28,105,63,72,46,917,296,487,188,334,121,170,87
1400000US36061006300,"Census Tract 63, New York County, New York",Manhattan,4795,591,21,33,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,2,5,9,15,0,19,202,132,92,142,70,58,234,119,19,32,2084,431,1389,347,430,211,243,122
1400000US36061006400,"Census Tract 64, New York County, New York",Manhattan,5959,970,49,100,0,19,30,46,0,19,0,19,0,19,0,19,0,19,33,50,0,19,0,19,130,166,248,315,0,19,0,19,278,175,0,19,55,62,414,363,185,188,2692,561,861,398,793,298,191,138
1400000US36061006500,"Census Tract 65, New York County, New York",Manhattan,4187,746,20,31,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,46,62,0,19,0,19,133,114,18,24,0,19,148,115,1,4,2544,565,759,345,382,190,136,101
1400000US36061006600,"Census Tract 66, New York County, New York",Manhattan,9412,1749,4,8,0,21,0,21,87,150,0,21,0,21,0,21,0,21,0,21,0,21,3,9,0,21,16,30,44,57,26,40,1382,695,167,168,585,449,1052,604,95,110,3441,637,1779,951,640,563,91,111
1400000US36061006700,"Census Tract 67, New York County, New York",Manhattan,4391,867,9,18,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,14,0,14,44,59,0,14,0,14,0,14,0,14,180,88,33,43,41,42,314,160,0,14,2711,817,782,247,215,148,54,54
1400000US36061006800,"Census Tract 68, New York County, New York",Manhattan,4466,734,18,30,0,19,0,19,0,19,0,19,0,19,0,19,3,8,0,19,0,19,0,19,20,39,12,17,20,42,0,19,190,161,87,87,50,82,250,193,173,164,2426,601,803,339,396,333,18,30
1400000US36061006900,"Census Tract 69, New York County, New York",Manhattan,2083,307,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,37,46,0,14,29,45,9,19,11,17,125,86,6,11,1179,236,425,125,217,94,45,33
1400000US36061007001,"Census Tract 70.01, New York County, New York",Manhattan,3124,769,53,103,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,4,0,14,0,14,0,14,0,14,0,14,16,29,58,64,0,14,49,73,26,48,84,74,1556,734,733,210,325,125,222,48
1400000US36061007002,"Census Tract 70.02, New York County, New York",Manhattan,2597,449,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,9,20,0,14,0,14,0,14,0,14,0,14,0,14,57,63,19,27,47,55,47,43,129,121,1100,254,696,185,331,189,162,145
1400000US36061007100,"Census Tract 71, New York County, New York",Manhattan,4029,889,106,104,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,263,305,17,33,84,107,203,160,39,44,1841,426,845,264,563,282,68,56
1400000US36061007200,"Census Tract 72, New York County, New York",Manhattan,5373,852,147,149,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,19,4,16,0,19,2,6,7,22,282,170,39,30,186,162,155,104,12,19,1957,510,1649,546,663,352,258,180
1400000US36061007300,"Census Tract 73, New York County, New York",Manhattan,4761,756,29,49,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,211,198,11,25,357,416,271,196,65,77,2342,592,867,411,331,245,277,212
1400000US36061007400,"Census Tract 74, New York County, New York",Manhattan,4283,576,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,12,22,26,45,34,66,37,37,26,23,184,175,37,36,30,47,155,145,110,116,1350,389,1769,421,364,200,149,107
1400000US36061007500,"Census Tract 75, New York County, New York",Manhattan,3399,558,23,38,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,19,31,24,39,2,5,21,35,424,352,22,28,77,64,249,188,21,33,1218,355,980,303,192,93,127,98
1400000US36061007600,"Census Tract 76, New York County, New York",Manhattan,1867,250,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,11,51,84,8,29,0,14,0,14,36,41,74,64,17,27,72,55,72,67,627,161,656,206,158,112,95,75
1400000US36061007700,"Census Tract 77, New York County, New York",Manhattan,4835,533,58,97,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,117,99,0,19,41,43,250,148,51,47,2437,347,1415,388,337,181,129,117
1400000US36061007800,"Census Tract 78, New York County, New York",Manhattan,6323,977,5,12,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,42,69,4,7,26,42,85,96,260,389,21,34,457,274,49,102,2446,576,1863,520,826,379,239,182
1400000US36061007900,"Census Tract 79, New York County, New York",Manhattan,3727,670,23,31,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,24,50,0,14,90,116,114,91,35,41,1834,373,1100,468,181,107,326,314
1400000US36061008000,"Census Tract 80, New York County, New York",Manhattan,4275,528,0,19,35,58,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,4,0,19,0,19,0,19,69,58,15,24,19,30,140,89,100,58,2049,475,1103,309,612,220,117,107
1400000US36061008100,"Census Tract 81, New York County, New York",Manhattan,5309,981,48,53,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,34,0,19,0,19,0,19,0,19,0,19,23,32,146,93,103,58,108,91,255,191,65,73,2409,507,1511,536,402,425,228,138
1400000US36061008200,"Census Tract 82, New York County, New York",Manhattan,2799,390,144,104,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,73,41,96,74,123,138,114,88,144,76,15,26,880,283,853,192,228,160,129,120
1400000US36061008300,"Census Tract 83, New York County, New York",Manhattan,3312,515,72,77,0,14,0,14,0,14,0,14,0,14,124,134,0,14,0,14,0,14,73,71,113,162,43,66,55,69,282,333,278,256,12,18,52,74,152,168,29,49,1615,350,169,108,189,126,54,66
1400000US36061008400,"Census Tract 84, New York County, New York",Manhattan,1595,421,17,27,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,25,0,14,0,14,11,24,0,14,17,37,16,25,124,104,15,29,35,38,74,61,0,14,573,215,471,152,67,53,165,179
1400000US36061008601,"Census Tract 86.01, New York County, New York",Manhattan,2485,455,22,39,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,30,50,79,89,44,61,0,14,112,84,0,14,971,316,870,347,206,123,151,99
1400000US36061008602,"Census Tract 86.02, New York County, New York",Manhattan,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36061008603,"Census Tract 86.03, New York County, New York",Manhattan,4148,563,19,29,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,164,117,0,14,20,32,193,115,106,65,1394,338,1316,449,663,270,273,144
1400000US36061008700,"Census Tract 87, New York County, New York",Manhattan,4532,670,0,19,0,19,0,19,0,19,0,19,0,19,22,42,0,19,0,19,0,19,19,35,0,19,72,117,19,35,0,19,498,546,0,19,64,83,101,105,0,19,2147,535,950,293,494,316,146,84
1400000US36061008800,"Census Tract 88, New York County, New York",Manhattan,6930,1045,4,21,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,383,209,0,19,111,106,415,336,88,86,2667,723,1823,443,810,290,629,671
1400000US36061008900,"Census Tract 89, New York County, New York",Manhattan,4605,696,44,70,0,19,0,19,0,19,0,19,0,19,49,80,0,19,0,19,15,76,0,19,113,131,0,19,7,15,67,57,241,116,143,101,19,30,356,219,219,179,2084,436,770,224,280,131,198,146
1400000US36061009000,"Census Tract 90, New York County, New York",Manhattan,6062,990,61,97,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,17,35,113,130,13,30,0,19,17,39,10,20,33,54,510,291,0,19,2480,540,1696,636,647,366,465,516
1400000US36061009100,"Census Tract 91, New York County, New York",Manhattan,5755,581,26,42,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,25,37,58,56,35,24,49,37,39,53,190,119,124,85,185,174,436,187,206,248,2210,471,1564,532,385,184,223,218
1400000US36061009200,"Census Tract 92, New York County, New York",Manhattan,1232,225,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,16,25,92,68,0,14,21,26,87,73,16,21,547,157,377,145,76,52,0,14
1400000US36061009300,"Census Tract 93, New York County, New York",Manhattan,7832,891,39,68,0,19,0,19,0,19,0,19,0,19,0,19,0,19,2,6,19,32,12,11,21,75,0,19,63,218,330,352,371,212,94,112,302,166,678,278,340,271,2402,716,2271,632,434,224,454,250
1400000US36061009400,"Census Tract 94, New York County, New York",Manhattan,54,51,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,6,8,0,14,23,37,0,14,20,22,0,14,5,7,0,14
1400000US36061009500,"Census Tract 95, New York County, New York",Manhattan,2280,309,9,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,19,10,23,0,14,10,20,0,14,108,78,28,35,13,20,216,88,43,33,1128,286,530,167,86,56,91,72
1400000US36061009600,"Census Tract 96, New York County, New York",Manhattan,314,231,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,40,8,26,20,40,20,40,7,11,35,49,31,66,20,40,25,41,24,40,56,34,48,44,0,14,0,14
1400000US36061009700,"Census Tract 97, New York County, New York",Manhattan,4315,671,124,82,0,14,0,14,0,14,0,14,0,14,0,14,31,47,30,35,0,14,36,43,54,46,0,14,0,14,47,55,417,253,67,58,340,237,319,159,81,67,1631,500,941,340,76,91,121,114
1400000US36061009800,"Census Tract 98, New York County, New York",Manhattan,7447,1190,157,136,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,20,39,29,51,0,19,19,42,0,19,339,216,0,19,282,241,207,239,49,59,3378,919,2004,627,677,288,286,183
1400000US36061009901,"Census Tract 99.01, New York County, New York",Manhattan,1674,474,21,39,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,3,0,14,0,14,45,45,3,3,2,21,0,14,85,67,0,14,6,12,109,78,47,44,618,170,560,448,120,79,55,42
1400000US36061009902,"Census Tract 99.02, New York County, New York",Manhattan,3174,443,136,70,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,64,69,0,14,146,86,55,60,175,135,366,189,0,14,1381,298,691,249,125,126,35,43
1400000US36061009903,"Census Tract 99.03, New York County, New York",Manhattan,1266,190,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,94,60,17,31,0,14,41,36,30,40,669,144,303,111,58,44,54,54
1400000US36061010000,"Census Tract 100, New York County, New York",Manhattan,1452,352,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,4,2,4,5,3,1,5,141,86,0,14,2,11,18,24,0,14,681,316,308,107,222,119,70,60
1400000US36061010100,"Census Tract 101, New York County, New York",Manhattan,1727,261,14,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,28,41,65,46,0,14,7,48,69,63,129,91,24,27,78,76,157,114,84,87,566,185,324,126,118,110,64,56
1400000US36061010200,"Census Tract 102, New York County, New York",Manhattan,229,153,10,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,6,16,13,0,14,0,14,6,9,0,14,63,52,30,27,73,119,27,48
1400000US36061010300,"Census Tract 103, New York County, New York",Manhattan,2430,672,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,84,90,0,14,0,14,51,58,1,3,0,14,7,12,108,87,23,33,49,50,57,48,181,98,1251,587,365,202,207,143,46,55
1400000US36061010400,"Census Tract 104, New York County, New York",Manhattan,996,196,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,5,0,14,0,14,0,14,23,22,11,13,0,14,4,5,24,26,591,163,243,74,66,53,32,28
1400000US36061010601,"Census Tract 106.01, New York County, New York",Manhattan,6419,1236,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,28,47,0,19,0,19,31,49,188,131,0,19,141,108,434,242,56,68,2231,473,1866,993,1193,404,251,133
1400000US36061010602,"Census Tract 106.02, New York County, New York",Manhattan,3890,398,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,32,0,19,135,97,11,32,0,19,156,126,49,44,1205,269,767,231,793,255,763,229
1400000US36061010801,"Census Tract 108.01, New York County, New York",Manhattan,2598,374,26,48,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,52,84,0,14,0,14,33,38,0,14,22,35,122,101,0,14,1116,360,723,228,428,192,76,74
1400000US36061010802,"Census Tract 108.02, New York County, New York",Manhattan,3893,1318,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,692,735,0,14,28,45,143,87,41,54,1263,338,1438,916,245,194,43,50
1400000US36061010803,"Census Tract 108.03, New York County, New York",Manhattan,1598,359,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,141,92,25,39,88,80,31,33,21,29,696,219,408,118,116,83,72,50
1400000US36061010900,"Census Tract 109, New York County, New York",Manhattan,159,50,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,6,0,14,0,14,0,14,14,31,0,14,0,14,5,7,34,35,6,9,36,20,26,16,26,23,9,9
1400000US36061011000,"Census Tract 110, New York County, New York",Manhattan,5331,772,106,169,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,124,108,0,19,73,89,318,155,168,131,2153,442,1174,428,652,308,563,375
1400000US36061011100,"Census Tract 111, New York County, New York",Manhattan,3956,531,151,155,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,24,39,20,48,17,49,157,217,0,14,0,14,102,101,75,69,0,14,178,128,77,56,1510,360,1077,362,566,252,2,6
1400000US36061011201,"Census Tract 112.01, New York County, New York",Manhattan,763,159,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,12,68,66,0,14,23,23,31,26,0,14,340,106,173,63,109,46,9,11
1400000US36061011202,"Census Tract 112.02, New York County, New York",Manhattan,492,117,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,19,17,0,14,6,9,21,18,16,16,147,59,214,98,44,25,25,22
1400000US36061011203,"Census Tract 112.03, New York County, New York",Manhattan,808,157,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,20,32,34,23,0,14,25,31,36,24,5,7,382,116,136,66,75,36,95,43
1400000US36061011300,"Census Tract 113, New York County, New York",Manhattan,121,40,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,33,0,14,0,14,17,34,16,18,4,9,22,41,7,11,27,27,13,13,0,14,0,14
1400000US36061011401,"Census Tract 114.01, New York County, New York",Manhattan,908,243,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,6,0,14,4,3,8,12,48,50,0,14,14,15,75,51,8,13,266,113,176,73,260,150,44,31
1400000US36061011402,"Census Tract 114.02, New York County, New York",Manhattan,1890,528,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,15,134,76,0,14,16,13,28,34,33,37,962,513,355,106,199,95,153,98
1400000US36061011500,"Census Tract 115, New York County, New York",Manhattan,3175,628,9,20,0,14,0,14,0,14,0,14,12,26,0,14,0,14,0,14,0,14,0,14,20,32,15,35,0,14,6,16,185,117,58,59,68,102,164,81,139,127,1273,483,905,324,132,94,189,118
1400000US36061011600,"Census Tract 116, New York County, New York",Manhattan,2410,504,23,37,0,14,0,14,0,14,0,14,0,14,0,14,1,3,0,14,0,14,0,14,0,14,3,10,2,4,0,14,338,260,37,72,277,288,48,49,0,14,917,292,405,258,252,157,107,93
1400000US36061011700,"Census Tract 117, New York County, New York",Manhattan,4717,674,37,52,40,53,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,2,18,20,32,0,19,57,58,175,146,62,69,175,114,123,86,210,133,2431,633,940,322,386,181,59,59
1400000US36061011800,"Census Tract 118, New York County, New York",Manhattan,7454,892,44,70,0,19,0,19,0,19,0,19,0,19,0,19,0,19,1,2,0,19,0,19,0,19,33,54,0,19,0,19,255,147,0,19,0,19,313,216,103,94,2956,766,1926,497,1608,576,215,211
1400000US36061011900,"Census Tract 119, New York County, New York",Manhattan,1301,172,20,19,0,14,0,14,0,14,0,14,0,14,0,14,8,13,0,14,0,14,9,14,46,45,115,87,181,158,56,65,213,108,54,32,80,49,174,91,88,69,157,86,72,64,28,37,0,14
