geoid,tract_name,borough,B03002_E001,B03002_M001,B03002_E002,B03002_M002,B03002_E003,B03002_M003,B03002_E004,B03002_M004,B03002_E005,B03002_M005,B03002_E006,B03002_M006,B03002_E007,B03002_M007,B03002_E008,B03002_M008,B03002_E009,B03002_M009,B03002_E010,B03002_M010,B03002_E011,B03002_M011,B03002_E012,B03002_M012,B03002_E013,B03002_M013,B03002_E014,B03002_M014,B03002_E015,B03002_M015,B03002_E016,B03002_M016,B03002_E017,B03002_M017,B03002_E018,B03002_M018,B03002_E019,B03002_M019,B03002_E020,B03002_M020,B03002_E021,B03002_M021
1400000US36047023500,"Census Tract 235, Kings County, New York",Brooklyn,5527,1088,4897,1130,4235,1153,290,153,0,19,243,166,0,19,0,19,129,86,26,36,103,74,630,169,90,67,0,19,0,19,0,19,0,19,224,120,316,192,316,192,0,19
1400000US36047023600,"Census Tract 236, Kings County, New York",Brooklyn,6444,1010,6371,1014,5958,1094,0,19,0,19,194,232,0,19,182,201,37,41,0,19,37,41,73,114,0,19,0,19,73,114,0,19,0,19,0,19,0,19,0,19,0,19
1400000US36047023800,"Census Tract 238, Kings County, New York",Brooklyn,5584,1046,5328,1043,4900,1030,0,19,0,19,106,126,0,19,290,267,32,39,0,19,32,39,256,195,0,19,0,19,20,30,0,19,0,19,225,199,11,18,11,18,0,19
1400000US36047024000,"Census Tract 240, Kings County, New York",Brooklyn,5598,1115,5315,1143,4771,1203,149,113,0,19,7,15,0,19,340,365,48,73,0,19,48,73,283,253,0,19,0,19,0,19,0,19,0,19,182,216,101,117,101,117,0,19
1400000US36047024100,"Census Tract 241, Kings County, New York",Brooklyn,3154,743,2772,718,1659,622,403,173,0,14,266,122,0,14,0,14,444,178,37,42,407,157,382,289,12,18,17,26,0,14,7,11,0,14,275,293,71,59,71,59,0,14
1400000US36047024200,"Census Tract 242, Kings County, New York",Brooklyn,3402,597,3257,602,2919,578,15,30,0,14,227,160,0,14,88,144,8,12,8,12,0,14,145,91,15,35,12,17,0,14,0,14,0,14,103,83,15,30,15,30,0,14
1400000US36047024300,"Census Tract 243, Kings County, New York",Brooklyn,4419,868,3807,904,1131,269,1849,819,52,72,442,307,0,14,0,14,333,211,117,103,216,171,612,143,55,89,54,53,0,14,0,14,0,14,426,206,77,75,77,75,0,14
1400000US36047024400,"Census Tract 244, Kings County, New York",Brooklyn,3556,795,3115,737,2435,811,5,6,0,14,631,467,0,14,43,404,1,2,0,14,1,2,441,392,11,18,0,14,233,330,0,14,0,14,190,210,7,13,7,13,0,14
1400000US36047024500,"Census Tract 245, Kings County, New York",Brooklyn,4383,539,4067,546,1582,489,1864,540,0,14,243,146,0,14,39,34,339,159,31,50,308,152,316,174,20,23,9,16,16,25,72,102,0,14,16,25,183,122,89,64,94,90
1400000US36047024600,"Census Tract 246, Kings County, New York",Brooklyn,3298,651,2966,666,1509,463,24,28,0,14,1248,569,0,14,163,173,22,34,0,14,22,34,332,350,16,25,0,14,0,14,6,10,0,14,294,353,16,24,0,14,16,24
1400000US36047024700,"Census Tract 247, Kings County, New York",Brooklyn,2547,405,2171,321,641,238,920,219,0,14,221,139,0,14,21,34,368,245,211,136,157,165,376,245,0,14,39,61,0,14,0,14,0,14,107,100,230,233,217,231,13,21
1400000US36047024800,"Census Tract 248, Kings County, New York",Brooklyn,2543,478,2122,413,1405,414,0,14,0,14,631,199,0,14,52,76,34,46,0,14,34,46,421,315,0,14,8,12,0,14,0,14,0,14,390,323,23,35,0,14,23,35
1400000US36047024900,"Census Tract 249, Kings County, New York",Brooklyn,4147,610,3580,556,1311,332,1708,446,0,14,301,163,26,40,0,14,234,145,0,14,234,145,567,333,144,136,0,14,0,14,0,14,0,14,112,97,311,212,141,164,170,135
1400000US36047025000,"Census Tract 250, Kings County, New York",Brooklyn,1433,449,1029,196,177,91,7,9,0,14,843,186,0,14,0,14,2,3,2,3,0,14,404,404,24,35,0,14,0,14,5,8,0,14,285,387,90,80,56,72,34,46
1400000US36047025100,"Census Tract 251, Kings County, New York",Brooklyn,3990,648,3519,638,776,382,2380,628,0,14,130,94,0,14,0,14,233,154,130,108,103,98,471,286,22,29,24,36,0,14,0,14,0,14,387,286,38,39,25,35,13,20
1400000US36047025200,"Census Tract 252, Kings County, New York",Brooklyn,4460,658,3745,694,1748,508,37,41,112,131,1741,473,0,14,0,14,107,120,0,14,107,120,715,295,61,95,39,62,51,79,0,14,0,14,443,239,121,113,121,113,0,14
1400000US36047025300,"Census Tract 253, Kings County, New York",Brooklyn,3904,605,3448,675,2072,685,806,311,0,14,137,78,0,14,2,1,431,243,258,217,173,102,456,197,160,123,23,49,0,14,0,14,0,14,29,45,244,151,229,150,15,23
1400000US36047025400,"Census Tract 254, Kings County, New York",Brooklyn,3437,910,2588,644,1006,575,0,14,16,25,1566,546,0,14,0,14,0,14,0,14,0,14,849,516,94,132,0,14,0,14,0,14,0,14,563,401,192,302,192,302,0,14
1400000US36047025500,"Census Tract 255, Kings County, New York",Brooklyn,4940,658,1694,396,105,148,1411,357,0,14,14,50,0,14,78,104,86,87,0,14,86,87,3246,603,677,535,0,14,0,14,0,14,0,14,1417,520,1152,486,1120,497,32,64
1400000US36047025600,"Census Tract 256, Kings County, New York",Brooklyn,2815,745,2644,765,838,277,0,14,0,14,1764,709,0,14,0,14,42,60,27,44,15,18,171,159,0,14,0,14,0,14,13,21,0,14,158,160,0,14,0,14,0,14
1400000US36047025700,"Census Tract 257, Kings County, New York",Brooklyn,3370,494,2331,340,1896,336,224,162,0,14,131,153,0,14,25,31,55,54,13,19,42,51,1039,467,118,145,0,14,24,29,0,14,0,14,600,278,297,228,297,228,0,14
1400000US36047025800,"Census Tract 258, Kings County, New York",Brooklyn,4068,835,3263,708,1033,385,165,270,0,14,1862,568,0,14,0,14,203,119,10,16,193,118,805,525,48,50,83,112,0,14,75,76,0,14,341,452,258,239,88,81,170,177
1400000US36047025901,"Census Tract 259.01, Kings County, New York",Brooklyn,2217,326,1578,288,778,224,638,236,0,14,46,39,0,14,0,14,116,74,0,14,116,74,639,201,77,58,21,31,18,21,0,14,0,14,300,92,223,207,203,209,20,22
1400000US36047025902,"Census Tract 259.02, Kings County, New York",Brooklyn,3796,749,2238,673,283,440,1659,662,0,14,222,241,0,14,0,14,74,72,28,40,46,53,1558,563,148,218,268,161,22,41,0,14,0,14,789,514,331,247,331,247,0,14
1400000US36047026000,"Census Tract 260, Kings County, New York",Brooklyn,2909,599,2143,460,812,388,49,57,64,70,1218,286,0,14,0,14,0,14,0,14,0,14,766,490,64,68,35,53,0,14,0,14,0,14,531,419,136,121,52,43,84,123
1400000US36047026100,"Census Tract 261, Kings County, New York",Brooklyn,5743,706,4079,723,1456,406,1429,529,0,19,959,545,0,19,26,41,209,145,138,107,71,83,1664,756,114,102,66,108,46,74,0,19,0,19,974,691,464,310,299,245,165,193
1400000US36047026200,"Census Tract 262, Kings County, New York",Brooklyn,2645,512,2295,500,616,215,120,96,31,43,1481,470,0,14,43,58,4,6,0,14,4,6,350,254,100,149,17,22,6,9,0,14,0,14,197,210,30,32,23,30,7,11
1400000US36047026300,"Census Tract 263, Kings County, New York",Brooklyn,2216,342,1968,344,614,178,1156,387,0,14,18,19,0,14,23,34,157,95,52,65,105,72,248,126,24,42,29,34,0,14,0,14,0,14,68,65,127,102,127,102,0,14
1400000US36047026400,"Census Tract 264, Kings County, New York",Brooklyn,4554,755,3252,621,1476,436,0,14,0,14,1630,557,0,14,21,36,125,107,37,47,88,92,1302,559,0,14,0,14,12,19,81,77,0,14,1030,545,179,138,142,123,37,54
1400000US36047026500,"Census Tract 265, Kings County, New York",Brooklyn,4101,504,3407,723,1096,411,1585,582,0,14,245,188,0,14,0,14,481,345,416,344,65,57,694,394,60,55,76,86,0,14,0,14,0,14,403,338,155,103,133,101,22,35
1400000US36047026600,"Census Tract 266, Kings County, New York",Brooklyn,3431,469,2498,457,1247,333,29,45,0,14,1210,314,0,14,0,14,12,19,12,19,0,14,933,528,322,307,0,14,0,14,6,12,0,14,514,402,91,107,91,107,0,14
1400000US36047026700,"Census Tract 267, Kings County, New York",Brooklyn,4057,571,3404,584,1284,301,1500,505,0,14,194,104,0,14,0,14,426,166,60,73,366,160,653,324,56,51,82,108,15,24,0,14,0,14,232,233,268,175,254,175,14,22
1400000US36047026800,"Census Tract 268, Kings County, New York",Brooklyn,4416,692,4088,704,1989,579,23,31,0,14,2022,391,0,14,0,14,54,73,0,14,54,73,328,154,76,83,0,14,0,14,0,14,0,14,161,125,91,58,80,50,11,17
1400000US36047026900,"Census Tract 269, Kings County, New York",Brooklyn,3444,672,2402,575,682,310,1342,395,0,14,94,55,0,14,0,14,284,259,46,85,238,248,1042,509,110,118,184,138,28,43,0,14,0,14,125,99,595,445,595,445,0,14
1400000US36047027000,"Census Tract 270, Kings County, New York",Brooklyn,2582,497,2243,499,1465,483,0,14,0,14,778,165,0,14,0,14,0,14,0,14,0,14,339,191,11,18,0,14,38,55,0,14,0,14,94,118,196,187,190,186,6,9
1400000US36047027100,"Census Tract 271, Kings County, New York",Brooklyn,3652,545,3318,503,569,259,2441,504,0,14,103,70,0,14,4,7,201,136,0,14,201,136,334,163,83,114,26,41,0,14,0,14,0,14,40,42,185,134,185,134,0,14
1400000US36047027200,"Census Tract 272, Kings County, New York",Brooklyn,3750,533,2903,522,1298,412,182,273,0,14,1411,409,0,14,0,14,12,18,0,14,12,18,847,453,64,104,0,14,33,74,0,14,0,14,629,421,121,106,121,106,0,14
1400000US36047027300,"Census Tract 273, Kings County, New York",Brooklyn,4176,894,3643,741,411,178,2812,822,0,14,161,97,0,14,52,88,207,133,12,64,195,122,533,325,18,31,144,219,0,14,0,14,0,14,212,190,159,155,159,155,0,14
1400000US36047027400,"Census Tract 274, Kings County, New York",Brooklyn,2943,569,2627,599,1556,465,0,14,0,14,995,367,0,14,0,14,76,78,0,14,76,78,316,289,16,25,0,14,168,256,1,2,0,14,17,26,114,92,114,92,0,14
1400000US36047027500,"Census Tract 275, Kings County, New York",Brooklyn,5272,1064,4875,1058,669,187,3680,1090,0,19,59,41,0,19,13,25,454,230,295,215,159,108,397,185,16,26,102,139,0,19,0,19,0,19,109,104,170,107,118,97,52,60
1400000US36047027600,"Census Tract 276, Kings County, New York",Brooklyn,3680,704,2853,628,1105,335,0,14,0,14,1606,566,0,14,142,153,0,14,0,14,0,14,827,434,120,113,0,14,0,14,0,14,0,14,466,412,241,173,241,173,0,14
1400000US36047027700,"Census Tract 277, Kings County, New York",Brooklyn,4303,785,3421,787,407,208,2498,584,0,14,86,67,0,14,0,14,430,365,64,74,366,369,882,473,155,182,418,450,0,14,0,14,0,14,171,129,138,137,105,127,33,49
1400000US36047027800,"Census Tract 278, Kings County, New York",Brooklyn,3134,500,3006,489,1256,389,110,105,0,14,1511,446,0,14,0,14,129,133,0,14,129,133,128,137,52,69,0,14,0,14,0,14,0,14,76,118,0,14,0,14,0,14
1400000US36047027900,"Census Tract 279, Kings County, New York",Brooklyn,4266,629,3723,564,1365,432,1901,429,11,17,91,86,0,14,74,117,281,132,178,116,103,91,543,312,108,105,135,142,0,14,0,14,0,14,217,232,83,131,83,131,0,14
1400000US36047028000,"Census Tract 280, Kings County, New York",Brooklyn,1708,376,1216,264,604,203,3,7,0,14,574,167,0,14,13,17,22,24,0,14,22,24,492,320,88,88,0,14,0,14,8,11,0,14,376,310,20,25,20,25,0,14
1400000US36047028100,"Census Tract 281, Kings County, New York",Brooklyn,5240,960,3433,1031,715,331,2307,1125,0,19,201,123,0,19,2,5,208,224,141,211,67,65,1807,504,83,72,50,57,71,106,0,19,0,19,845,462,758,373,512,300,246,253
1400000US36047028200,"Census Tract 282, Kings County, New York",Brooklyn,3239,531,2603,636,1323,541,76,95,0,14,1019,415,0,14,0,14,185,88,0,14,185,88,636,516,0,14,0,14,0,14,0,14,0,14,593,515,43,52,43,52,0,14
1400000US36047028300,"Census Tract 283, Kings County, New York",Brooklyn,3976,635,2714,578,535,191,1710,545,0,14,129,104,0,14,17,40,323,225,147,168,176,154,1262,524,149,97,66,64,37,57,0,14,0,14,690,533,320,218,282,212,38,63
1400000US36047028400,"Census Tract 284, Kings County, New York",Brooklyn,3675,573,3000,484,1440,389,14,23,0,14,1500,533,0,14,0,14,46,47,0,14,46,47,675,432,385,377,0,14,168,204,0,14,0,14,94,93,28,44,0,14,28,44
1400000US36047028501,"Census Tract 285.01, Kings County, New York",Brooklyn,589,151,430,120,249,98,133,68,0,14,40,33,0,14,0,14,8,12,8,12,0,14,159,90,32,46,0,14,0,14,0,14,0,14,64,50,63,62,63,62,0,14
1400000US36047028502,"Census Tract 285.02, Kings County, New York",Brooklyn,3144,684,1510,537,0,14,1393,509,0,14,0,14,0,14,10,16,107,136,0,14,107,136,1634,424,27,184,288,354,0,14,0,14,0,14,516,283,803,461,704,475,99,107
1400000US36047028600,"Census Tract 286, Kings County, New York",Brooklyn,5092,1063,4594,1039,1964,699,343,212,176,233,1264,622,0,19,67,112,780,811,0,19,780,811,498,390,0,19,70,79,0,19,0,19,0,19,308,374,120,108,120,108,0,19
1400000US36047028700,"Census Tract 287, Kings County, New York",Brooklyn,3398,681,2355,543,763,248,1391,542,0,14,178,119,0,14,0,14,23,42,0,14,23,42,1043,532,93,74,20,28,0,14,20,29,0,14,312,307,598,417,561,410,37,43
1400000US36047028800,"Census Tract 288, Kings County, New York",Brooklyn,3578,1057,2743,967,885,301,0,14,0,14,1806,957,0,14,0,14,52,75,0,14,52,75,835,510,9,14,0,14,0,14,0,14,0,14,560,422,266,298,202,218,64,84
1400000US36047028900,"Census Tract 289, Kings County, New York",Brooklyn,4147,787,2843,711,1104,295,1552,712,0,14,94,62,0,14,16,32,77,76,51,69,26,28,1304,525,17,26,139,150,0,14,0,14,0,14,753,516,395,287,395,287,0,14
1400000US36047029000,"Census Tract 290, Kings County, New York",Brooklyn,3710,509,3023,440,2106,409,10,12,0,14,806,290,0,14,0,14,101,100,0,14,101,100,687,510,70,86,0,14,168,257,0,14,0,14,380,460,69,63,69,63,0,14
1400000US36047029100,"Census Tract 291, Kings County, New York",Brooklyn,3461,501,2948,462,668,280,1945,394,0,14,107,67,58,83,0,14,170,162,15,23,155,161,513,232,15,23,30,33,0,14,31,57,0,14,221,175,216,106,195,93,21,34
1400000US36047029200,"Census Tract 292, Kings County, New York",Brooklyn,2501,310,2111,280,897,249,135,154,0,14,1032,267,18,28,0,14,29,32,0,14,29,32,390,269,20,21,9,14,0,14,10,17,0,14,329,262,22,34,22,34,0,14
1400000US36047029300,"Census Tract 293, Kings County, New York",Brooklyn,3181,500,2365,538,315,184,1918,524,0,14,77,62,0,14,0,14,55,50,0,14,55,50,816,274,21,36,0,14,0,14,0,14,0,14,578,266,217,178,190,167,27,41
1400000US36047029400,"Census Tract 294, Kings County, New York",Brooklyn,2072,387,1686,381,717,200,277,108,0,14,580,262,0,14,0,14,112,156,7,11,105,156,386,199,32,48,10,16,0,14,0,14,0,14,144,176,200,110,200,110,0,14
1400000US36047029500,"Census Tract 295, Kings County, New York",Brooklyn,4043,821,3643,814,894,266,2422,870,0,14,51,51,0,14,197,144,79,58,0,14,79,58,400,184,0,14,42,59,0,14,0,14,0,14,173,149,185,112,157,106,28,43
1400000US36047029600,"Census Tract 296, Kings County, New York",Brooklyn,6463,1069,4456,936,2590,896,62,103,0,19,1683,502,0,19,28,46,93,174,0,19,93,174,2007,1094,0,19,0,19,0,19,0,19,0,19,1479,1045,528,444,485,416,43,51
1400000US36047029700,"Census Tract 297, Kings County, New York",Brooklyn,4004,594,3749,591,804,358,2695,567,4,16,63,75,0,14,0,14,183,129,31,43,152,122,255,183,2,18,40,65,0,14,0,14,0,14,66,57,147,142,124,147,23,26
1400000US36047029800,"Census Tract 298, Kings County, New York",Brooklyn,3877,759,3215,796,1592,613,4,8,0,14,1564,567,0,14,55,67,0,14,0,14,0,14,662,237,95,119,0,14,35,61,0,14,0,14,392,243,140,123,140,123,0,14
1400000US36047029900,"Census Tract 299, Kings County, New York",Brooklyn,3328,614,2926,633,623,194,2115,622,0,14,97,92,7,12,0,14,84,62,0,14,84,62,402,207,27,28,35,80,2,3,0,14,0,14,237,192,101,69,101,69,0,14
1400000US36047030000,"Census Tract 300, Kings County, New York",Brooklyn,4165,775,3155,606,1030,464,257,287,0,14,1516,426,0,14,270,344,82,138,0,14,82,138,1010,439,272,233,0,14,0,14,0,14,0,14,680,370,58,60,58,60,0,14
1400000US36047030100,"Census Tract 301, Kings County, New York",Brooklyn,3171,792,2862,671,519,298,2228,618,72,94,31,32,0,14,0,14,12,24,0,14,12,24,309,234,132,179,17,36,0,14,0,14,0,14,57,76,103,117,103,117,0,14
1400000US36047030200,"Census Tract 302, Kings County, New York",Brooklyn,3850,680,3461,577,881,276,48,49,7,9,2371,539,0,14,9,14,145,152,20,23,125,149,389,275,49,49,9,15,0,14,0,14,0,14,243,233,88,142,88,142,0,14
1400000US36047030300,"Census Tract 303, Kings County, New York",Brooklyn,5477,535,4715,545,334,250,3826,729,0,19,40,57,0,19,37,60,478,358,251,294,227,246,762,355,0,19,187,150,0,19,0,19,0,19,368,261,207,186,91,110,116,155
1400000US36047030400,"Census Tract 304, Kings County, New York",Brooklyn,4525,541,3961,522,1246,404,42,63,5,9,2563,464,0,14,0,14,105,88,8,12,97,83,564,332,43,43,13,20,0,14,0,14,0,14,259,254,249,297,222,297,27,42
1400000US36047030500,"Census Tract 305, Kings County, New York",Brooklyn,6968,669,5602,596,2383,396,2232,649,0,19,317,179,0,19,84,94,586,394,26,51,560,390,1366,411,161,107,420,266,162,203,0,19,0,19,93,87,530,393,372,344,158,216
1400000US36047030600,"Census Tract 306, Kings County, New York",Brooklyn,1903,346,1608,343,826,320,11,9,0,14,751,196,8,12,0,14,12,18,0,14,12,18,295,174,148,148,0,14,0,14,0,14,0,14,89,82,58,49,50,41,8,12
1400000US36047030700,"Census Tract 307, Kings County, New York",Brooklyn,6299,1115,5584,1133,489,547,4509,1054,0,19,303,132,0,19,45,176,238,200,91,106,147,185,715,441,107,91,74,115,0,19,0,19,0,19,193,135,341,382,341,382,0,19
1400000US36047030800,"Census Tract 308, Kings County, New York",Brooklyn,1792,343,1590,331,960,313,16,32,0,14,607,148,0,14,7,11,0,14,0,14,0,14,202,146,0,14,0,14,0,14,0,14,0,14,176,148,26,32,26,32,0,14
1400000US36047030900,"Census Tract 309, Kings County, New York",Brooklyn,2279,515,1944,514,130,141,1655,458,0,14,32,50,0,14,0,14,127,100,60,85,67,56,335,121,25,29,56,47,0,14,0,14,0,14,134,80,120,81,46,39,74,68
1400000US36047031100,"Census Tract 311, Kings County, New York",Brooklyn,3534,730,3032,657,722,392,1615,456,0,14,328,173,0,14,26,38,341,233,189,211,152,106,502,311,207,244,66,67,0,14,0,14,0,14,192,189,37,37,37,37,0,14
1400000US36047031300,"Census Tract 313, Kings County, New York",Brooklyn,4415,808,3972,803,957,295,2369,670,0,14,45,47,0,14,296,389,305,154,179,124,126,98,443,232,25,39,137,162,0,14,0,14,0,14,53,48,228,148,142,111,86,106
1400000US36047031401,"Census Tract 314.01, Kings County, New York",Brooklyn,4912,991,4119,910,2474,941,10,8,0,14,1516,491,0,14,25,38,94,113,0,14,94,113,793,561,62,61,23,39,0,14,0,14,0,14,561,481,147,245,147,245,0,14
1400000US36047031402,"Census Tract 314.02, Kings County, New York",Brooklyn,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36047031500,"Census Tract 315, Kings County, New York",Brooklyn,5179,816,4831,765,1717,405,2361,605,0,19,384,248,0,19,0,19,369,205,34,48,335,206,348,173,1,19,159,129,0,19,0,19,0,19,0,19,188,131,117,94,71,79
1400000US36047031701,"Census Tract 317.01, Kings County, New York",Brooklyn,4300,808,4135,778,998,258,2760,786,0,14,154,74,0,14,0,14,223,138,23,25,200,131,165,130,43,41,0,14,0,14,0,14,0,14,51,55,71,112,71,112,0,14
1400000US36047031702,"Census Tract 317.02, Kings County, New York",Brooklyn,3622,723,3134,614,1135,302,1634,527,0,14,147,85,0,14,0,14,218,116,65,83,153,81,488,310,0,14,169,115,0,14,0,14,0,14,22,26,297,283,280,281,17,27
1400000US36047031900,"Census Tract 319, Kings County, New York",Brooklyn,3412,646,3286,642,1504,548,1681,415,0,14,101,122,0,14,0,14,0,14,0,14,0,14,126,114,0,14,0,14,0,14,0,14,0,14,67,68,59,96,59,96,0,14
1400000US36047032100,"Census Tract 321, Kings County, New York",Brooklyn,4995,752,3912,601,1039,328,2177,513,0,14,376,300,0,14,12,21,308,232,0,14,308,232,1083,588,50,67,0,14,0,14,0,14,0,14,723,555,310,222,217,194,93,114
1400000US36047032300,"Census Tract 323, Kings County, New York",Brooklyn,3589,840,3191,875,539,188,2173,838,0,14,99,72,0,14,104,114,276,167,160,140,116,88,398,167,40,42,146,130,0,14,0,14,0,14,64,82,148,76,148,76,0,14
1400000US36047032500,"Census Tract 325, Kings County, New York",Brooklyn,7964,985,7769,974,941,350,6424,994,0,19,42,38,0,19,111,137,251,154,84,112,167,122,195,138,25,41,20,33,0,19,0,19,0,19,53,77,97,111,97,111,0,19
1400000US36047032600,"Census Tract 326, Kings County, New York",Brooklyn,10531,2308,7290,2199,1047,1140,4427,2068,125,165,1295,713,48,76,0,21,348,574,348,574,0,21,3241,1486,286,281,70,86,0,21,0,21,0,21,1556,902,1329,841,1224,826,105,145
1400000US36047032700,"Census Tract 327, Kings County, New York",Brooklyn,2980,608,2565,639,1136,496,1264,496,0,14,39,27,0,14,12,19,114,137,17,127,97,67,415,165,50,41,0,14,0,14,0,14,0,14,183,143,182,117,147,103,35,55
1400000US36047032800,"Census Tract 328, Kings County, New York",Brooklyn,2921,433,2342,497,395,192,898,355,0,14,1024,420,0,14,0,14,25,34,24,34,1,2,579,327,0,14,69,85,0,14,0,14,0,14,471,305,39,59,39,59,0,14
1400000US36047032900,"Census Tract 329, Kings County, New York",Brooklyn,5411,1531,5171,1518,2250,1481,2122,642,0,19,412,416,0,19,0,19,387,403,239,389,148,118,240,131,92,82,0,19,0,19,0,19,0,19,84,79,64,67,39,51,25,44
1400000US36047033000,"Census Tract 330, Kings County, New York",Brooklyn,4721,658,3239,559,787,216,1663,509,0,14,379,192,0,14,0,14,410,315,89,132,321,273,1482,383,69,114,181,163,69,111,1,3,0,14,669,261,493,315,359,248,134,208
1400000US36047033100,"Census Tract 331, Kings County, New York",Brooklyn,3822,665,3644,661,1564,391,1746,619,0,14,0,14,0,14,173,147,161,111,101,82,60,66,178,120,39,40,54,51,0,14,0,14,0,14,59,66,26,33,26,33,0,14
1400000US36047033300,"Census Tract 333, Kings County, New York",Brooklyn,4519,1039,4158,899,3346,944,609,202,0,14,0,14,0,14,198,181,5,16,5,16,0,14,361,395,36,53,0,14,0,14,0,14,0,14,325,392,0,14,0,14,0,14
1400000US36047033500,"Census Tract 335, Kings County, New York",Brooklyn,3743,556,3403,587,1778,319,1063,486,0,14,14,19,0,14,465,399,83,82,55,68,28,43,340,209,83,92,139,146,0,14,0,14,0,14,24,29,94,78,94,78,0,14
1400000US36047033600,"Census Tract 336, Kings County, New York",Brooklyn,4762,724,4457,736,4063,722,134,114,26,44,207,179,0,14,0,14,27,43,27,43,0,14,305,195,35,40,0,14,0,14,0,14,0,14,214,162,56,87,56,87,0,14
1400000US36047033701,"Census Tract 337.01, Kings County, New York",Brooklyn,2742,664,2542,665,1168,535,1167,438,0,14,37,19,0,14,96,94,74,112,74,112,0,14,200,111,0,14,41,37,0,14,0,14,0,14,22,28,137,112,123,110,14,21
1400000US36047033702,"Census Tract 337.02, Kings County, New York",Brooklyn,1993,285,1752,283,1129,246,576,291,0,14,42,41,5,11,0,14,0,14,0,14,0,14,241,152,59,94,0,14,0,14,0,14,0,14,97,94,85,79,85,79,0,14
1400000US36047033900,"Census Tract 339, Kings County, New York",Brooklyn,5012,720,4631,741,923,377,2548,673,0,19,360,222,0,19,302,479,498,447,448,450,50,55,381,261,25,28,15,30,0,19,0,19,0,19,196,213,145,132,79,78,66,79
1400000US36047034000,"Census Tract 340, Kings County, New York",Brooklyn,2172,219,1432,314,608,135,727,317,0,14,49,39,0,14,0,14,48,55,0,14,48,55,740,295,7,10,221,201,0,14,0,14,0,14,395,313,117,72,109,68,8,12
1400000US36047034100,"Census Tract 341, Kings County, New York",Brooklyn,2564,584,2101,612,796,267,1002,254,12,22,44,34,0,14,0,14,247,343,205,314,42,56,463,239,55,48,82,65,0,14,0,14,0,14,156,154,170,187,170,187,0,14
1400000US36047034200,"Census Tract 342, Kings County, New York",Brooklyn,6667,1341,4635,751,1644,447,2421,563,0,19,368,438,0,19,0,19,202,170,26,41,176,166,2032,1437,5,9,176,264,0,19,0,19,0,19,1746,1456,105,103,72,89,33,50
1400000US36047034300,"Census Tract 343, Kings County, New York",Brooklyn,4548,763,3391,782,531,374,2320,592,0,14,95,135,0,14,177,293,268,150,109,106,159,112,1157,827,0,14,41,64,0,14,0,14,0,14,790,720,326,398,144,145,182,407
1400000US36047034500,"Census Tract 345, Kings County, New York",Brooklyn,2703,656,2375,651,757,506,1341,393,0,14,62,75,0,14,24,38,191,199,133,192,58,68,328,230,178,204,0,14,0,14,0,14,0,14,59,67,91,103,91,103,0,14
1400000US36047034700,"Census Tract 347, Kings County, New York",Brooklyn,3728,445,3450,476,279,180,2958,493,0,14,0,14,0,14,104,110,109,98,16,29,93,99,278,113,5,16,17,21,0,14,0,14,0,14,143,107,113,65,77,57,36,31
1400000US36047034800,"Census Tract 348, Kings County, New York",Brooklyn,3011,536,1440,378,335,128,290,172,0,14,296,145,0,14,8,12,511,287,288,343,223,112,1571,485,39,60,7,12,0,14,0,14,0,14,1505,490,20,33,4,12,16,23
1400000US36047034901,"Census Tract 349.01, Kings County, New York",Brooklyn,2324,418,1683,453,233,195,1203,450,0,14,0,14,0,14,53,80,194,128,143,110,51,76,641,463,260,376,0,14,0,14,0,14,0,14,93,84,288,338,271,336,17,26
1400000US36047034902,"Census Tract 349.02, Kings County, New York",Brooklyn,3396,774,3118,736,383,291,2660,814,0,14,0,14,0,14,0,14,75,102,0,14,75,102,278,243,145,216,17,27,0,14,0,14,0,14,17,77,99,94,99,94,0,14
1400000US36047035000,"Census Tract 350, Kings County, New York",Brooklyn,3169,400,3163,399,3151,402,0,14,0,14,0,14,0,14,0,14,12,18,12,18,0,14,6,11,6,11,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36047035101,"Census Tract 351.01, Kings County, New York",Brooklyn,1735,482,1444,474,88,46,1262,482,8,15,0,14,0,14,0,14,86,55,21,10,65,52,291,159,36,80,173,192,0,14,0,14,0,14,58,86,24,29,24,29,0,14
1400000US36047035102,"Census Tract 351.02, Kings County, New York",Brooklyn,3400,844,2779,379,415,234,2050,371,0,14,52,52,0,14,0,14,262,237,94,131,168,169,621,709,8,14,0,14,0,14,0,14,0,14,533,697,80,109,71,94,9,15
1400000US36047035200,"Census Tract 352, Kings County, New York",Brooklyn,1529,198,1424,209,754,211,579,130,27,43,33,34,0,14,0,14,31,36,5,7,26,35,105,78,57,66,7,13,0,14,0,14,0,14,27,30,14,23,10,22,4,6
1400000US36047035301,"Census Tract 353.01, Kings County, New York",Brooklyn,2483,599,2094,535,295,157,1417,481,0,14,232,301,0,14,0,14,150,173,0,14,150,173,389,192,159,194,35,35,0,14,0,14,0,14,77,63,118,93,48,42,70,82
1400000US36047035302,"Census Tract 353.02, Kings County, New York",Brooklyn,3064,511,2580,512,845,276,1623,530,26,37,0,14,0,14,43,77,43,52,42,52,1,5,484,251,118,126,16,29,0,14,0,14,0,14,67,94,283,171,214,149,69,97
