geoid,tract_name,borough,B08301_E001,B08301_M001,B08301_E002,B08301_M002,B08301_E003,B08301_M003,B08301_E004,B08301_M004,B08301_E005,B08301_M005,B08301_E006,B08301_M006,B08301_E007,B08301_M007,B08301_E008,B08301_M008,B08301_E009,B08301_M009,B08301_E010,B08301_M010,B08301_E011,B08301_M011,B08301_E012,B08301_M012,B08301_E013,B08301_M013,B08301_E014,B08301_M014,B08301_E015,B08301_M015,B08301_E016,B08301_M016,B08301_E017,B08301_M017,B08301_E018,B08301_M018,B08301_E019,B08301_M019,B08301_E020,B08301_M020,B08301_E021,B08301_M021
1400000US36061002601,"Census Tract 26.01, New York County, New York",Manhattan,1592,336,92,69,81,62,11,17,11,17,0,14,0,14,0,14,0,14,609,215,133,77,437,192,39,51,0,14,0,14,15,26,34,54,107,84,377,153,19,28,339,193
1400000US36061002602,"Census Tract 26.02, New York County, New York",Manhattan,2073,499,175,124,104,103,71,80,22,37,49,74,0,14,0,14,0,14,861,475,109,115,664,438,88,92,0,14,0,14,0,14,0,14,111,119,400,171,23,38,503,227
1400000US36061002700,"Census Tract 27, New York County, New York",Manhattan,445,101,73,46,42,28,31,41,31,41,0,14,0,14,0,14,0,14,141,62,40,28,101,52,0,14,0,14,0,14,0,14,0,14,0,14,100,52,7,11,124,45
1400000US36061002800,"Census Tract 28, New York County, New York",Manhattan,3390,849,547,348,526,342,21,42,21,42,0,19,0,19,0,19,0,19,1447,466,184,125,1162,418,101,127,0,19,0,19,12,20,0,19,189,136,454,233,37,40,704,356
1400000US36061002901,"Census Tract 29.01, New York County, New York",Manhattan,3,3,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,2,3,2,3,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,3
1400000US36061002902,"Census Tract 29.02, New York County, New York",Manhattan,1453,385,167,172,35,42,132,168,72,116,60,90,0,14,0,14,0,14,291,161,12,22,279,159,0,14,0,14,0,14,0,14,0,14,157,109,695,271,0,14,143,91
1400000US36061003001,"Census Tract 30.01, New York County, New York",Manhattan,2912,459,199,159,199,159,0,14,0,14,0,14,0,14,0,14,0,14,1574,476,112,106,1462,445,0,14,0,14,0,14,125,116,0,14,192,149,343,156,48,81,431,213
1400000US36061003002,"Census Tract 30.02, New York County, New York",Manhattan,1795,269,49,34,49,34,0,14,0,14,0,14,0,14,0,14,0,14,1035,270,48,38,987,261,0,14,0,14,0,14,0,14,0,14,21,27,288,134,8,14,394,150
1400000US36061003100,"Census Tract 31, New York County, New York",Manhattan,1477,307,226,200,221,200,5,7,5,7,0,14,0,14,0,14,0,14,493,128,16,25,477,120,0,14,0,14,0,14,42,33,0,14,25,18,391,86,6,10,294,129
1400000US36061003200,"Census Tract 32, New York County, New York",Manhattan,4731,723,490,358,490,358,0,19,0,19,0,19,0,19,0,19,0,19,2149,736,36,50,2113,736,0,19,0,19,0,19,0,19,39,67,177,142,636,316,87,124,1153,382
1400000US36061003300,"Census Tract 33, New York County, New York",Manhattan,3661,577,420,244,420,244,0,19,0,19,0,19,0,19,0,19,0,19,1266,348,0,19,1253,342,0,19,0,19,13,24,62,67,0,19,43,49,541,182,47,52,1282,506
1400000US36061003400,"Census Tract 34, New York County, New York",Manhattan,5284,1008,23,41,23,41,0,19,0,19,0,19,0,19,0,19,0,19,2776,701,352,268,2424,628,0,19,0,19,0,19,38,45,0,19,78,98,847,459,92,137,1430,477
1400000US36061003601,"Census Tract 36.01, New York County, New York",Manhattan,1550,310,140,98,131,97,9,16,9,16,0,14,0,14,0,14,0,14,596,171,104,122,492,132,0,14,0,14,0,14,35,45,0,14,45,33,279,118,12,18,443,279
1400000US36061003602,"Census Tract 36.02, New York County, New York",Manhattan,1927,342,74,49,55,43,19,23,19,23,0,14,0,14,0,14,0,14,797,215,15,21,775,209,7,14,0,14,0,14,48,63,0,14,91,98,318,119,0,14,599,183
1400000US36061003700,"Census Tract 37, New York County, New York",Manhattan,2434,616,173,121,154,120,19,30,0,14,0,14,0,14,19,30,0,14,1202,546,0,14,1187,545,15,25,0,14,0,14,206,196,0,14,77,62,253,146,0,14,523,181
1400000US36061003800,"Census Tract 38, New York County, New York",Manhattan,5025,996,76,109,68,106,8,24,8,24,0,19,0,19,0,19,0,19,1795,537,55,82,1564,454,176,282,0,19,0,19,0,19,0,19,238,162,1411,606,41,64,1464,741
1400000US36061003900,"Census Tract 39, New York County, New York",Manhattan,2844,738,286,161,242,151,44,73,44,73,0,19,0,19,0,19,0,19,977,575,46,53,916,570,15,25,0,19,0,19,73,74,0,19,134,108,482,195,13,16,879,353
1400000US36061004001,"Census Tract 40.01, New York County, New York",Manhattan,2291,513,30,39,30,39,0,14,0,14,0,14,0,14,0,14,0,14,891,172,11,20,880,171,0,14,0,14,0,14,0,14,0,14,98,84,384,192,0,14,888,486
1400000US36061004002,"Census Tract 40.02, New York County, New York",Manhattan,3555,1131,67,51,47,48,20,32,20,32,0,19,0,19,0,19,0,19,1547,874,57,79,1471,877,19,30,0,19,0,19,26,44,0,19,54,87,698,192,0,19,1163,756
1400000US36061004100,"Census Tract 41, New York County, New York",Manhattan,3236,668,69,53,69,53,0,19,0,19,0,19,0,19,0,19,0,19,988,373,3,12,985,372,0,19,0,19,0,19,33,46,0,19,192,157,797,271,0,19,1157,423
1400000US36061004200,"Census Tract 42, New York County, New York",Manhattan,2428,383,144,62,118,55,26,33,26,33,0,19,0,19,0,19,0,19,608,172,42,34,566,172,0,19,0,19,0,19,17,20,0,19,21,26,1054,234,34,32,550,180
1400000US36061004300,"Census Tract 43, New York County, New York",Manhattan,2441,528,380,401,141,143,239,374,239,374,0,14,0,14,0,14,0,14,1005,335,0,14,944,328,61,74,0,14,0,14,0,14,12,20,0,14,338,162,108,123,598,202
1400000US36061004400,"Census Tract 44, New York County, New York",Manhattan,9868,1344,463,356,463,356,0,21,0,21,0,21,0,21,0,21,0,21,4079,1000,933,371,2993,949,0,21,0,21,153,166,0,21,0,21,359,300,1318,626,381,385,3268,1005
1400000US36061004500,"Census Tract 45, New York County, New York",Manhattan,458,110,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,116,65,0,14,113,63,0,14,0,14,3,7,25,24,0,14,91,56,73,59,0,14,153,64
1400000US36061004700,"Census Tract 47, New York County, New York",Manhattan,1524,402,78,73,68,70,10,16,10,16,0,14,0,14,0,14,0,14,674,343,0,14,674,343,0,14,0,14,0,14,0,14,0,14,112,126,325,126,0,14,335,150
1400000US36061004800,"Census Tract 48, New York County, New York",Manhattan,3819,657,208,146,177,126,31,38,19,32,0,19,0,19,0,19,12,19,1299,326,5,10,1291,327,3,7,0,19,0,19,85,110,0,19,266,169,723,295,0,19,1238,419
1400000US36061004900,"Census Tract 49, New York County, New York",Manhattan,2919,744,127,96,81,75,46,64,46,64,0,14,0,14,0,14,0,14,986,304,0,14,972,304,14,23,0,14,0,14,57,47,0,14,157,126,642,266,28,43,922,621
1400000US36061005000,"Census Tract 50, New York County, New York",Manhattan,3041,435,38,48,38,48,0,14,0,14,0,14,0,14,0,14,0,14,1318,386,57,52,1243,376,18,32,0,14,0,14,213,234,0,14,17,27,591,181,44,55,820,284
1400000US36061005200,"Census Tract 52, New York County, New York",Manhattan,1985,271,73,61,73,61,0,14,0,14,0,14,0,14,0,14,0,14,554,134,11,23,534,131,9,14,0,14,0,14,17,21,0,14,33,28,675,155,83,71,550,186
1400000US36061005400,"Census Tract 54, New York County, New York",Manhattan,2561,540,120,88,86,64,34,57,34,57,0,14,0,14,0,14,0,14,1465,497,0,14,1449,499,16,27,0,14,0,14,51,62,0,14,0,14,297,153,20,26,608,207
1400000US36061005501,"Census Tract 55.01, New York County, New York",Manhattan,3009,428,119,81,119,81,0,19,0,19,0,19,0,19,0,19,0,19,629,220,45,52,536,216,48,76,0,19,0,19,16,25,0,19,86,75,1485,439,17,26,657,194
1400000US36061005502,"Census Tract 55.02, New York County, New York",Manhattan,1165,201,30,35,12,20,18,29,18,29,0,14,0,14,0,14,0,14,448,128,8,22,440,126,0,14,0,14,0,14,85,64,30,31,64,47,186,77,29,42,293,118
1400000US36061005600,"Census Tract 56, New York County, New York",Manhattan,2294,666,287,345,282,343,5,20,5,20,0,14,0,14,0,14,0,14,508,189,77,64,431,161,0,14,0,14,0,14,0,14,24,38,36,46,604,347,47,49,788,251
1400000US36061005700,"Census Tract 57, New York County, New York",Manhattan,1331,326,82,73,36,29,46,64,40,63,6,9,0,14,0,14,0,14,331,119,0,14,321,117,0,14,0,14,10,17,27,32,0,14,24,32,220,91,0,14,647,302
1400000US36061005800,"Census Tract 58, New York County, New York",Manhattan,2874,437,99,110,99,110,0,14,0,14,0,14,0,14,0,14,0,14,1444,331,0,14,1444,331,0,14,0,14,0,14,42,41,0,14,78,77,382,157,44,42,785,333
1400000US36061005900,"Census Tract 59, New York County, New York",Manhattan,2650,428,117,86,117,86,0,19,0,19,0,19,0,19,0,19,0,19,875,244,26,30,831,245,18,30,0,19,0,19,104,115,8,15,0,19,761,262,29,40,756,280
1400000US36061006000,"Census Tract 60, New York County, New York",Manhattan,2622,483,172,121,172,121,0,19,0,19,0,19,0,19,0,19,0,19,718,188,128,76,552,197,0,19,0,19,38,44,45,52,0,19,89,71,697,342,0,19,901,324
1400000US36061006100,"Census Tract 61, New York County, New York",Manhattan,2677,592,159,99,121,91,38,45,38,45,0,19,0,19,0,19,0,19,817,196,86,64,719,197,12,19,0,19,0,19,0,19,0,19,33,39,618,258,146,135,904,497
1400000US36061006200,"Census Tract 62, New York County, New York",Manhattan,1730,354,69,50,69,50,0,14,0,14,0,14,0,14,0,14,0,14,452,216,193,89,134,91,125,173,0,14,0,14,19,20,0,14,47,70,733,192,0,14,410,179
1400000US36061006300,"Census Tract 63, New York County, New York",Manhattan,3544,717,333,224,323,219,10,18,0,19,0,19,0,19,10,18,0,19,1242,288,64,80,1127,277,51,46,0,19,0,19,17,29,14,22,138,107,427,154,0,19,1373,543
1400000US36061006400,"Census Tract 64, New York County, New York",Manhattan,4993,706,247,172,194,149,53,58,0,19,33,50,0,19,0,19,20,33,1807,468,532,237,1274,385,1,3,0,19,0,19,101,136,0,19,168,133,1177,338,25,41,1468,511
1400000US36061006500,"Census Tract 65, New York County, New York",Manhattan,3751,626,201,111,153,83,48,75,0,19,0,19,48,75,0,19,0,19,1061,360,0,19,988,347,73,121,0,19,0,19,126,205,295,271,52,60,1067,297,0,19,949,327
1400000US36061006600,"Census Tract 66, New York County, New York",Manhattan,6014,944,96,129,14,23,82,127,82,127,0,21,0,21,0,21,0,21,2239,713,292,234,1871,696,0,21,0,21,76,91,373,254,162,213,44,81,953,411,54,88,2093,775
1400000US36061006700,"Census Tract 67, New York County, New York",Manhattan,3403,833,135,115,135,115,0,14,0,14,0,14,0,14,0,14,0,14,1139,296,53,54,1050,286,36,43,0,14,0,14,37,43,0,14,157,101,817,508,39,59,1079,336
1400000US36061006800,"Census Tract 68, New York County, New York",Manhattan,3814,668,20,32,20,32,0,19,0,19,0,19,0,19,0,19,0,19,956,360,114,99,842,328,0,19,0,19,0,19,28,48,0,19,0,19,1087,372,33,52,1690,511
1400000US36061006900,"Census Tract 69, New York County, New York",Manhattan,1662,277,132,79,125,80,7,11,7,11,0,14,0,14,0,14,0,14,544,135,0,14,544,135,0,14,0,14,0,14,48,47,0,14,47,50,285,115,36,43,570,179
1400000US36061007001,"Census Tract 70.01, New York County, New York",Manhattan,2568,482,74,72,56,66,18,25,18,25,0,14,0,14,0,14,0,14,562,159,66,52,462,136,34,48,0,14,0,14,0,14,5,12,253,167,1023,266,0,14,651,382
1400000US36061007002,"Census Tract 70.02, New York County, New York",Manhattan,2534,438,136,113,96,91,40,68,40,68,0,14,0,14,0,14,0,14,685,234,114,95,525,214,46,47,0,14,0,14,47,56,21,35,56,59,628,152,88,70,873,379
1400000US36061007100,"Census Tract 71, New York County, New York",Manhattan,3232,754,40,45,40,45,0,19,0,19,0,19,0,19,0,19,0,19,1114,362,76,85,1022,311,16,26,0,19,0,19,81,71,0,19,204,127,594,305,72,68,1127,445
1400000US36061007200,"Census Tract 72, New York County, New York",Manhattan,5086,764,420,386,420,386,0,19,0,19,0,19,0,19,0,19,0,19,1797,398,276,164,1467,345,54,87,0,19,0,19,65,77,0,19,89,89,1441,373,10,18,1264,493
1400000US36061007300,"Census Tract 73, New York County, New York",Manhattan,3865,700,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,1537,524,53,62,1374,478,110,130,0,19,0,19,222,195,0,19,113,111,740,294,0,19,1253,390
1400000US36061007400,"Census Tract 74, New York County, New York",Manhattan,3748,601,106,96,106,96,0,19,0,19,0,19,0,19,0,19,0,19,1314,384,101,100,1151,357,45,63,0,19,17,29,120,112,0,19,20,31,1353,529,10,16,825,263
1400000US36061007500,"Census Tract 75, New York County, New York",Manhattan,2424,462,80,101,80,101,0,14,0,14,0,14,0,14,0,14,0,14,768,266,47,43,661,252,43,70,17,26,0,14,226,194,0,14,288,200,426,184,23,38,613,242
1400000US36061007600,"Census Tract 76, New York County, New York",Manhattan,1643,269,65,73,22,32,43,64,43,64,0,14,0,14,0,14,0,14,606,179,68,62,520,166,18,31,0,14,0,14,8,12,0,14,177,130,430,138,36,41,321,158
1400000US36061007700,"Census Tract 77, New York County, New York",Manhattan,3909,499,70,60,54,53,16,25,16,25,0,19,0,19,0,19,0,19,1821,436,23,30,1766,440,32,52,0,19,0,19,85,80,0,19,86,58,526,175,110,121,1211,410
1400000US36061007800,"Census Tract 78, New York County, New York",Manhattan,5482,810,327,248,327,248,0,19,0,19,0,19,0,19,0,19,0,19,1034,362,258,197,642,286,30,47,0,19,104,117,74,87,0,19,79,73,1851,529,0,19,2117,686
1400000US36061007900,"Census Tract 79, New York County, New York",Manhattan,2577,524,51,48,51,48,0,14,0,14,0,14,0,14,0,14,0,14,1164,467,259,183,738,252,115,187,16,22,36,57,22,39,0,14,131,112,487,193,0,14,722,192
1400000US36061008000,"Census Tract 80, New York County, New York",Manhattan,3931,663,155,112,138,108,17,28,17,28,0,19,0,19,0,19,0,19,1061,280,176,107,744,212,41,45,0,19,100,94,42,63,0,19,58,59,1502,564,0,19,1113,403
1400000US36061008100,"Census Tract 81, New York County, New York",Manhattan,4177,891,212,133,212,133,0,19,0,19,0,19,0,19,0,19,0,19,1960,784,56,69,1861,784,43,67,0,19,0,19,27,42,0,19,40,45,891,269,118,123,929,320
1400000US36061008200,"Census Tract 82, New York County, New York",Manhattan,2204,419,76,61,76,61,0,14,0,14,0,14,0,14,0,14,0,14,686,255,59,71,554,220,73,53,0,14,0,14,10,17,0,14,0,14,710,243,90,141,632,223
1400000US36061008300,"Census Tract 83, New York County, New York",Manhattan,1798,353,19,43,19,43,0,14,0,14,0,14,0,14,0,14,0,14,997,268,94,90,903,271,0,14,0,14,0,14,33,44,0,14,49,62,497,182,0,14,203,128
1400000US36061008400,"Census Tract 84, New York County, New York",Manhattan,1091,204,34,37,34,37,0,14,0,14,0,14,0,14,0,14,0,14,302,107,11,19,291,108,0,14,0,14,0,14,40,62,0,14,22,36,438,182,0,14,255,139
1400000US36061008601,"Census Tract 86.01, New York County, New York",Manhattan,2022,327,127,108,51,51,76,97,76,97,0,14,0,14,0,14,0,14,266,122,141,88,105,75,6,9,0,14,14,22,81,70,0,14,18,22,658,258,19,30,853,248
1400000US36061008602,"Census Tract 86.02, New York County, New York",Manhattan,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36061008603,"Census Tract 86.03, New York County, New York",Manhattan,2583,459,223,107,195,100,28,34,8,13,0,14,0,14,0,14,20,32,484,196,23,37,461,192,0,14,0,14,0,14,73,60,0,14,65,60,617,199,85,88,1036,363
1400000US36061008700,"Census Tract 87, New York County, New York",Manhattan,3677,675,81,79,81,79,0,19,0,19,0,19,0,19,0,19,0,19,1452,412,96,86,1333,431,23,39,0,19,0,19,105,94,0,19,108,99,657,325,30,50,1244,454
1400000US36061008800,"Census Tract 88, New York County, New York",Manhattan,5288,1013,130,136,130,136,0,19,0,19,0,19,0,19,0,19,0,19,1456,589,213,207,1243,567,0,19,0,19,0,19,0,19,0,19,39,65,2356,721,0,19,1307,453
1400000US36061008900,"Census Tract 89, New York County, New York",Manhattan,3407,635,80,78,61,54,19,30,19,30,0,19,0,19,0,19,0,19,1182,370,53,53,1129,366,0,19,0,19,0,19,90,99,0,19,135,126,815,317,77,84,1028,340
1400000US36061009000,"Census Tract 90, New York County, New York",Manhattan,5079,999,478,356,284,319,194,220,194,220,0,19,0,19,0,19,0,19,1362,522,38,59,1291,520,0,19,0,19,33,56,48,62,0,19,0,19,1628,455,91,101,1472,539
1400000US36061009100,"Census Tract 91, New York County, New York",Manhattan,4515,658,392,249,320,233,72,93,0,19,0,19,0,19,0,19,72,93,1594,455,0,19,1594,455,0,19,0,19,0,19,81,82,0,19,72,85,902,315,171,233,1303,537
1400000US36061009200,"Census Tract 92, New York County, New York",Manhattan,969,199,77,44,77,44,0,14,0,14,0,14,0,14,0,14,0,14,290,153,8,12,276,154,6,11,0,14,0,14,0,14,0,14,19,25,432,132,0,14,151,70
1400000US36061009300,"Census Tract 93, New York County, New York",Manhattan,5221,848,441,267,441,267,0,19,0,19,0,19,0,19,0,19,0,19,1686,464,132,131,1492,409,22,37,1,3,39,61,0,19,0,19,520,379,1022,370,97,95,1455,549
1400000US36061009400,"Census Tract 94, New York County, New York",Manhattan,35,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,19,19,0,14,16,17
1400000US36061009500,"Census Tract 95, New York County, New York",Manhattan,1934,308,58,44,58,44,0,14,0,14,0,14,0,14,0,14,0,14,468,234,23,32,439,232,6,10,0,14,0,14,37,46,0,14,33,34,918,231,7,12,413,121
1400000US36061009600,"Census Tract 96, New York County, New York",Manhattan,238,156,20,40,0,14,20,40,20,40,0,14,0,14,0,14,0,14,100,135,14,31,75,129,11,18,0,14,0,14,6,9,0,14,0,14,40,46,0,14,72,78
1400000US36061009700,"Census Tract 97, New York County, New York",Manhattan,2454,571,294,313,158,131,136,200,136,200,0,14,0,14,0,14,0,14,1025,305,199,158,812,296,14,22,0,14,0,14,22,37,0,14,0,14,555,295,32,38,526,264
1400000US36061009800,"Census Tract 98, New York County, New York",Manhattan,5411,811,210,114,210,114,0,19,0,19,0,19,0,19,0,19,0,19,1563,646,83,96,1214,600,266,201,0,19,0,19,134,134,0,19,126,102,1594,468,0,19,1784,488
1400000US36061009901,"Census Tract 99.01, New York County, New York",Manhattan,1432,466,39,40,32,38,7,13,7,13,0,14,0,14,0,14,0,14,320,113,23,24,297,107,0,14,0,14,0,14,31,41,0,14,71,44,254,104,0,14,717,471
1400000US36061009902,"Census Tract 99.02, New York County, New York",Manhattan,2338,329,152,96,142,93,10,17,10,17,0,14,0,14,0,14,0,14,424,181,70,68,332,158,0,14,0,14,22,36,74,71,0,14,139,128,728,312,67,62,754,259
1400000US36061009903,"Census Tract 99.03, New York County, New York",Manhattan,991,199,87,53,87,53,0,14,0,14,0,14,0,14,0,14,0,14,343,120,0,14,294,121,24,28,0,14,25,40,25,29,0,14,0,14,296,125,0,14,240,94
1400000US36061010000,"Census Tract 100, New York County, New York",Manhattan,1055,190,59,42,45,37,14,22,0,14,0,14,14,22,0,14,0,14,293,89,41,40,252,77,0,14,0,14,0,14,13,20,0,14,0,14,392,143,0,14,298,149
1400000US36061010100,"Census Tract 101, New York County, New York",Manhattan,1325,265,60,100,2,15,58,98,58,98,0,14,0,14,0,14,0,14,577,146,91,54,486,145,0,14,0,14,0,14,0,14,0,14,0,14,303,119,13,18,372,153
1400000US36061010200,"Census Tract 102, New York County, New York",Manhattan,190,147,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,58,89,2,6,56,88,0,14,0,14,0,14,4,7,0,14,0,14,109,119,0,14,19,14
1400000US36061010300,"Census Tract 103, New York County, New York",Manhattan,2284,666,110,91,66,72,44,51,44,51,0,14,0,14,0,14,0,14,925,568,0,14,894,565,31,42,0,14,0,14,17,26,0,14,75,94,525,202,0,14,632,266
1400000US36061010400,"Census Tract 104, New York County, New York",Manhattan,672,170,16,18,16,18,0,14,0,14,0,14,0,14,0,14,0,14,141,70,33,27,99,59,9,14,0,14,0,14,0,14,0,14,10,15,310,141,19,21,176,86
1400000US36061010601,"Census Tract 106.01, New York County, New York",Manhattan,4441,1194,397,222,196,147,201,164,201,164,0,19,0,19,0,19,0,19,984,514,482,468,502,254,0,19,0,19,0,19,50,58,0,19,52,63,1002,409,146,103,1810,709
1400000US36061010602,"Census Tract 106.02, New York County, New York",Manhattan,3024,445,163,123,105,107,58,70,0,19,49,68,9,16,0,19,0,19,621,214,36,43,585,205,0,19,0,19,0,19,167,97,0,19,0,19,1647,389,0,19,426,140
1400000US36061010801,"Census Tract 108.01, New York County, New York",Manhattan,1947,425,4,12,4,12,0,14,0,14,0,14,0,14,0,14,0,14,481,223,46,57,435,219,0,14,0,14,0,14,62,57,0,14,46,59,723,209,0,14,631,268
1400000US36061010802,"Census Tract 108.02, New York County, New York",Manhattan,2165,583,162,97,162,97,0,14,0,14,0,14,0,14,0,14,0,14,612,209,195,97,326,147,0,14,0,14,91,93,0,14,0,14,0,14,794,444,0,14,597,345
1400000US36061010803,"Census Tract 108.03, New York County, New York",Manhattan,1162,263,172,109,123,101,49,56,14,23,0,14,0,14,0,14,35,49,357,128,41,42,289,112,9,16,0,14,18,29,0,14,0,14,0,14,437,149,0,14,196,85
1400000US36061010900,"Census Tract 109, New York County, New York",Manhattan,151,49,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,24,28,0,14,24,28,0,14,0,14,0,14,5,7,0,14,11,12,97,39,0,14,14,13
1400000US36061011000,"Census Tract 110, New York County, New York",Manhattan,4411,752,322,325,322,325,0,19,0,19,0,19,0,19,0,19,0,19,1279,332,110,102,956,303,213,198,0,19,0,19,310,326,0,19,187,180,1166,347,0,19,1147,481
1400000US36061011100,"Census Tract 111, New York County, New York",Manhattan,3391,453,180,124,156,119,24,37,24,37,0,14,0,14,0,14,0,14,1209,322,145,117,970,300,43,60,51,82,0,14,82,88,0,14,128,130,909,247,23,37,860,242
1400000US36061011201,"Census Tract 112.01, New York County, New York",Manhattan,436,114,26,20,26,20,0,14,0,14,0,14,0,14,0,14,0,14,129,51,6,9,107,49,16,15,0,14,0,14,15,13,0,14,5,8,138,65,21,18,102,61
1400000US36061011202,"Census Tract 112.02, New York County, New York",Manhattan,270,79,43,26,31,23,12,14,6,10,0,14,0,14,0,14,6,10,33,28,0,14,27,26,6,9,0,14,0,14,0,14,0,14,0,14,93,44,35,51,66,45
1400000US36061011203,"Census Tract 112.03, New York County, New York",Manhattan,525,121,13,14,13,14,0,14,0,14,0,14,0,14,0,14,0,14,177,63,32,32,142,58,3,6,0,14,0,14,28,27,0,14,0,14,171,84,0,14,136,61
1400000US36061011300,"Census Tract 113, New York County, New York",Manhattan,56,26,7,11,7,11,0,14,0,14,0,14,0,14,0,14,0,14,22,16,0,14,22,16,0,14,0,14,0,14,0,14,0,14,6,8,18,16,0,14,3,5
1400000US36061011401,"Census Tract 114.01, New York County, New York",Manhattan,416,190,24,22,16,18,8,12,8,12,0,14,0,14,0,14,0,14,34,25,11,14,14,15,9,13,0,14,0,14,11,16,0,14,0,14,206,161,0,14,141,90
1400000US36061011402,"Census Tract 114.02, New York County, New York",Manhattan,1291,496,41,37,41,37,0,14,0,14,0,14,0,14,0,14,0,14,546,318,49,39,467,315,30,42,0,14,0,14,40,62,0,14,0,14,421,183,0,14,243,141
1400000US36061011500,"Census Tract 115, New York County, New York",Manhattan,2400,407,36,52,6,10,30,52,30,52,0,14,0,14,0,14,0,14,952,318,36,45,896,312,20,36,0,14,0,14,0,14,0,14,133,121,763,283,0,14,516,191
1400000US36061011600,"Census Tract 116, New York County, New York",Manhattan,1538,345,123,157,123,157,0,14,0,14,0,14,0,14,0,14,0,14,428,188,88,88,306,154,34,58,0,14,0,14,19,33,0,14,18,23,595,244,33,42,322,169
1400000US36061011700,"Census Tract 117, New York County, New York",Manhattan,4044,670,241,175,241,175,0,19,0,19,0,19,0,19,0,19,0,19,1324,332,392,196,891,329,41,34,0,19,0,19,108,78,0,19,418,195,865,243,53,62,1035,552
1400000US36061011800,"Census Tract 118, New York County, New York",Manhattan,4724,799,75,89,75,89,0,19,0,19,0,19,0,19,0,19,0,19,1352,444,108,113,1166,422,78,89,0,19,0,19,115,126,0,19,277,226,1251,519,56,67,1598,511
1400000US36061011900,"Census Tract 119, New York County, New York",Manhattan,252,132,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,184,117,42,45,142,107,0,14,0,14,0,14,10,16,0,14,0,14,38,39,0,14,20,20
1400000US36061012000,"Census Tract 120, New York County, New York",Manhattan,1748,423,132,106,105,96,27,42,27,42,0,14,0,14,0,14,0,14,676,351,30,41,646,351,0,14,0,14,0,14,39,45,0,14,126,202,299,179,0,14,476,214
1400000US36061012101,"Census Tract 121.01, New York County, New York",Manhattan,1807,537,41,56,41,56,0,14,0,14,0,14,0,14,0,14,0,14,494,201,99,81,265,126,130,104,0,14,0,14,20,35,0,14,201,147,501,271,0,14,550,382
1400000US36061012102,"Census Tract 121.02, New York County, New York",Manhattan,2733,530,177,120,148,115,29,34,0,19,0,19,7,11,0,19,22,33,773,269,136,111,583,219,54,71,0,19,0,19,26,40,0,19,20,35,870,314,18,29,849,238
1400000US36061012200,"Census Tract 122, New York County, New York",Manhattan,1413,304,240,139,185,123,55,48,44,38,11,17,0,14,0,14,0,14,492,227,265,200,190,133,37,30,0,14,0,14,24,27,0,14,19,22,297,124,20,42,321,142
1400000US36061012400,"Census Tract 124, New York County, New York",Manhattan,5562,844,219,165,187,155,32,53,0,19,0,19,0,19,0,19,32,53,2690,630,600,347,2090,531,0,19,0,19,0,19,375,301,0,19,25,45,1369,470,19,43,865,300
1400000US36061012500,"Census Tract 125, New York County, New York",Manhattan,1884,335,59,66,59,66,0,14,0,14,0,14,0,14,0,14,0,14,676,231,39,33,627,231,10,14,0,14,0,14,60,93,0,14,11,21,491,237,0,14,587,166
1400000US36061012601,"Census Tract 126.01, New York County, New York",Manhattan,4191,907,194,189,153,181,41,67,41,67,0,19,0,19,0,19,0,19,1437,395,197,162,1240,384,0,19,0,19,0,19,39,65,0,19,0,19,360,204,0,19,2161,940
1400000US36061012602,"Census Tract 126.02, New York County, New York",Manhattan,3063,669,74,83,74,83,0,14,0,14,0,14,0,14,0,14,0,14,975,327,98,143,877,285,0,14,0,14,0,14,33,40,0,14,39,45,824,291,1,3,1117,459
1400000US36061012700,"Census Tract 127, New York County, New York",Manhattan,4691,803,120,115,120,115,0,19,0,19,0,19,0,19,0,19,0,19,1503,486,222,175,1246,527,35,65,0,19,0,19,183,152,0,19,166,165,1381,529,140,143,1198,406
1400000US36061012800,"Census Tract 128, New York County, New York",Manhattan,2479,572,406,260,384,250,22,44,22,44,0,19,0,19,0,19,0,19,570,244,242,191,328,144,0,19,0,19,0,19,127,89,0,19,11,18,609,271,69,76,687,271
1400000US36061012901,"Census Tract 129.01, New York County, New York",Manhattan,5056,704,67,110,67,110,0,19,0,19,0,19,0,19,0,19,0,19,2130,657,511,402,1543,432,35,56,0,19,41,61,26,40,0,19,102,86,1181,351,224,137,1326,350
1400000US36061012902,"Census Tract 129.02, New York County, New York",Manhattan,1596,315,97,48,88,49,9,14,9,14,0,14,0,14,0,14,0,14,474,209,137,133,324,152,13,28,0,14,0,14,17,29,0,14,135,74,413,147,0,14,460,186
